Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
9 - 22,9,22,1,16,10.0,3292.3,3292.3,92.42,10.2,189.3,189.3,8.353651,25.9,494.0,5246.63
9 - 22,9,22,1,17,2950.0,3291.9,3291.9,3031.72,2950.01,332.4,332.4,0.0,25.0,363.0,5246.63
9 - 22,9,22,1,18,6290.0,3311.9,3311.9,6151.01,6290.0,281.4,281.4,0.0,24.6,208.0,5246.63
9 - 22,9,22,1,19,8885.0,3433.8,3433.8,8684.63,8885.0,260.6,260.6,0.0,21.8,65.0,5246.63
9 - 22,9,22,1,20,14902.11,3819.1,3819.1,14795.3,14902.1,301.2,301.2,0.0,19.2,1.0,5246.63
9 - 22,9,22,1,21,14949.53,3618.2,3618.2,14952.66,14950.0,638.1,638.1,0.0,17.4,0.0,5246.63
9 - 22,9,22,1,22,11819.0,3419.2,3419.2,11756.42,11819.0,214.8,214.8,0.0,15.7,0.0,5246.63
9 - 22,9,22,1,23,7499.0,3022.5,3022.5,7414.45,7499.0,242.1,242.1,0.0,14.2,0.0,5246.63
9 - 22,9,22,1,24,6891.99,2757.5,2757.5,6060.18,3445.5,64.3,64.3,0.0,16.0,0.0,5246.63
9 - 23,9,23,2,1,5591.21,2705.9,2705.9,5409.84,2795.5,71.1,71.1,0.0,12.5,0.0,5271.59
9 - 23,9,23,2,2,4500.0,2508.9,2508.9,4387.95,1800.0,99.7,99.7,0.0,12.1,0.0,5271.59
9 - 23,9,23,2,3,4000.0,2460.8,2460.8,3989.26,3200.0,104.1,104.1,0.0,11.6,0.0,5271.59
9 - 23,9,23,2,4,4000.0,2381.9,2381.9,3932.83,2000.0,108.8,108.8,0.0,11.1,0.0,5271.59
9 - 23,9,23,2,5,4048.0,2423.6,2423.6,4006.21,2024.0,126.8,126.8,44.462894,10.5,0.0,5271.59
9 - 23,9,23,2,6,4080.0,2462.0,2462.0,4061.24,2040.0,163.6,163.6,101.67895,10.0,0.0,5271.59
9 - 23,9,23,2,7,5588.92,2931.8,2931.8,5261.57,2794.0,65.3,65.3,150.94063,9.3,0.0,5271.59
9 - 23,9,23,2,8,6890.28,3418.7,3418.7,6320.39,2895.0,59.6,59.6,168.48804,9.8,30.0,5271.59
9 - 23,9,23,2,9,6877.67,3619.8,3619.8,6729.08,6877.63,93.6,93.6,182.8532,12.5,146.0,5271.59
9 - 23,9,23,2,10,3900.0,3385.5,3385.5,3891.39,3900.0,190.9,190.9,186.78299,15.7,294.0,5271.59
9 - 23,9,23,2,11,2019.0,3187.8,3187.8,2001.39,2018.0,257.0,257.0,182.01476,18.8,434.0,5271.59
9 - 23,9,23,2,12,100.0,3292.7,3292.7,97.11,99.95,272.4,272.4,166.21458,21.7,543.0,5271.59
9 - 23,9,23,2,13,70.0,3116.5,3116.5,75.98,190.0,401.5,401.5,144.09045,23.7,602.0,5271.59
9 - 23,9,23,2,14,100.0,3130.5,3130.5,95.49,99.86,240.8,240.8,106.18229,24.9,607.0,5271.59
9 - 23,9,23,2,15,469.0,3249.4,3249.4,452.44,467.99,257.3,257.3,57.736572,26.1,550.0,5271.59
9 - 23,9,23,2,16,1190.0,3447.2,3447.2,1168.74,1189.9,227.5,227.5,5.6614428,26.2,442.0,5271.59
9 - 23,9,23,2,17,4100.0,3583.7,3583.7,4057.65,4100.0,252.0,252.0,0.0,25.7,283.0,5271.59
9 - 23,9,23,2,18,6524.5,3594.9,3594.9,6422.28,6524.5,210.7,210.7,0.0,25.4,164.0,5271.59
9 - 23,9,23,2,19,8690.0,3511.5,3511.5,9158.3,8605.0,275.0,275.0,0.0,23.1,48.0,5271.59
9 - 23,9,23,2,20,10500.0,3714.3,3714.3,10388.07,10200.0,170.7,170.7,0.0,20.5,0.0,5271.59
9 - 23,9,23,2,21,14899.08,3983.3,3983.3,14950.0,14895.8,592.0,592.0,0.0,19.0,0.0,5271.59
9 - 23,9,23,2,22,9600.0,3300.2,3300.2,9590.41,9568.0,170.9,170.9,0.0,18.0,0.0,5271.59
9 - 23,9,23,2,23,7500.0,2978.9,2978.9,7476.46,7497.77,133.3,133.3,0.0,17.3,0.0,5271.59
9 - 23,9,23,2,24,6700.0,2776.3,2776.3,6606.64,6697.0,117.2,117.2,0.0,13.0,0.0,5271.59
9 - 24,9,24,3,1,5590.4,2724.1,2724.1,5482.17,5590.4,135.8,135.8,0.0,16.0,0.0,6721.7
9 - 24,9,24,3,2,4665.0,2478.2,2478.2,4619.22,4665.0,188.4,188.4,0.0,15.6,0.0,6721.7
9 - 24,9,24,3,3,4244.0,2437.5,2437.5,4215.38,4244.0,304.0,304.0,0.0,14.9,0.0,6721.7
9 - 24,9,24,3,4,4200.0,2306.3,2306.3,4191.22,4198.0,292.1,292.1,0.0,14.4,0.0,6721.7
9 - 24,9,24,3,5,4201.0,2316.5,2316.5,4174.05,4199.0,286.6,286.6,15.785961,13.9,0.0,6721.7
9 - 24,9,24,3,6,4200.0,2424.8,2424.8,4196.55,4200.0,225.8,225.8,57.697914,13.5,0.0,6721.7
9 - 24,9,24,3,7,5590.0,2910.8,2910.8,5591.4,5590.0,376.8,376.8,82.82604,13.1,0.0,6721.7
9 - 24,9,24,3,8,6890.05,3407.3,3407.3,6894.11,6890.05,274.5,274.5,126.54729,13.1,11.0,6721.7
9 - 24,9,24,3,9,6900.0,3546.0,3546.0,6874.37,6899.0,220.5,220.5,123.29799,12.7,34.0,6721.7
9 - 24,9,24,3,10,6900.0,3359.1,3359.1,6422.18,6900.0,266.5,266.5,123.712,12.8,42.0,6721.7
9 - 24,9,24,3,11,5000.0,3336.7,3336.7,4870.94,3000.09,194.1,194.1,126.45904,13.1,73.0,6721.7
9 - 24,9,24,3,12,2689.0,3294.8,3294.8,2854.43,2689.0,399.1,399.1,118.08768,13.3,75.0,6721.7
9 - 24,9,24,3,13,2555.55,3153.3,3153.3,2694.9,2555.55,430.8,430.8,90.19692,13.2,85.0,6721.7
9 - 24,9,24,3,14,2689.0,3196.6,3196.6,2833.45,2688.99,281.4,281.4,53.587093,13.1,74.0,6721.7
9 - 24,9,24,3,15,3500.0,3249.8,3249.8,3531.96,3501.0,420.0,420.0,29.318771,13.2,62.0,6721.7
9 - 24,9,24,3,16,5515.68,3420.3,3420.3,5223.39,5515.67,256.6,256.6,1.8242342,13.1,54.0,6721.7
9 - 24,9,24,3,17,5600.0,3514.6,3514.6,5393.11,5586.98,200.3,200.3,0.0,13.0,36.0,6721.7
9 - 24,9,24,3,18,14899.24,3523.3,3523.3,14234.35,7449.5,228.2,228.2,0.0,12.6,18.0,6721.7
9 - 24,9,24,3,19,13800.0,3666.7,3666.7,13023.99,13767.0,162.8,162.8,0.0,12.2,6.0,6721.7
9 - 24,9,24,3,20,10500.0,3729.7,3729.7,10508.03,10500.0,356.1,356.1,0.0,12.1,0.0,6721.7
9 - 24,9,24,3,21,13930.0,3753.0,3753.0,12336.78,9930.0,208.5,208.5,0.0,11.8,0.0,6721.7
9 - 24,9,24,3,22,9100.0,3083.0,3083.0,7676.9,7749.0,232.3,232.3,0.0,11.6,0.0,6721.7
9 - 24,9,24,3,23,6359.0,2630.2,2630.2,6292.12,6359.0,238.2,238.2,0.0,11.1,0.0,6721.7
9 - 24,9,24,3,24,4710.0,2592.3,2592.3,4575.97,2355.0,155.2,155.2,0.0,16.6,0.0,6721.7
9 - 25,9,25,4,1,3700.0,2228.1,2228.1,3686.26,3698.86,95.8,95.8,0.0,10.0,0.0,4230.24
9 - 25,9,25,4,2,2500.0,2133.6,2133.6,2498.23,2498.99,99.9,99.9,0.0,9.3,0.0,4230.24
9 - 25,9,25,4,3,825.0,2040.4,2040.4,844.75,825.0,233.9,233.9,0.0,9.0,0.0,4230.24
9 - 25,9,25,4,4,1450.0,1886.8,1886.8,1448.31,1448.99,246.7,246.7,0.0,8.8,0.0,4230.24
9 - 25,9,25,4,5,1970.0,1932.2,1932.2,1967.25,1968.99,143.3,143.3,9.284389,8.9,0.0,4230.24
9 - 25,9,25,4,6,2398.0,2093.5,2093.5,2473.51,2400.0,154.7,154.7,24.040375,8.8,0.0,4230.24
9 - 25,9,25,4,7,4080.0,2590.1,2590.1,4146.37,4081.0,155.4,155.4,65.50796,8.5,0.0,4230.24
9 - 25,9,25,4,8,5749.99,3061.2,3061.2,5720.14,5749.98,223.5,223.5,83.01497,8.5,5.0,4230.24
9 - 25,9,25,4,9,6770.0,3214.6,3214.6,6749.48,6770.0,221.5,221.5,140.94307,9.3,21.0,4230.24
9 - 25,9,25,4,10,6247.0,3045.3,3045.3,6214.21,6247.0,262.5,262.5,195.1467,9.6,43.0,4230.24
9 - 25,9,25,4,11,3750.0,2907.6,2907.6,3734.81,3750.99,282.9,282.9,257.25385,10.1,115.0,4230.24
9 - 25,9,25,4,12,1400.0,2839.7,2839.7,1390.59,1400.0,307.7,307.7,198.36928,10.7,266.0,4230.24
9 - 25,9,25,4,13,627.0,2867.7,2867.7,623.99,627.0,386.6,386.6,189.91974,12.0,370.0,4230.24
9 - 25,9,25,4,14,827.0,2879.7,2879.7,810.03,827.0,375.9,375.9,123.22079,12.8,486.0,4230.24
9 - 25,9,25,4,15,1000.0,3009.1,3009.1,996.27,1000.0,314.1,314.1,59.991814,13.1,448.0,4230.24
9 - 25,9,25,4,16,3002.0,2957.1,2957.1,3003.89,3002.0,329.0,329.0,2.307601,13.2,382.0,4230.24
9 - 25,9,25,4,17,3318.0,2985.0,2985.0,3316.8,3318.0,422.6,422.6,0.0,12.4,267.0,4230.24
9 - 25,9,25,4,18,5200.0,2922.0,2922.0,5273.59,5200.0,498.6,498.6,0.0,11.6,157.0,4230.24
9 - 25,9,25,4,19,6792.0,2853.8,2853.8,6525.37,6785.0,287.4,287.4,0.0,10.5,45.0,4230.24
9 - 25,9,25,4,20,8336.0,3035.2,3035.2,7090.45,8299.96,410.2,410.2,0.0,9.0,0.0,4230.24
9 - 25,9,25,4,21,9400.0,3128.9,3128.9,7808.33,9357.99,321.9,321.9,0.0,7.5,0.0,4230.24
9 - 25,9,25,4,22,7532.7,2866.2,2866.2,7247.86,7527.57,304.0,304.0,0.0,6.6,0.0,4230.24
9 - 25,9,25,4,23,5618.0,2514.7,2514.7,5788.11,5618.01,453.5,453.5,0.0,5.5,0.0,4230.24
9 - 25,9,25,4,24,4500.0,2245.6,2245.6,4711.23,5055.0,259.0,259.0,0.0,10.4,0.0,4230.24
9 - 26,9,26,5,1,4800.0,2488.8,2488.8,4728.34,4795.5,59.8,59.8,0.0,4.6,0.0,4210.87
9 - 26,9,26,5,2,3768.0,2366.2,2366.2,3748.47,3765.77,73.5,73.5,0.0,4.4,0.0,4210.87
9 - 26,9,26,5,3,3221.0,2250.9,2250.9,3219.01,3219.99,125.1,125.1,0.0,4.1,0.0,4210.87
9 - 26,9,26,5,4,2799.0,2131.4,2131.4,2798.43,2798.0,148.8,148.8,0.0,3.8,0.0,4210.87
9 - 26,9,26,5,5,3016.0,2177.5,2177.5,3017.07,3016.0,148.2,148.2,38.914356,3.3,0.0,4210.87
9 - 26,9,26,5,6,3888.0,2412.0,2412.0,3868.44,3885.0,47.2,47.2,83.72293,2.6,0.0,4210.87
9 - 26,9,26,5,7,4838.0,2748.0,2748.0,4697.22,4731.5,103.3,103.3,125.24792,2.4,0.0,4210.87
9 - 26,9,26,5,8,5880.0,3216.9,3216.9,5877.06,5880.0,263.9,263.9,156.36916,3.1,29.0,4210.87
9 - 26,9,26,5,9,5784.0,3290.5,3290.5,5783.13,5784.0,272.0,272.0,175.19739,6.4,151.0,4210.87
9 - 26,9,26,5,10,3969.0,3149.6,3149.6,3964.77,3969.0,316.8,316.8,184.49368,8.6,303.0,4210.87
9 - 26,9,26,5,11,2750.0,3009.5,3009.5,2728.35,2749.99,336.5,336.5,175.87553,10.5,448.0,4210.87
9 - 26,9,26,5,12,626.0,3220.2,3220.2,621.31,625.93,293.1,293.1,157.3002,12.6,548.0,4210.87
9 - 26,9,26,5,13,100.0,3075.7,3075.7,95.18,91.99,317.5,317.5,124.642876,13.5,615.0,4210.87
9 - 26,9,26,5,14,299.0,3096.8,3096.8,291.34,295.99,340.5,340.5,89.702194,14.1,631.0,4210.87
9 - 26,9,26,5,15,1224.0,3153.3,3153.3,1202.38,1199.0,282.8,282.8,46.84238,15.1,586.0,4210.87
9 - 26,9,26,5,16,2698.0,3051.2,3051.2,2693.01,2697.99,357.3,357.3,0.5417991,15.1,490.0,4210.87
9 - 26,9,26,5,17,3720.0,3147.5,3147.5,3712.38,3719.99,250.9,250.9,0.0,14.7,354.0,4210.87
9 - 26,9,26,5,18,5173.58,3372.8,3372.8,5434.11,5173.58,483.5,483.5,0.0,14.5,196.0,4210.87
9 - 26,9,26,5,19,6490.0,3190.2,3190.2,6424.83,6480.0,198.5,198.5,0.0,11.5,52.0,4210.87
9 - 26,9,26,5,20,7490.0,3340.6,3340.6,6865.64,6791.88,230.6,230.6,0.0,9.1,0.0,4210.87
9 - 26,9,26,5,21,8430.0,3414.3,3414.3,8015.74,8049.48,207.4,207.4,0.0,8.0,0.0,4210.87
9 - 26,9,26,5,22,6990.0,3074.3,3074.3,6810.23,6890.0,204.9,204.9,0.0,7.2,0.0,4210.87
9 - 26,9,26,5,23,6012.0,2970.5,2970.5,5936.0,6012.0,251.0,251.0,0.0,6.4,0.0,4210.87
9 - 26,9,26,5,24,5419.0,2647.8,2647.8,5310.31,5413.99,172.8,172.8,0.0,4.5,0.0,4210.87
9 - 27,9,27,6,1,5587.72,2731.1,2731.1,5529.07,5570.0,84.4,84.4,0.0,4.6,0.0,4030.39
9 - 27,9,27,6,2,4427.06,2559.0,2559.0,4395.22,4423.0,85.4,85.4,0.0,3.9,0.0,4030.39
9 - 27,9,27,6,3,3780.0,2451.6,2451.6,3692.4,3777.72,71.0,71.0,0.0,3.3,0.0,4030.39
9 - 27,9,27,6,4,3712.0,2313.5,2313.5,3609.25,3709.74,88.2,88.2,0.0,3.0,0.0,4030.39
9 - 27,9,27,6,5,3768.0,2340.0,2340.0,3710.88,1884.0,103.2,103.2,35.20129,3.0,0.0,4030.39
9 - 27,9,27,6,6,4000.0,2475.9,2475.9,3914.97,3997.74,68.0,68.0,75.67616,2.5,0.0,4030.39
9 - 27,9,27,6,7,4373.0,2647.9,2647.9,4357.35,4372.0,182.1,182.1,112.28572,2.3,0.0,4030.39
9 - 27,9,27,6,8,4895.0,2846.3,2846.3,4793.31,4894.0,112.4,112.4,140.98262,2.7,27.0,4030.39
9 - 27,9,27,6,9,4080.0,3071.8,3071.8,4062.41,4078.0,166.1,166.1,159.73242,5.3,146.0,4030.39
9 - 27,9,27,6,10,3350.0,2941.1,2941.1,3362.12,3350.0,401.4,401.4,165.51251,8.4,297.0,4030.39
9 - 27,9,27,6,11,2750.0,3034.9,3034.9,2768.25,2749.99,366.5,366.5,161.27641,10.4,441.0,4030.39
9 - 27,9,27,6,12,610.0,2988.2,2988.2,603.68,610.0,332.9,332.9,145.625,13.1,550.0,4030.39
9 - 27,9,27,6,13,100.0,2959.4,2959.4,99.36,99.99,410.5,410.5,118.29094,14.5,613.0,4030.39
9 - 27,9,27,6,14,99.0,2837.7,2837.7,97.53,99.0,401.0,401.0,83.667915,15.3,621.0,4030.39
9 - 27,9,27,6,15,609.0,2718.2,2718.2,601.57,608.97,272.2,272.2,42.59304,16.3,574.0,4030.39
9 - 27,9,27,6,16,1283.0,3052.3,3052.3,1265.69,1282.99,242.1,242.1,0.0,16.2,480.0,4030.39
9 - 27,9,27,6,17,1962.0,3046.7,3046.7,1976.99,1962.0,433.2,433.2,0.0,15.7,346.0,4030.39
9 - 27,9,27,6,18,4800.0,3406.0,3406.0,5142.58,4800.0,619.5,619.5,0.0,15.8,190.0,4030.39
9 - 27,9,27,6,19,5915.0,3226.8,3226.8,6047.68,5915.0,415.6,415.6,0.0,12.2,48.0,4030.39
9 - 27,9,27,6,20,7290.0,3508.2,3508.2,6990.14,7066.66,227.8,227.8,0.0,9.9,0.0,4030.39
9 - 27,9,27,6,21,8179.0,3791.9,3791.9,7973.8,8010.0,184.6,184.6,0.0,8.5,0.0,4030.39
9 - 27,9,27,6,22,7161.98,3444.9,3444.9,7104.66,7200.0,234.8,234.8,0.0,7.7,0.0,4030.39
9 - 27,9,27,6,23,5769.54,3020.6,3020.6,5943.83,6585.0,283.8,283.8,0.0,7.0,0.0,4030.39
9 - 27,9,27,6,24,5580.0,2725.8,2725.8,5656.35,6150.0,291.9,291.9,0.0,5.5,0.0,4030.39
9 - 28,9,28,7,1,5589.05,2890.5,2890.5,5486.62,5589.05,62.2,62.2,0.0,5.0,0.0,4451.56
9 - 28,9,28,7,2,5000.0,2660.1,2660.1,4969.66,4999.99,143.6,143.6,0.0,4.3,0.0,4451.56
9 - 28,9,28,7,3,4500.0,2657.5,2657.5,4489.38,4499.93,95.4,95.4,0.0,3.6,0.0,4451.56
9 - 28,9,28,7,4,4425.0,2500.6,2500.6,4413.03,4424.93,89.7,89.7,0.0,3.6,0.0,4451.56
9 - 28,9,28,7,5,4432.0,2521.4,2521.4,4422.89,4431.93,107.1,107.1,40.742725,3.7,0.0,4451.56
9 - 28,9,28,7,6,4202.0,2586.5,2586.5,4179.63,4199.77,93.6,93.6,108.13156,3.5,0.0,4451.56
9 - 28,9,28,7,7,4500.0,2562.1,2562.1,4501.85,4499.99,164.3,164.3,131.45558,3.0,0.0,4451.56
9 - 28,9,28,7,8,4050.0,2555.2,2555.2,4273.93,5510.0,151.2,151.2,169.92232,3.6,16.0,4451.56
9 - 28,9,28,7,9,4000.0,2765.6,2765.6,4036.95,4500.0,134.1,134.1,123.40993,5.1,74.0,4451.56
9 - 28,9,28,7,10,3300.0,2955.5,2955.5,3607.91,4500.0,183.1,183.1,155.16684,7.2,123.0,4451.56
9 - 28,9,28,7,11,1500.0,3027.2,3027.2,1521.53,1499.99,343.7,343.7,219.65553,8.7,168.0,4451.56
9 - 28,9,28,7,12,1350.0,2957.5,2957.5,1395.53,1290.0,337.0,337.0,195.35822,9.4,197.0,4451.56
9 - 28,9,28,7,13,1324.0,2918.3,2918.3,1320.6,1323.0,260.4,260.4,186.80835,10.7,216.0,4451.56
9 - 28,9,28,7,14,610.0,2895.6,2895.6,606.6,610.0,310.9,310.9,102.69187,11.4,232.0,4451.56
9 - 28,9,28,7,15,580.0,2809.6,2809.6,567.68,580.0,262.8,262.8,33.40822,13.4,228.0,4451.56
9 - 28,9,28,7,16,2950.0,3156.6,3156.6,2895.21,2950.0,129.6,129.6,0.0,13.5,204.0,4451.56
9 - 28,9,28,7,17,4468.0,3212.6,3212.6,4412.47,4463.0,131.5,131.5,0.0,13.2,145.0,4451.56
9 - 28,9,28,7,18,5600.0,3476.9,3476.9,5960.25,5600.0,472.7,472.7,0.0,13.1,77.0,4451.56
9 - 28,9,28,7,19,6000.0,3563.1,3563.1,7033.31,10500.0,651.4,651.4,0.0,11.9,15.0,4451.56
9 - 28,9,28,7,20,7500.0,3830.1,3830.1,7732.05,7500.0,544.5,544.5,0.0,10.8,0.0,4451.56
9 - 28,9,28,7,21,8999.0,3980.0,3980.0,9129.13,8999.0,531.4,531.4,0.0,10.2,0.0,4451.56
9 - 28,9,28,7,22,7500.0,3669.5,3669.5,7786.04,7499.0,536.2,536.2,0.0,9.3,0.0,4451.56
9 - 28,9,28,7,23,5501.0,3240.8,3240.8,5894.39,5551.4,421.6,421.6,0.0,8.4,0.0,4451.56
9 - 28,9,28,7,24,5005.35,2692.3,2692.3,5135.32,5005.35,261.1,261.1,0.0,5.6,0.0,4451.56
9 - 29,9,29,1,1,5000.0,2716.5,2716.5,4931.38,4000.0,59.8,59.8,0.0,7.8,0.0,6743.09
9 - 29,9,29,1,2,4800.0,2720.8,2720.8,4727.58,4788.99,56.9,56.9,0.0,7.4,0.0,6743.09
9 - 29,9,29,1,3,4000.0,2637.7,2637.7,3930.47,3982.98,63.0,63.0,0.0,7.4,0.0,6743.09
9 - 29,9,29,1,4,3785.0,2482.0,2482.0,3715.47,3709.3,82.2,82.2,0.0,7.2,0.0,6743.09
9 - 29,9,29,1,5,4000.0,2524.8,2524.8,3912.8,3920.0,75.8,75.8,13.161484,7.2,0.0,6743.09
9 - 29,9,29,1,6,3785.0,2660.3,2660.3,3767.17,3782.0,85.1,85.1,29.716722,7.1,0.0,6743.09
9 - 29,9,29,1,7,4521.0,2990.2,2990.2,4530.53,4521.0,141.3,141.3,37.58998,7.0,0.0,6743.09
9 - 29,9,29,1,8,6870.0,3518.4,3518.4,6871.12,6869.0,262.5,262.5,58.578495,7.1,6.0,6743.09
9 - 29,9,29,1,9,6872.28,3594.4,3594.4,6883.9,6871.99,219.9,219.9,72.496124,7.4,26.0,6743.09
9 - 29,9,29,1,10,6660.0,3433.6,3433.6,6577.86,6658.0,137.1,137.1,103.82375,7.8,43.0,6743.09
9 - 29,9,29,1,11,5000.0,3289.5,3289.5,5072.72,5000.0,272.5,272.5,115.14834,8.2,52.0,6743.09
9 - 29,9,29,1,12,4490.0,3146.7,3146.7,4495.6,4490.0,286.3,286.3,112.10025,8.5,75.0,6743.09
9 - 29,9,29,1,13,3940.0,2998.1,2998.1,3995.47,3940.0,407.6,407.6,71.22762,8.9,91.0,6743.09
9 - 29,9,29,1,14,4244.0,3056.7,3056.7,4394.15,4244.0,370.7,370.7,44.105835,9.3,140.0,6743.09
9 - 29,9,29,1,15,4244.0,3078.7,3078.7,4285.94,4244.0,480.7,480.7,20.762949,9.1,136.0,6743.09
9 - 29,9,29,1,16,5300.0,3402.5,3402.5,4249.65,4996.0,263.6,263.6,0.0,9.2,85.0,6743.09
9 - 29,9,29,1,17,5590.0,3649.1,3649.1,5111.27,5590.0,320.8,320.8,0.0,9.0,71.0,6743.09
9 - 29,9,29,1,18,8565.0,3712.7,3712.7,8062.16,8565.0,285.0,285.0,0.0,8.6,32.0,6743.09
9 - 29,9,29,1,19,10490.0,3829.1,3829.1,9931.13,10490.0,286.9,286.9,0.0,8.6,6.0,6743.09
9 - 29,9,29,1,20,14899.73,4162.4,4162.4,14966.8,14899.73,499.9,499.9,0.0,8.4,0.0,6743.09
9 - 29,9,29,1,21,14872.89,4081.8,4081.8,14938.33,15000.0,502.6,502.6,0.0,8.4,0.0,6743.09
9 - 29,9,29,1,22,9550.0,3766.3,3766.3,9241.71,9547.9,205.2,205.2,0.0,8.4,0.0,6743.09
9 - 29,9,29,1,23,6000.0,3151.2,3151.2,6031.49,6000.0,347.1,347.1,0.0,8.4,0.0,6743.09
9 - 29,9,29,1,24,4780.0,2743.4,2743.4,4780.26,4780.0,263.0,263.0,0.0,8.3,0.0,6743.09
9 - 30,9,30,2,1,4849.0,2704.0,2704.0,4832.68,4849.0,80.2,80.2,0.0,8.4,0.0,6427.28
9 - 30,9,30,2,2,2799.0,2640.4,2640.4,2792.35,2239.2,153.7,153.7,0.0,8.3,0.0,6427.28
9 - 30,9,30,2,3,400.0,2540.2,2540.2,516.68,400.02,285.8,285.8,0.0,8.6,0.0,6427.28
9 - 30,9,30,2,4,250.0,2407.1,2407.1,358.81,260.0,278.8,278.8,0.0,8.4,0.0,6427.28
9 - 30,9,30,2,5,399.99,2423.4,2423.4,532.58,406.0,230.7,230.7,8.173528,8.2,0.0,6427.28
9 - 30,9,30,2,6,950.0,2586.4,2586.4,1000.19,950.0,269.6,269.6,41.583344,7.9,0.0,6427.28
9 - 30,9,30,2,7,4080.0,2909.6,2909.6,3990.23,4080.0,141.9,141.9,87.49783,7.7,0.0,6427.28
9 - 30,9,30,2,8,6889.46,3503.6,3503.6,6191.1,6700.0,106.0,106.0,103.27466,7.3,4.0,6427.28
9 - 30,9,30,2,9,6900.0,3655.2,3655.2,6881.31,6900.0,378.7,378.7,106.81088,6.9,23.0,6427.28
9 - 30,9,30,2,10,6900.0,3726.8,3726.8,6900.0,6900.0,674.9,674.9,80.240685,7.8,65.0,6427.28
9 - 30,9,30,2,11,6838.81,3629.3,3629.3,6841.55,5471.04,892.2,892.2,56.332916,8.6,102.0,6427.28
9 - 30,9,30,2,12,5000.0,3525.4,3525.4,5019.69,5000.0,1256.7,1256.7,78.619576,8.7,120.0,6427.28
9 - 30,9,30,2,13,4384.0,3396.3,3396.3,4377.36,4384.0,1390.8,1390.8,59.713272,9.0,123.0,6427.28
9 - 30,9,30,2,14,4384.0,3422.9,3422.9,4381.67,3508.09,1477.6,1477.6,41.66044,9.2,130.0,6427.28
9 - 30,9,30,2,15,4740.0,3543.1,3543.1,4734.5,4740.0,1346.2,1346.2,11.454657,9.3,142.0,6427.28
9 - 30,9,30,2,16,4753.0,3686.4,3686.4,4793.7,4753.0,1260.1,1260.1,0.0,9.3,104.0,6427.28
9 - 30,9,30,2,17,5300.0,3846.3,3846.3,5312.28,4900.0,1015.0,1015.0,0.0,9.2,73.0,6427.28
9 - 30,9,30,2,18,7078.0,3785.1,3785.1,7155.39,6000.0,993.3,993.3,0.0,9.1,33.0,6427.28
9 - 30,9,30,2,19,9595.0,3876.1,3876.1,9849.82,9595.0,928.0,928.0,0.0,8.8,5.0,6427.28
9 - 30,9,30,2,20,14120.0,4231.1,4231.1,14176.96,14119.95,652.7,652.7,0.0,8.0,0.0,6427.28
9 - 30,9,30,2,21,14900.9,4227.7,4227.7,14784.78,7450.45,417.5,417.5,0.0,7.4,0.0,6427.28
9 - 30,9,30,2,22,13244.0,3902.2,3902.2,12387.75,11624.0,265.0,265.0,0.0,7.4,0.0,6427.28
9 - 30,9,30,2,23,7200.0,3259.9,3259.9,7190.58,7199.99,533.6,533.6,0.0,7.3,0.0,6427.28
9 - 30,9,30,2,24,5150.0,2939.3,2939.3,5162.06,5150.0,512.3,512.3,0.0,8.5,0.0,6427.28
10 - 1,10,1,3,1,4200.0,2603.0,2603.0,3881.19,500.0,74.4,74.4,0.0,7.2,0.0,6579.99
10 - 1,10,1,3,2,940.0,2392.8,2392.8,889.39,100.0,196.3,196.3,0.0,7.1,0.0,6579.99
10 - 1,10,1,3,3,105.0,2254.7,2254.7,78.49,68.0,158.8,158.8,0.0,6.7,0.0,6579.99
10 - 1,10,1,3,4,99.0,2108.5,2108.5,49.72,10.01,151.1,151.1,0.0,6.3,0.0,6579.99
10 - 1,10,1,3,5,100.0,2123.5,2123.5,69.59,95.0,304.6,304.6,8.471425,6.2,0.0,6579.99
10 - 1,10,1,3,6,1400.0,2425.9,2425.9,1366.66,1400.0,190.7,190.7,22.223694,6.1,0.0,6579.99
10 - 1,10,1,3,7,3002.0,2875.0,2875.0,2957.33,3002.0,180.8,180.8,58.91954,5.7,0.0,6579.99
10 - 1,10,1,3,8,6870.0,3808.0,3808.0,6443.38,6870.0,335.9,335.9,74.38116,5.4,4.0,6579.99
10 - 1,10,1,3,9,6900.0,4249.9,4249.9,6806.48,6899.99,424.2,424.2,116.74492,5.3,32.0,6579.99
10 - 1,10,1,3,10,6900.0,4284.8,4284.8,6899.96,6900.0,643.4,643.4,147.46985,5.5,64.0,6579.99
10 - 1,10,1,3,11,6872.55,4422.4,4422.4,6189.37,6859.0,463.9,463.9,121.21483,5.4,83.0,6579.99
10 - 1,10,1,3,12,5542.75,4272.4,4272.4,5416.01,5540.0,539.0,539.0,114.37844,5.5,101.0,6579.99
10 - 1,10,1,3,13,5400.0,4153.8,4153.8,5090.65,5399.99,589.6,589.6,87.73802,5.7,146.0,6579.99
10 - 1,10,1,3,14,5100.0,4184.2,4184.2,5008.47,5100.0,622.5,622.5,52.74912,6.0,163.0,6579.99
