Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
1 - 9,1,9,4,23,5580.0,3054.9,3054.9,5555.39,5579.97,270.5,270.5,0.0,4.3,0.0,5944.56
1 - 9,1,9,4,24,6877.01,3230.2,3230.2,6851.77,6876.95,140.4,140.4,0.0,7.3,0.0,5944.56
1 - 10,1,10,5,1,4318.0,2949.7,2949.7,4284.07,4264.99,89.3,89.3,0.0,3.9,0.0,5748.89
1 - 10,1,10,5,2,3879.0,2783.1,2783.1,3849.89,3876.56,86.2,86.2,0.0,3.8,0.0,5748.89
1 - 10,1,10,5,3,2890.0,2596.8,2596.8,2847.83,2861.1,85.2,85.2,0.0,3.0,0.0,5748.89
1 - 10,1,10,5,4,2500.0,2516.1,2516.1,2478.14,2475.0,130.9,130.9,0.0,3.1,0.0,5748.89
1 - 10,1,10,5,5,2500.0,2549.3,2549.3,2478.34,2475.0,127.2,127.2,0.0,2.9,0.0,5748.89
1 - 10,1,10,5,6,3500.0,2599.8,2599.8,3466.05,3465.0,103.1,103.1,0.0,2.7,0.0,5748.89
1 - 10,1,10,5,7,4000.0,2783.6,2783.6,3981.9,3999.95,178.7,178.7,35.7399,2.8,0.0,5748.89
1 - 10,1,10,5,8,5380.0,3192.5,3192.5,5379.08,5379.97,302.0,302.0,68.54979,2.8,0.0,5748.89
1 - 10,1,10,5,9,6800.0,3773.6,3773.6,6799.48,6799.95,301.7,301.7,115.03947,2.3,0.0,5748.89
1 - 10,1,10,5,10,6900.0,4132.7,4132.7,6899.72,6900.0,502.0,502.0,121.23841,2.7,15.0,5748.89
1 - 10,1,10,5,11,6900.0,4147.6,4147.6,6887.0,6899.0,236.4,236.4,99.709595,3.8,62.0,5748.89
1 - 10,1,10,5,12,5600.0,3755.0,3755.0,5599.89,5580.0,701.6,701.6,67.39923,4.4,111.0,5748.89
1 - 10,1,10,5,13,5600.0,3943.4,3943.4,5589.55,5600.0,259.0,259.0,62.978382,6.3,181.0,5748.89
1 - 10,1,10,5,14,5600.0,3892.4,3892.4,5593.72,5600.0,291.9,291.9,16.14724,7.4,192.0,5748.89
1 - 10,1,10,5,15,5600.0,3848.2,3848.2,5587.04,5600.0,373.5,373.5,0.0,3.8,105.0,5748.89
1 - 10,1,10,5,16,5600.0,4145.5,4145.5,5576.54,5599.99,208.3,208.3,0.0,2.6,71.0,5748.89
1 - 10,1,10,5,17,5600.0,4444.9,4444.9,5577.85,5597.0,189.8,189.8,0.0,1.4,25.0,5748.89
1 - 10,1,10,5,18,8000.0,4016.6,4016.6,7908.86,7829.0,164.9,164.9,0.0,0.6,2.0,5748.89
1 - 10,1,10,5,19,7900.0,3786.4,3786.4,7798.71,7200.0,139.5,139.5,0.0,-0.0,0.0,5748.89
1 - 10,1,10,5,20,7900.0,3944.9,3944.9,7752.14,7200.0,104.9,104.9,0.0,0.2,0.0,5748.89
1 - 10,1,10,5,21,6800.0,3740.9,3740.9,6782.39,6799.99,295.0,295.0,0.0,0.3,0.0,5748.89
1 - 10,1,10,5,22,6543.0,3485.8,3485.8,6525.26,6542.57,248.0,248.0,0.0,0.4,0.0,5748.89
1 - 10,1,10,5,23,5580.0,2877.8,2877.8,5547.19,5579.99,321.3,321.3,0.0,0.4,0.0,5748.89
1 - 10,1,10,5,24,6800.0,3226.1,3226.1,6766.81,6789.94,124.5,124.5,0.0,4.1,0.0,5748.89
1 - 11,1,11,6,1,5539.55,3088.8,3088.8,5514.88,5483.99,66.7,66.7,0.0,0.1,0.0,6321.73
1 - 11,1,11,6,2,5180.0,2866.1,2866.1,5124.99,5101.0,95.5,95.5,0.0,-0.1,0.0,6321.73
1 - 11,1,11,6,3,4745.0,2736.2,2736.2,4681.66,4688.8,103.4,103.4,0.0,-0.5,0.0,6321.73
1 - 11,1,11,6,4,4308.0,2695.2,2695.2,4260.93,4259.0,97.7,97.7,0.0,-1.0,0.0,6321.73
1 - 11,1,11,6,5,4308.0,2698.3,2698.3,4259.28,4262.99,94.1,94.1,0.0,-1.4,0.0,6321.73
1 - 11,1,11,6,6,4745.0,2699.0,2699.0,4694.01,4695.99,98.9,98.9,0.0,-2.5,0.0,6321.73
1 - 11,1,11,6,7,5180.0,2783.0,2783.0,5118.99,5128.2,86.7,86.7,29.338692,-3.1,0.0,6321.73
1 - 11,1,11,6,8,5380.0,2877.6,2877.6,5361.96,5374.99,200.9,200.9,53.364056,-3.6,0.0,6321.73
1 - 11,1,11,6,9,6100.0,3330.9,3330.9,5839.13,5829.98,86.0,86.0,67.68052,-3.4,0.0,6321.73
1 - 11,1,11,6,10,6800.0,3920.7,3920.7,6478.62,6299.99,98.9,98.9,77.02698,-3.2,26.0,6321.73
1 - 11,1,11,6,11,5860.0,3943.7,3943.7,5800.89,5785.0,218.7,218.7,85.76703,-1.9,122.0,6321.73
1 - 11,1,11,6,12,5250.0,3945.5,3945.5,5062.93,5200.0,289.1,289.1,77.843376,0.1,220.0,6321.73
1 - 11,1,11,6,13,4650.0,3874.0,3874.0,4508.83,4449.5,352.3,352.3,68.43532,1.5,287.0,6321.73
1 - 11,1,11,6,14,4650.0,3789.9,3789.9,4487.95,4449.5,335.0,335.0,33.694633,2.2,308.0,6321.73
1 - 11,1,11,6,15,5567.51,3907.0,3907.0,5342.19,5550.0,146.4,146.4,0.0,3.2,278.0,6321.73
1 - 11,1,11,6,16,5600.0,4126.4,4126.4,5308.07,5430.0,126.2,126.2,0.0,3.0,204.0,6321.73
1 - 11,1,11,6,17,5600.0,4379.1,4379.1,5598.02,5595.0,329.9,329.9,0.0,2.0,99.0,6321.73
1 - 11,1,11,6,18,9000.0,4360.5,4360.5,8838.56,8859.0,160.7,160.7,0.0,1.0,12.0,6321.73
1 - 11,1,11,6,19,8951.37,4301.3,4301.3,8697.73,8899.88,76.0,76.0,0.0,0.3,0.0,6321.73
1 - 11,1,11,6,20,8950.69,4149.9,4149.9,8889.09,8900.0,138.2,138.2,0.0,-0.2,0.0,6321.73
1 - 11,1,11,6,21,8947.63,3998.3,3998.3,8895.05,8900.0,237.1,237.1,0.0,-1.2,0.0,6321.73
1 - 11,1,11,6,22,8950.18,3823.2,3823.2,8732.2,5900.0,163.2,163.2,0.0,-1.5,0.0,6321.73
1 - 11,1,11,6,23,6790.0,3299.7,3299.7,6747.77,6788.0,197.2,197.2,0.0,-1.7,0.0,6321.73
1 - 11,1,11,6,24,6872.01,3314.8,3314.8,6825.75,6859.0,101.8,101.8,0.0,0.2,0.0,6321.73
1 - 12,1,12,7,1,5400.0,3121.7,3121.7,5369.44,5396.0,83.5,83.5,0.0,-2.5,0.0,5422.54
1 - 12,1,12,7,2,5180.0,2947.9,2947.9,5148.93,5175.0,76.5,76.5,0.0,-2.6,0.0,5422.54
1 - 12,1,12,7,3,4318.0,2869.1,2869.1,4298.08,4314.0,82.9,82.9,0.0,-2.1,0.0,5422.54
1 - 12,1,12,7,4,3879.0,2779.2,2779.2,3849.63,3868.0,85.3,85.3,0.0,-1.9,0.0,5422.54
1 - 12,1,12,7,5,3879.0,2781.7,2781.7,3853.47,3868.0,65.3,65.3,0.0,-1.7,0.0,5422.54
1 - 12,1,12,7,6,4308.0,2756.3,2756.3,4275.4,4303.0,69.3,69.3,0.0,-1.6,0.0,5422.54
1 - 12,1,12,7,7,4308.0,2746.1,2746.1,4260.8,4300.0,80.0,80.0,33.363617,-1.6,0.0,5422.54
1 - 12,1,12,7,8,4680.0,2865.0,2865.0,4664.56,4669.9,96.1,96.1,66.2594,-1.7,0.0,5422.54
1 - 12,1,12,7,9,4680.0,2980.5,2980.5,4665.94,4676.0,128.4,128.4,111.25803,-1.9,0.0,5422.54
1 - 12,1,12,7,10,4800.0,3393.4,3393.4,4793.37,4799.99,255.8,255.8,119.5906,-2.3,27.0,5422.54
1 - 12,1,12,7,11,3190.0,3495.1,3495.1,3186.86,3190.0,296.4,296.4,99.48483,-1.3,121.0,5422.54
1 - 12,1,12,7,12,2890.0,3372.3,3372.3,2888.66,2890.0,358.8,358.8,106.187675,0.7,218.0,5422.54
1 - 12,1,12,7,13,2890.0,3317.3,3317.3,2887.65,2890.0,351.3,351.3,50.421703,1.3,227.0,5422.54
1 - 12,1,12,7,14,3500.0,3364.1,3364.1,3493.89,3500.0,371.0,371.0,25.192472,1.7,195.0,5422.54
1 - 12,1,12,7,15,4350.0,3414.6,3414.6,4410.51,4349.98,324.9,324.9,0.0,2.7,205.0,5422.54
1 - 12,1,12,7,16,5100.0,3626.8,3626.8,5078.47,5096.22,146.7,146.7,0.0,2.1,113.0,5422.54
1 - 12,1,12,7,17,5569.43,4254.7,4254.7,5566.1,5567.0,247.6,247.6,0.0,1.6,61.0,5422.54
1 - 12,1,12,7,18,8600.0,4184.3,4184.3,8586.2,8596.09,162.0,162.0,0.0,0.9,9.0,5422.54
1 - 12,1,12,7,19,8600.0,4073.0,4073.0,8569.24,8589.97,127.4,127.4,0.0,0.3,0.0,5422.54
1 - 12,1,12,7,20,7900.0,4005.8,4005.8,7849.75,7896.0,108.2,108.2,0.0,-0.0,0.0,5422.54
1 - 12,1,12,7,21,7900.0,3978.4,3978.4,7844.56,7700.0,107.8,107.8,0.0,-0.4,0.0,5422.54
1 - 12,1,12,7,22,7999.0,3808.7,3808.7,7983.38,7990.0,140.7,140.7,0.0,-0.5,0.0,5422.54
1 - 12,1,12,7,23,5700.0,3352.2,3352.2,5692.74,5699.99,253.7,253.7,0.0,-0.6,0.0,5422.54
1 - 12,1,12,7,24,6600.0,3212.1,3212.1,6562.44,6449.0,134.1,134.1,0.0,-2.1,0.0,5422.54
1 - 13,1,13,1,1,3868.0,3060.3,3060.3,3854.66,3820.0,75.1,75.1,0.0,-0.4,0.0,5866.62
1 - 13,1,13,1,2,3300.0,2862.6,2862.6,3275.57,3220.0,102.8,102.8,0.0,-0.5,0.0,5866.62
1 - 13,1,13,1,3,3000.0,2844.2,2844.2,2984.73,1800.0,96.7,96.7,0.0,-0.3,0.0,5866.62
1 - 13,1,13,1,4,2678.0,2761.7,2761.7,2665.71,2675.0,95.9,95.9,0.0,-0.5,0.0,5866.62
1 - 13,1,13,1,5,2699.0,2762.1,2762.1,2685.31,2697.27,96.8,96.8,0.0,-0.6,0.0,5866.62
1 - 13,1,13,1,6,3000.0,2692.1,2692.1,2973.32,2998.27,101.7,101.7,0.0,-0.7,0.0,5866.62
1 - 13,1,13,1,7,3829.0,2787.8,2787.8,3815.53,3828.95,170.7,170.7,32.910294,-0.9,0.0,5866.62
1 - 13,1,13,1,8,6507.0,3473.3,3473.3,6506.49,6507.0,270.3,270.3,62.68401,-1.0,0.0,5866.62
1 - 13,1,13,1,9,6800.0,4063.7,4063.7,6809.0,6800.0,274.0,274.0,75.887665,-1.0,0.0,5866.62
1 - 13,1,13,1,10,6875.1,4599.2,4599.2,6870.46,6835.0,255.0,255.0,81.02401,-1.2,20.0,5866.62
1 - 13,1,13,1,11,6600.0,4427.2,4427.2,6598.27,6599.99,267.7,267.7,76.37661,-1.0,77.0,5866.62
1 - 13,1,13,1,12,5250.0,4320.3,4320.3,5253.16,5450.0,308.9,308.9,76.48896,-0.7,154.0,5866.62
1 - 13,1,13,1,13,4350.0,4019.0,4019.0,4349.12,5600.0,425.6,425.6,70.81613,-0.4,202.0,5866.62
1 - 13,1,13,1,14,5250.0,4061.3,4061.3,5269.23,5250.0,348.5,348.5,29.296509,-0.2,243.0,5866.62
1 - 13,1,13,1,15,5563.6,4158.9,4158.9,5568.91,5563.61,354.5,354.5,0.0,0.1,193.0,5866.62
1 - 13,1,13,1,16,5600.0,4402.6,4402.6,5598.35,5599.98,515.4,515.4,0.0,-0.7,80.0,5866.62
1 - 13,1,13,1,17,5600.0,4556.6,4556.6,5589.5,5599.9,508.5,508.5,0.0,-0.8,41.0,5866.62
1 - 13,1,13,1,18,8936.24,4364.5,4364.5,8919.59,8936.24,335.9,335.9,0.0,-0.6,11.0,5866.62
1 - 13,1,13,1,19,8818.0,4131.9,4131.9,8778.04,8818.0,276.0,276.0,0.0,-0.9,0.0,5866.62
1 - 13,1,13,1,20,7900.0,4022.4,4022.4,7878.45,7898.26,190.4,190.4,0.0,-1.2,0.0,5866.62
1 - 13,1,13,1,21,7900.0,4058.7,4058.7,7883.0,7899.0,216.2,216.2,0.0,-1.3,0.0,5866.62
1 - 13,1,13,1,22,7680.0,3915.6,3915.6,7666.53,7677.99,196.6,196.6,0.0,-1.3,0.0,5866.62
1 - 13,1,13,1,23,6396.0,3540.8,3540.8,6389.11,6394.26,197.3,197.3,0.0,-1.6,0.0,5866.62
1 - 13,1,13,1,24,6650.0,3294.8,3294.8,6640.9,6647.99,223.7,223.7,0.0,-0.1,0.0,5866.62
1 - 14,1,14,2,1,4745.0,3191.3,3191.3,4724.66,4645.0,110.2,110.2,0.0,-1.9,0.0,6070.95
1 - 14,1,14,2,2,3500.0,2887.9,2887.9,3489.5,3450.1,140.7,140.7,0.0,-2.0,0.0,6070.95
1 - 14,1,14,2,3,3500.0,2921.2,2921.2,3491.98,3400.0,121.3,121.3,0.0,-2.1,0.0,6070.95
1 - 14,1,14,2,4,3000.0,2864.5,2864.5,2994.39,2999.99,115.3,115.3,0.0,-2.0,0.0,6070.95
1 - 14,1,14,2,5,3300.0,2875.7,2875.7,3293.11,3297.27,113.4,113.4,0.0,-1.9,0.0,6070.95
1 - 14,1,14,2,6,3500.0,2847.9,2847.9,3492.18,3400.0,124.0,124.0,0.0,-2.3,0.0,6070.95
1 - 14,1,14,2,7,4308.0,2989.9,2989.9,4300.57,4261.01,176.6,176.6,34.399364,-2.7,0.0,6070.95
1 - 14,1,14,2,8,6417.0,3598.2,3598.2,6405.0,6317.0,169.4,169.4,80.95913,-3.2,0.0,6070.95
1 - 14,1,14,2,9,6900.0,4212.7,4212.7,6887.7,6900.0,211.9,211.9,98.92759,-3.8,0.0,6070.95
1 - 14,1,14,2,10,6874.62,4735.9,4735.9,6867.57,6874.61,229.7,229.7,88.75037,-3.8,25.0,6070.95
1 - 14,1,14,2,11,6300.0,4475.6,4475.6,6287.42,6297.22,223.7,223.7,71.536865,-3.2,116.0,6070.95
1 - 14,1,14,2,12,4650.0,4278.1,4278.1,4608.25,4650.0,312.5,312.5,61.33074,-2.2,215.0,6070.95
1 - 14,1,14,2,13,3934.0,4083.3,4083.3,3908.64,3930.0,318.3,318.3,50.168602,-1.6,278.0,6070.95
1 - 14,1,14,2,14,4339.0,4067.5,4067.5,4326.63,4336.2,381.6,381.6,24.37662,-0.9,299.0,6070.95
1 - 14,1,14,2,15,5250.0,4150.5,4150.5,5243.89,5250.0,433.2,433.2,0.0,0.4,273.0,6070.95
1 - 14,1,14,2,16,5600.0,4432.4,4432.4,5597.73,5599.99,499.2,499.2,0.0,0.6,203.0,6070.95
1 - 14,1,14,2,17,5600.0,4852.8,4852.8,5593.14,5599.99,408.8,408.8,0.0,0.2,101.0,6070.95
1 - 14,1,14,2,18,8989.22,4863.7,4863.7,8990.37,9000.0,585.5,585.5,0.0,-0.3,14.0,6070.95
1 - 14,1,14,2,19,9000.0,4629.2,4629.2,8983.45,9000.0,595.7,595.7,0.0,-1.1,0.0,6070.95
1 - 14,1,14,2,20,8992.69,4466.3,4466.3,8976.73,8992.0,516.7,516.7,0.0,-1.7,0.0,6070.95
1 - 14,1,14,2,21,8700.0,4401.1,4401.1,8714.22,8699.98,412.4,412.4,0.0,-3.2,0.0,6070.95
1 - 14,1,14,2,22,8700.0,4121.2,4121.2,8657.9,4350.0,361.5,361.5,0.0,-3.7,0.0,6070.95
1 - 14,1,14,2,23,6790.0,3682.5,3682.5,6778.62,6787.27,237.8,237.8,0.0,-4.0,0.0,6070.95
1 - 14,1,14,2,24,6862.71,3447.6,3447.6,6854.44,6862.69,244.4,244.4,0.0,-1.9,0.0,6070.95
1 - 15,1,15,3,1,4745.0,3313.6,3313.6,4735.27,4744.97,108.8,108.8,0.0,-3.9,0.0,6396.86
1 - 15,1,15,3,2,3800.0,3039.4,3039.4,3782.77,3796.33,149.6,149.6,0.0,-3.9,0.0,6396.86
1 - 15,1,15,3,3,3500.0,3005.3,3005.3,3482.69,3499.99,160.2,160.2,0.0,-3.8,0.0,6396.86
1 - 15,1,15,3,4,3000.0,2938.0,2938.0,2975.66,2999.99,152.5,152.5,0.0,-3.7,0.0,6396.86
1 - 15,1,15,3,5,3000.0,2932.1,2932.1,2984.15,2910.0,135.6,135.6,0.0,-3.5,0.0,6396.86
1 - 15,1,15,3,6,3500.0,2860.8,2860.8,3477.52,3496.33,112.3,112.3,0.0,-3.6,0.0,6396.86
1 - 15,1,15,3,7,4308.0,3044.4,3044.4,4282.94,4208.1,115.2,115.2,35.655407,-3.4,0.0,6396.86
1 - 15,1,15,3,8,6876.97,3825.4,3825.4,6871.72,6876.97,145.3,145.3,91.85405,-3.4,0.0,6396.86
1 - 15,1,15,3,9,6900.0,4309.1,4309.1,6899.77,6900.0,901.1,901.1,86.10112,-3.5,0.0,6396.86
1 - 15,1,15,3,10,6900.0,4661.3,4661.3,6900.0,6900.0,1353.7,1353.7,132.3068,-3.1,15.0,6396.86
1 - 15,1,15,3,11,6900.0,4774.6,4774.6,6891.48,6894.89,623.6,623.6,167.93327,-2.3,59.0,6396.86
1 - 15,1,15,3,12,5600.0,4482.7,4482.7,5589.54,5589.0,525.2,525.2,138.47609,-1.2,110.0,6396.86
1 - 15,1,15,3,13,5600.0,4531.9,4531.9,5566.07,5401.0,303.8,303.8,97.16657,-0.5,119.0,6396.86
1 - 15,1,15,3,14,5600.0,4371.0,4371.0,5593.49,5598.0,396.4,396.4,43.096394,0.0,120.0,6396.86
1 - 15,1,15,3,15,5600.0,4105.3,4105.3,5597.69,5549.99,746.8,746.8,0.0,1.0,146.0,6396.86
1 - 15,1,15,3,16,5600.0,4407.0,4407.0,5599.77,5600.0,637.8,637.8,0.0,0.9,118.0,6396.86
1 - 15,1,15,3,17,5600.0,4609.9,4609.9,5599.0,5598.0,638.8,638.8,0.0,0.5,71.0,6396.86
1 - 15,1,15,3,18,9000.0,4618.0,4618.0,8999.32,9000.0,912.1,912.1,0.0,0.5,11.0,6396.86
1 - 15,1,15,3,19,9000.0,4450.5,4450.5,8986.2,9000.0,850.8,850.8,0.0,0.1,0.0,6396.86
1 - 15,1,15,3,20,9000.0,4460.2,4460.2,8999.0,9000.0,737.8,737.8,0.0,-0.3,0.0,6396.86
1 - 15,1,15,3,21,9000.0,4281.7,4281.7,8992.49,8989.99,556.6,556.6,0.0,-0.8,0.0,6396.86
1 - 15,1,15,3,22,9000.0,4097.6,4097.6,8982.99,9000.0,344.4,344.4,0.0,-1.2,0.0,6396.86
1 - 15,1,15,3,23,8991.14,3976.4,3976.4,8870.61,8950.0,149.9,149.9,0.0,-1.6,0.0,6396.86
1 - 15,1,15,3,24,6874.61,3524.6,3524.6,6855.69,6869.99,164.7,164.7,0.0,-4.0,0.0,6396.86
1 - 16,1,16,4,1,4308.0,3193.7,3193.7,4300.61,4304.3,63.9,63.9,0.0,-1.8,0.0,6150.47
1 - 16,1,16,4,2,3000.0,2902.7,2902.7,2983.34,2999.98,84.1,84.1,0.0,-2.0,0.0,6150.47
1 - 16,1,16,4,3,2890.0,2929.5,2929.5,2866.87,2889.97,78.8,78.8,0.0,-1.5,0.0,6150.47
1 - 16,1,16,4,4,2678.0,2870.1,2870.1,2665.51,2674.32,70.2,70.2,0.0,-1.1,0.0,6150.47
1 - 16,1,16,4,5,2890.0,2878.5,2878.5,2878.7,2886.33,70.7,70.7,0.0,-1.2,0.0,6150.47
1 - 16,1,16,4,6,2890.0,2756.3,2756.3,2872.84,2889.99,78.3,78.3,0.0,-0.9,0.0,6150.47
1 - 16,1,16,4,7,3868.0,2924.9,2924.9,3859.77,3864.33,118.1,118.1,8.268747,-0.8,0.0,6150.47
1 - 16,1,16,4,8,6650.0,3628.6,3628.6,6685.11,6650.0,150.3,150.3,31.337564,-0.8,0.0,6150.47
1 - 16,1,16,4,9,6900.0,4273.3,4273.3,6899.7,6899.94,195.4,195.4,41.97575,-0.7,0.0,6150.47
1 - 16,1,16,4,10,6900.0,4457.8,4457.8,6884.2,6900.0,455.9,455.9,58.364826,-0.5,7.0,6150.47
1 - 16,1,16,4,11,6900.0,4435.1,4435.1,6899.69,6900.0,473.8,473.8,53.966396,-0.3,30.0,6150.47
1 - 16,1,16,4,12,5600.0,4105.4,4105.4,5599.93,5582.0,609.0,609.0,46.20256,-0.3,52.0,6150.47
1 - 16,1,16,4,13,5600.0,4118.2,4118.2,5599.09,5600.0,408.1,408.1,34.707825,0.1,68.0,6150.47
1 - 16,1,16,4,14,5600.0,3979.3,3979.3,5599.83,5600.0,602.2,602.2,14.658305,0.3,65.0,6150.47
1 - 16,1,16,4,15,5600.0,3883.4,3883.4,5597.29,5600.0,782.7,782.7,0.0,1.1,73.0,6150.47
1 - 16,1,16,4,16,5600.0,4352.6,4352.6,5598.33,5600.0,406.4,406.4,0.0,1.2,50.0,6150.47
1 - 16,1,16,4,17,5600.0,4696.2,4696.2,5598.97,5599.99,212.8,212.8,0.0,1.2,27.0,6150.47
1 - 16,1,16,4,18,9000.0,4762.3,4762.3,8996.82,9000.0,429.6,429.6,0.0,1.1,7.0,6150.47
1 - 16,1,16,4,19,9000.0,4436.0,4436.0,8998.48,9000.0,531.5,531.5,0.0,1.0,0.0,6150.47
1 - 16,1,16,4,20,9000.0,4464.3,4464.3,8928.31,7500.0,326.2,326.2,0.0,0.9,0.0,6150.47
1 - 16,1,16,4,21,8989.5,4204.6,4204.6,8856.72,8910.0,216.2,216.2,0.0,0.8,0.0,6150.47
1 - 16,1,16,4,22,8600.0,3852.1,3852.1,8385.9,8499.01,123.4,123.4,0.0,0.8,0.0,6150.47
1 - 16,1,16,4,23,6800.0,3668.4,3668.4,6755.19,6799.97,140.3,140.3,0.0,0.6,0.0,6150.47
1 - 16,1,16,4,24,5860.0,3227.9,3227.9,5840.18,5859.99,185.2,185.2,0.0,-1.6,0.0,6150.47
1 - 17,1,17,5,1,3600.0,3066.5,3066.5,3470.13,3400.0,75.5,75.5,0.0,0.5,0.0,6065.57
1 - 17,1,17,5,2,2890.0,2804.6,2804.6,2875.84,2889.28,110.0,110.0,0.0,0.3,0.0,6065.57
1 - 17,1,17,5,3,2678.0,2763.1,2763.1,2665.11,2677.28,97.5,97.5,0.0,0.4,0.0,6065.57
1 - 17,1,17,5,4,2500.0,2729.2,2729.2,2487.07,2499.28,98.5,98.5,0.0,0.3,0.0,6065.57
1 - 17,1,17,5,5,2000.0,2649.9,2649.9,1976.51,1999.28,126.5,126.5,0.0,0.3,0.0,6065.57
1 - 17,1,17,5,6,2678.0,2757.1,2757.1,2661.29,2677.28,102.7,102.7,0.0,0.2,0.0,6065.57
1 - 17,1,17,5,7,3868.0,3005.1,3005.1,3854.16,3867.28,98.5,98.5,24.474606,0.2,0.0,6065.57
1 - 17,1,17,5,8,6594.0,3699.4,3699.4,6587.74,6593.96,124.4,124.4,47.85823,0.2,0.0,6065.57
1 - 17,1,17,5,9,6900.0,4359.3,4359.3,6894.37,6899.99,96.7,96.7,76.825516,0.6,0.0,6065.57
1 - 17,1,17,5,10,6900.0,4579.2,4579.2,6897.32,6900.0,368.8,368.8,79.311935,0.6,18.0,6065.57
1 - 17,1,17,5,11,6900.0,4600.4,4600.4,6895.07,6900.0,376.0,376.0,91.899025,1.4,74.0,6065.57
1 - 17,1,17,5,12,5600.0,4138.1,4138.1,5598.3,5555.0,669.6,669.6,86.296616,3.3,170.0,6065.57
1 - 17,1,17,5,13,5600.0,4203.4,4203.4,5597.37,5600.0,318.3,318.3,50.50696,4.6,244.0,6065.57
1 - 17,1,17,5,14,5600.0,4111.2,4111.2,5600.0,5600.0,405.0,405.0,29.938608,5.8,281.0,6065.57
1 - 17,1,17,5,15,5600.0,4063.5,4063.5,5596.71,5600.0,511.3,511.3,0.0,7.2,258.0,6065.57
1 - 17,1,17,5,16,5600.0,4576.5,4576.5,5594.26,5600.0,187.5,187.5,0.0,7.3,190.0,6065.57
1 - 17,1,17,5,17,5600.0,4687.5,4687.5,5597.17,5599.0,199.3,199.3,0.0,6.7,93.0,6065.57
1 - 17,1,17,5,18,8950.0,4803.0,4803.0,8776.53,7503.1,162.6,162.6,0.0,5.8,15.0,6065.57
1 - 17,1,17,5,19,8950.0,4588.5,4588.5,8641.59,8900.0,174.3,174.3,0.0,4.6,0.0,6065.57
1 - 17,1,17,5,20,8920.55,4286.9,4286.9,8828.79,8900.0,164.0,164.0,0.0,3.8,0.0,6065.57
1 - 17,1,17,5,21,8242.0,3989.4,3989.4,8233.08,8225.0,145.0,145.0,0.0,3.4,0.0,6065.57
1 - 17,1,17,5,22,7900.0,3892.1,3892.1,7807.74,7799.0,108.8,108.8,0.0,2.7,0.0,6065.57
1 - 17,1,17,5,23,6912.67,3716.6,3716.6,6890.15,6910.97,123.2,123.2,0.0,2.2,0.0,6065.57
1 - 17,1,17,5,24,6872.76,3378.2,3378.2,6849.2,6871.0,114.8,114.8,0.0,0.7,0.0,6065.57
1 - 18,1,18,6,1,3500.0,3021.7,3021.7,3479.59,3496.27,88.9,88.9,0.0,1.8,0.0,5745.18
1 - 18,1,18,6,2,2678.0,2785.7,2785.7,2671.74,2674.27,89.3,89.3,0.0,1.4,0.0,5745.18
1 - 18,1,18,6,3,2490.0,2676.4,2676.4,2477.7,2486.27,90.6,90.6,0.0,1.9,0.0,5745.18
1 - 18,1,18,6,4,2490.0,2761.2,2761.2,2477.89,2486.27,82.2,82.2,0.0,1.7,0.0,5745.18
1 - 18,1,18,6,5,2490.0,2781.8,2781.8,2479.41,2486.27,93.8,93.8,0.0,1.8,0.0,5745.18
1 - 18,1,18,6,6,2678.0,2720.5,2720.5,2671.4,2674.27,122.7,122.7,0.0,2.0,0.0,5745.18
1 - 18,1,18,6,7,2890.0,2734.1,2734.1,2872.48,2886.27,102.2,102.2,34.704983,2.2,0.0,5745.18
1 - 18,1,18,6,8,5180.0,3266.0,3266.0,5170.7,5179.94,191.9,191.9,73.54244,2.2,0.0,5745.18
1 - 18,1,18,6,9,5700.0,3515.2,3515.2,5698.91,5699.99,229.0,229.0,71.65655,2.4,0.0,5745.18
1 - 18,1,18,6,10,6850.0,4211.8,4211.8,6832.24,6849.9,111.8,111.8,87.62428,2.6,26.0,5745.18
1 - 18,1,18,6,11,6850.0,4276.5,4276.5,6812.36,6760.95,102.3,102.3,73.159874,3.6,110.0,5745.18
1 - 18,1,18,6,12,5600.0,4211.1,4211.1,5544.06,5600.0,157.4,157.4,58.03323,5.4,153.0,5745.18
1 - 18,1,18,6,13,5100.0,3933.3,3933.3,5086.81,5100.0,197.5,197.5,46.133007,6.6,232.0,5745.18
1 - 18,1,18,6,14,5100.0,3863.0,3863.0,5091.29,5100.0,231.3,231.3,26.872335,7.9,276.0,5745.18
1 - 18,1,18,6,15,5100.0,3906.9,3906.9,5093.66,5100.0,280.5,280.5,0.0,9.4,263.0,5745.18
1 - 18,1,18,6,16,5500.0,4155.4,4155.4,5491.98,5001.09,296.0,296.0,0.0,9.3,196.0,5745.18
1 - 18,1,18,6,17,5565.54,4479.3,4479.3,5550.97,5565.54,289.6,289.6,0.0,8.7,103.0,5745.18
1 - 18,1,18,6,18,8200.0,4146.5,4146.5,8179.88,8200.0,355.7,355.7,0.0,7.9,17.0,5745.18
1 - 18,1,18,6,19,7900.0,3960.1,3960.1,7909.5,7895.0,421.6,421.6,0.0,6.9,0.0,5745.18
