Date,Month,Day,Hour,Day_of_week,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
4 - 4,4,4,0,5,0.0,7.2,0.0,5213.56
4 - 4,4,4,1,5,0.0,6.9,0.0,5213.56
4 - 4,4,4,2,5,0.0,6.7,0.0,5213.56
4 - 4,4,4,3,5,0.0,6.0,0.0,5213.56
4 - 4,4,4,4,5,0.0,5.3,0.0,5213.56
4 - 4,4,4,5,5,109.40481,4.6,0.0,5213.56
4 - 4,4,4,6,5,179.61768,3.7,0.0,5213.56
4 - 4,4,4,7,5,232.31812,3.4,0.0,5213.56
4 - 4,4,4,8,5,268.7169,4.4,54.0,5213.56
4 - 4,4,4,9,5,292.1959,7.0,198.0,5213.56
4 - 4,4,4,10,5,302.32278,9.0,367.0,5213.56
4 - 4,4,4,11,5,296.05017,10.7,520.0,5213.56
4 - 4,4,4,12,5,271.50604,13.2,638.0,5213.56
4 - 4,4,4,13,5,228.66931,14.6,711.0,5213.56
4 - 4,4,4,14,5,187.68256,15.8,730.0,5213.56
4 - 4,4,4,15,5,112.234604,16.6,577.0,5213.56
4 - 4,4,4,16,5,51.46586,16.7,482.0,5213.56
4 - 4,4,4,17,5,0.0,16.7,448.0,5213.56
4 - 4,4,4,18,5,0.0,17.2,290.0,5213.56
4 - 4,4,4,19,5,0.0,15.7,140.0,5213.56
4 - 4,4,4,20,5,0.0,13.5,21.0,5213.56
4 - 4,4,4,21,5,0.0,12.8,0.0,5213.56
4 - 4,4,4,22,5,0.0,11.5,0.0,5213.56
4 - 4,4,4,23,5,0.0,10.3,0.0,5213.56
4 - 5,4,5,0,6,0.0,9.0,0.0,4456.16
4 - 5,4,5,1,6,0.0,8.0,0.0,4456.16
4 - 5,4,5,2,6,0.0,7.2,0.0,4456.16
4 - 5,4,5,3,6,0.0,7.1,0.0,4456.16
4 - 5,4,5,4,6,0.0,7.2,0.0,4456.16
4 - 5,4,5,5,6,102.288475,7.9,0.0,4456.16
4 - 5,4,5,6,6,184.12697,7.6,0.0,4456.16
4 - 5,4,5,7,6,241.32072,7.3,0.0,4456.16
4 - 5,4,5,8,6,293.6274,7.6,40.0,4456.16
4 - 5,4,5,9,6,348.2012,9.0,105.0,4456.16
4 - 5,4,5,10,6,269.17386,12.6,292.0,4456.16
4 - 5,4,5,11,6,284.39038,12.2,241.0,4456.16
4 - 5,4,5,12,6,223.95656,14.8,366.0,4456.16
4 - 5,4,5,13,6,100.87891,14.9,436.0,4456.16
4 - 5,4,5,14,6,149.9266,14.4,434.0,4456.16
4 - 5,4,5,15,6,42.064682,12.8,437.0,4456.16
4 - 5,4,5,16,6,15.436914,11.5,200.0,4456.16
4 - 5,4,5,17,6,0.0,9.9,88.0,4456.16
4 - 5,4,5,18,6,0.0,8.2,53.0,4456.16
4 - 5,4,5,19,6,0.0,6.9,33.0,4456.16
4 - 5,4,5,20,6,0.0,5.3,5.0,4456.16
4 - 5,4,5,21,6,0.0,4.2,0.0,4456.16
4 - 5,4,5,22,6,0.0,4.5,0.0,4456.16
4 - 5,4,5,23,6,0.0,3.9,0.0,4456.16
4 - 6,4,6,0,7,0.0,3.3,0.0,3950.72
4 - 6,4,6,1,7,0.0,2.7,0.0,3950.72
4 - 6,4,6,2,7,0.0,2.1,0.0,3950.72
4 - 6,4,6,3,7,0.0,1.4,0.0,3950.72
4 - 6,4,6,4,7,0.0,0.3,0.0,3950.72
4 - 6,4,6,5,7,111.8125,-0.4,0.0,3950.72
4 - 6,4,6,6,7,154.96523,-0.5,0.0,3950.72
4 - 6,4,6,7,7,245.92879,-0.6,1.0,3950.72
4 - 6,4,6,8,7,220.0181,0.1,54.0,3950.72
4 - 6,4,6,9,7,264.19366,0.3,147.0,3950.72
4 - 6,4,6,10,7,140.96269,1.5,298.0,3950.72
4 - 6,4,6,11,7,100.94018,3.5,454.0,3950.72
4 - 6,4,6,12,7,239.6586,0.4,268.0,3950.72
4 - 6,4,6,13,7,183.55424,0.7,280.0,3950.72
4 - 6,4,6,14,7,192.10654,0.4,277.0,3950.72
4 - 6,4,6,15,7,149.77235,-0.6,249.0,3950.72
4 - 6,4,6,16,7,58.756786,-0.5,225.0,3950.72
4 - 6,4,6,17,7,0.0,-0.4,184.0,3950.72
4 - 6,4,6,18,7,0.0,-0.2,130.0,3950.72
4 - 6,4,6,19,7,0.0,-0.4,86.0,3950.72
4 - 6,4,6,20,7,0.0,-1.1,22.0,3950.72
4 - 6,4,6,21,7,0.0,-1.5,0.0,3950.72
4 - 6,4,6,22,7,0.0,-1.3,0.0,3950.72
4 - 6,4,6,23,7,0.0,-1.7,0.0,3950.72
4 - 7,4,7,0,1,0.0,-1.9,0.0,4857.52
4 - 7,4,7,1,1,0.0,-2.0,0.0,4857.52
4 - 7,4,7,2,1,0.0,-2.3,0.0,4857.52
4 - 7,4,7,3,1,0.0,-2.7,0.0,4857.52
4 - 7,4,7,4,1,8.668004,-2.7,0.0,4857.52
4 - 7,4,7,5,1,112.64588,-2.8,0.0,4857.52
4 - 7,4,7,6,1,199.53564,-3.1,0.0,4857.52
4 - 7,4,7,7,1,271.061,-3.2,1.0,4857.52
4 - 7,4,7,8,1,322.54428,-2.8,66.0,4857.52
4 - 7,4,7,9,1,256.98022,-1.6,213.0,4857.52
4 - 7,4,7,10,1,278.14896,-0.2,381.0,4857.52
4 - 7,4,7,11,1,251.0734,1.2,545.0,4857.52
4 - 7,4,7,12,1,291.16776,1.6,608.0,4857.52
4 - 7,4,7,13,1,223.48367,1.7,499.0,4857.52
4 - 7,4,7,14,1,147.12851,1.4,428.0,4857.52
4 - 7,4,7,15,1,79.00713,1.3,380.0,4857.52
4 - 7,4,7,16,1,30.464254,1.2,331.0,4857.52
4 - 7,4,7,17,1,0.0,1.0,219.0,4857.52
4 - 7,4,7,18,1,0.0,1.3,170.0,4857.52
4 - 7,4,7,19,1,0.0,0.8,94.0,4857.52
4 - 7,4,7,20,1,0.0,0.2,19.0,4857.52
4 - 7,4,7,21,1,0.0,0.0,0.0,4857.52
4 - 7,4,7,22,1,0.0,-0.1,0.0,4857.52
4 - 7,4,7,23,1,0.0,-0.2,0.0,4857.52
4 - 8,4,8,0,2,0.0,-0.5,0.0,5466.06
4 - 8,4,8,1,2,0.0,-0.7,0.0,5466.06
4 - 8,4,8,2,2,0.0,-0.6,0.0,5466.06
4 - 8,4,8,3,2,0.0,-0.5,0.0,5466.06
4 - 8,4,8,4,2,14.976646,-0.6,0.0,5466.06
4 - 8,4,8,5,2,125.47257,-0.7,0.0,5466.06
4 - 8,4,8,6,2,194.32185,-1.0,0.0,5466.06
4 - 8,4,8,7,2,201.9454,-1.3,2.0,5466.06
4 - 8,4,8,8,2,111.62231,-0.9,75.0,5466.06
4 - 8,4,8,9,2,120.59526,1.4,214.0,5466.06
4 - 8,4,8,10,2,220.13849,2.3,234.0,5466.06
4 - 8,4,8,11,2,297.78027,2.3,267.0,5466.06
4 - 8,4,8,12,2,335.45844,3.1,341.0,5466.06
4 - 8,4,8,13,2,289.28583,3.0,262.0,5466.06
4 - 8,4,8,14,2,209.37811,4.2,460.0,5466.06
4 - 8,4,8,15,2,158.47508,4.2,338.0,5466.06
4 - 8,4,8,16,2,34.249702,4.0,423.0,5466.06
4 - 8,4,8,17,2,0.0,3.7,338.0,5466.06
4 - 8,4,8,18,2,0.0,2.5,181.0,5466.06
4 - 8,4,8,19,2,0.0,2.3,78.0,5466.06
4 - 8,4,8,20,2,0.0,1.2,16.0,5466.06
4 - 8,4,8,21,2,0.0,0.8,0.0,5466.06
4 - 8,4,8,22,2,0.0,0.3,0.0,5466.06
4 - 8,4,8,23,2,0.0,-0.4,0.0,5466.06
4 - 9,4,9,0,3,0.0,-1.0,0.0,4794.99
4 - 9,4,9,1,3,0.0,-1.3,0.0,4794.99
4 - 9,4,9,2,3,0.0,-1.1,0.0,4794.99
4 - 9,4,9,3,3,0.0,-1.6,0.0,4794.99
4 - 9,4,9,4,3,19.784378,-1.6,0.0,4794.99
4 - 9,4,9,5,3,123.0698,-1.2,0.0,4794.99
4 - 9,4,9,6,3,201.83522,-1.6,0.0,4794.99
4 - 9,4,9,7,3,280.45914,-1.6,2.0,4794.99
4 - 9,4,9,8,3,327.98184,-1.1,59.0,4794.99
4 - 9,4,9,9,3,310.06644,-0.2,181.0,4794.99
4 - 9,4,9,10,3,318.69366,0.5,261.0,4794.99
4 - 9,4,9,11,3,320.7952,1.0,345.0,4794.99
4 - 9,4,9,12,3,209.80743,1.9,502.0,4794.99
4 - 9,4,9,13,3,172.14006,2.5,507.0,4794.99
4 - 9,4,9,14,3,126.525185,3.6,518.0,4794.99
4 - 9,4,9,15,3,100.97391,4.1,333.0,4794.99
4 - 9,4,9,16,3,64.63718,4.3,289.0,4794.99
4 - 9,4,9,17,3,0.0,4.1,231.0,4794.99
4 - 9,4,9,18,3,0.0,4.8,205.0,4794.99
4 - 9,4,9,19,3,0.0,4.6,126.0,4794.99
4 - 9,4,9,20,3,0.0,3.5,23.0,4794.99
4 - 9,4,9,21,3,0.0,3.5,0.0,4794.99
4 - 9,4,9,22,3,0.0,1.8,0.0,4794.99
4 - 9,4,9,23,3,0.0,0.2,0.0,4794.99
4 - 10,4,10,0,4,0.0,0.3,0.0,4829.85
4 - 10,4,10,1,4,0.0,0.4,0.0,4829.85
4 - 10,4,10,2,4,0.0,0.6,0.0,4829.85
4 - 10,4,10,3,4,0.0,0.8,0.0,4829.85
4 - 10,4,10,4,4,5.896114,1.3,0.0,4829.85
4 - 10,4,10,5,4,52.29583,1.6,0.0,4829.85
4 - 10,4,10,6,4,53.795494,1.1,0.0,4829.85
4 - 10,4,10,7,4,60.85149,1.3,2.0,4829.85
4 - 10,4,10,8,4,203.57523,3.0,29.0,4829.85
4 - 10,4,10,9,4,311.25983,3.0,57.0,4829.85
4 - 10,4,10,10,4,399.43402,1.2,76.0,4829.85
4 - 10,4,10,11,4,370.96906,-0.6,122.0,4829.85
4 - 10,4,10,12,4,348.05804,0.1,206.0,4829.85
4 - 10,4,10,13,4,307.62424,1.2,413.0,4829.85
4 - 10,4,10,14,4,261.3819,2.2,669.0,4829.85
4 - 10,4,10,15,4,171.65599,1.6,491.0,4829.85
4 - 10,4,10,16,4,80.77906,1.7,479.0,4829.85
4 - 10,4,10,17,4,0.0,1.1,361.0,4829.85
4 - 10,4,10,18,4,0.0,1.2,249.0,4829.85
4 - 10,4,10,19,4,0.0,0.3,117.0,4829.85
4 - 10,4,10,20,4,0.0,-0.2,31.0,4829.85
4 - 10,4,10,21,4,0.0,-0.5,0.0,4829.85
4 - 10,4,10,22,4,0.0,-0.9,0.0,4829.85
4 - 10,4,10,23,4,0.0,-1.1,0.0,4829.85
4 - 11,4,11,0,5,0.0,-1.6,0.0,5044.52
4 - 11,4,11,1,5,0.0,-2.0,0.0,5044.52
4 - 11,4,11,2,5,0.0,-2.0,0.0,5044.52
4 - 11,4,11,3,5,0.0,-1.4,0.0,5044.52
4 - 11,4,11,4,5,16.005629,-1.4,0.0,5044.52
4 - 11,4,11,5,5,50.052505,-1.4,0.0,5044.52
4 - 11,4,11,6,5,99.35721,-1.1,0.0,5044.52
4 - 11,4,11,7,5,154.53244,-1.0,1.0,5044.52
4 - 11,4,11,8,5,112.33288,-0.6,33.0,5044.52
4 - 11,4,11,9,5,191.06944,0.1,111.0,5044.52
4 - 11,4,11,10,5,162.50479,0.5,149.0,5044.52
4 - 11,4,11,11,5,131.17702,1.1,233.0,5044.52
4 - 11,4,11,12,5,137.26244,1.4,254.0,5044.52
4 - 11,4,11,13,5,104.42566,1.7,250.0,5044.52
4 - 11,4,11,14,5,66.84112,2.1,235.0,5044.52
4 - 11,4,11,15,5,37.4566,2.1,190.0,5044.52
4 - 11,4,11,16,5,10.9311075,1.9,152.0,5044.52
4 - 11,4,11,17,5,0.0,2.1,120.0,5044.52
4 - 11,4,11,18,5,0.0,1.8,91.0,5044.52
4 - 11,4,11,19,5,0.0,2.2,49.0,5044.52
4 - 11,4,11,20,5,0.0,1.9,12.0,5044.52
4 - 11,4,11,21,5,0.0,2.2,0.0,5044.52
4 - 11,4,11,22,5,0.0,2.3,0.0,5044.52
4 - 11,4,11,23,5,0.0,2.4,0.0,5044.52
4 - 12,4,12,0,6,0.0,2.6,0.0,3897.5
4 - 12,4,12,1,6,0.0,2.2,0.0,3897.5
4 - 12,4,12,2,6,0.0,2.1,0.0,3897.5
4 - 12,4,12,3,6,0.0,2.2,0.0,3897.5
4 - 12,4,12,4,6,9.750617,2.3,0.0,3897.5
4 - 12,4,12,5,6,30.490393,2.2,0.0,3897.5
4 - 12,4,12,6,6,76.61372,2.3,0.0,3897.5
4 - 12,4,12,7,6,116.01725,2.5,1.0,3897.5
4 - 12,4,12,8,6,268.6362,2.9,19.0,3897.5
4 - 12,4,12,9,6,348.88116,3.7,38.0,3897.5
4 - 12,4,12,10,6,359.73557,4.8,73.0,3897.5
4 - 12,4,12,11,6,355.0369,6.0,169.0,3897.5
4 - 12,4,12,12,6,305.5432,6.9,279.0,3897.5
4 - 12,4,12,13,6,232.65807,8.1,359.0,3897.5
4 - 12,4,12,14,6,199.05296,9.2,614.0,3897.5
4 - 12,4,12,15,6,123.35337,9.5,481.0,3897.5
4 - 12,4,12,16,6,70.006325,9.6,419.0,3897.5
4 - 12,4,12,17,6,0.0,9.3,348.0,3897.5
4 - 12,4,12,18,6,0.0,9.9,260.0,3897.5
4 - 12,4,12,19,6,0.0,8.9,149.0,3897.5
4 - 12,4,12,20,6,0.0,7.4,34.0,3897.5
4 - 12,4,12,21,6,0.0,6.4,0.0,3897.5
4 - 12,4,12,22,6,0.0,5.5,0.0,3897.5
4 - 12,4,12,23,6,0.0,4.6,0.0,3897.5
4 - 13,4,13,0,7,0.0,3.5,0.0,3958.66
4 - 13,4,13,1,7,0.0,2.6,0.0,3958.66
4 - 13,4,13,2,7,0.0,2.3,0.0,3958.66
4 - 13,4,13,3,7,0.0,1.9,0.0,3958.66
4 - 13,4,13,4,7,45.22231,1.8,0.0,3958.66
4 - 13,4,13,5,7,161.78554,1.5,0.0,3958.66
4 - 13,4,13,6,7,236.75804,0.9,0.0,3958.66
4 - 13,4,13,7,7,291.31067,0.8,6.0,3958.66
4 - 13,4,13,8,7,328.9037,1.2,91.0,3958.66
4 - 13,4,13,9,7,351.59006,3.7,245.0,3958.66
4 - 13,4,13,10,7,359.5018,6.7,414.0,3958.66
4 - 13,4,13,11,7,353.33896,9.3,569.0,3958.66
4 - 13,4,13,12,7,332.95584,12.1,686.0,3958.66
4 - 13,4,13,13,7,298.09796,13.4,758.0,3958.66
4 - 13,4,13,14,7,249.6037,14.3,774.0,3958.66
4 - 13,4,13,15,7,186.06778,15.6,734.0,3958.66
4 - 13,4,13,16,7,104.89066,15.9,645.0,3958.66
4 - 13,4,13,17,7,0.0,16.0,513.0,3958.66
4 - 13,4,13,18,7,0.0,16.8,352.0,3958.66
4 - 13,4,13,19,7,0.0,15.2,181.0,3958.66
4 - 13,4,13,20,7,0.0,13.1,39.0,3958.66
4 - 13,4,13,21,7,0.0,11.7,0.0,3958.66
4 - 13,4,13,22,7,0.0,10.2,0.0,3958.66
4 - 13,4,13,23,7,0.0,9.1,0.0,3958.66
4 - 14,4,14,0,1,0.0,8.3,0.0,4630.32
4 - 14,4,14,1,1,0.0,7.4,0.0,4630.32
4 - 14,4,14,2,1,0.0,6.7,0.0,4630.32
4 - 14,4,14,3,1,0.0,6.1,0.0,4630.32
4 - 14,4,14,4,1,20.83823,5.4,0.0,4630.32
4 - 14,4,14,5,1,133.04413,5.0,0.0,4630.32
4 - 14,4,14,6,1,234.93365,4.5,0.0,4630.32
4 - 14,4,14,7,1,294.06152,4.5,4.0,4630.32
4 - 14,4,14,8,1,341.98605,4.9,57.0,4630.32
4 - 14,4,14,9,1,362.74005,5.9,102.0,4630.32
4 - 14,4,14,10,1,331.73297,7.2,175.0,4630.32
4 - 14,4,14,11,1,294.28598,9.1,305.0,4630.32
4 - 14,4,14,12,1,303.92596,11.8,484.0,4630.32
4 - 14,4,14,13,1,315.6617,13.5,481.0,4630.32
4 - 14,4,14,14,1,212.51865,14.6,408.0,4630.32
4 - 14,4,14,15,1,135.11139,16.0,338.0,4630.32
4 - 14,4,14,16,1,39.206463,16.8,380.0,4630.32
4 - 14,4,14,17,1,0.6927707,17.0,320.0,4630.32
4 - 14,4,14,18,1,0.0,16.9,213.0,4630.32
4 - 14,4,14,19,1,0.0,15.8,140.0,4630.32
4 - 14,4,14,20,1,0.0,13.9,35.0,4630.32
4 - 14,4,14,21,1,0.0,12.7,0.0,4630.32
4 - 14,4,14,22,1,0.0,11.4,0.0,4630.32
4 - 14,4,14,23,1,0.0,10.5,0.0,4630.32
4 - 15,4,15,0,2,0.0,9.9,0.0,5101.82
4 - 15,4,15,1,2,0.0,9.5,0.0,5101.82
4 - 15,4,15,2,2,0.0,8.9,0.0,5101.82
4 - 15,4,15,3,2,0.0,8.6,0.0,5101.82
4 - 15,4,15,4,2,15.560989,8.0,0.0,5101.82
4 - 15,4,15,5,2,107.00126,7.2,0.0,5101.82
4 - 15,4,15,6,2,240.714,6.4,0.0,5101.82
4 - 15,4,15,7,2,288.4026,5.9,5.0,5101.82
4 - 15,4,15,8,2,275.21112,6.0,53.0,5101.82
4 - 15,4,15,9,2,201.14963,6.8,103.0,5101.82
4 - 15,4,15,10,2,131.98404,7.2,126.0,5101.82
4 - 15,4,15,11,2,123.27153,7.9,192.0,5101.82
4 - 15,4,15,12,2,120.1173,9.0,176.0,5101.82
4 - 15,4,15,13,2,130.69131,9.4,209.0,5101.82
4 - 15,4,15,14,2,105.514915,9.5,177.0,5101.82
4 - 15,4,15,15,2,53.039726,10.5,152.0,5101.82
4 - 15,4,15,16,2,19.436794,10.9,135.0,5101.82
4 - 15,4,15,17,2,0.93582904,11.1,138.0,5101.82
4 - 15,4,15,18,2,0.0,11.0,72.0,5101.82
4 - 15,4,15,19,2,0.0,10.6,41.0,5101.82
4 - 15,4,15,20,2,0.0,10.0,11.0,5101.82
4 - 15,4,15,21,2,0.0,10.0,0.0,5101.82
4 - 15,4,15,22,2,0.0,9.8,0.0,5101.82
4 - 15,4,15,23,2,0.0,9.5,0.0,5101.82
4 - 16,4,16,0,3,0.0,9.6,0.0,5515.12
4 - 16,4,16,1,3,0.0,9.2,0.0,5515.12
4 - 16,4,16,2,3,0.0,8.7,0.0,5515.12
4 - 16,4,16,3,3,0.0,8.6,0.0,5515.12
4 - 16,4,16,4,3,39.975163,8.3,0.0,5515.12
4 - 16,4,16,5,3,142.72978,8.0,0.0,5515.12
4 - 16,4,16,6,3,172.55315,7.8,0.0,5515.12
4 - 16,4,16,7,3,217.0136,7.9,3.0,5515.12
4 - 16,4,16,8,3,318.332,8.1,37.0,5515.12
4 - 16,4,16,9,3,361.28488,8.4,90.0,5515.12
4 - 16,4,16,10,3,367.24112,9.3,186.0,5515.12
4 - 16,4,16,11,3,358.7476,10.2,183.0,5515.12
4 - 16,4,16,12,3,331.60693,13.5,431.0,5515.12
4 - 16,4,16,13,3,283.6584,16.1,646.0,5515.12
4 - 16,4,16,14,3,236.5393,18.2,700.0,5515.12
4 - 16,4,16,15,3,181.62065,20.3,653.0,5515.12
4 - 16,4,16,16,3,109.863434,20.9,628.0,5515.12
4 - 16,4,16,17,3,6.733776,21.1,502.0,5515.12
4 - 16,4,16,18,3,0.0,21.4,345.0,5515.12
4 - 16,4,16,19,3,0.0,20.0,181.0,5515.12
4 - 16,4,16,20,3,0.0,18.0,43.0,5515.12
4 - 16,4,16,21,3,0.0,16.6,0.0,5515.12
4 - 16,4,16,22,3,0.0,15.0,0.0,5515.12
4 - 16,4,16,23,3,0.0,14.3,0.0,5515.12
4 - 17,4,17,0,4,0.0,13.1,0.0,5294.34
4 - 17,4,17,1,4,0.0,11.9,0.0,5294.34
4 - 17,4,17,2,4,0.0,10.7,0.0,5294.34
4 - 17,4,17,3,4,0.0,9.8,0.0,5294.34
4 - 17,4,17,4,4,51.135548,9.1,0.0,5294.34
4 - 17,4,17,5,4,172.79643,8.5,0.0,5294.34
4 - 17,4,17,6,4,250.01201,7.4,0.0,5294.34
4 - 17,4,17,7,4,305.3423,7.2,9.0,5294.34
4 - 17,4,17,8,4,343.0911,8.0,97.0,5294.34
4 - 17,4,17,9,4,367.57153,9.3,246.0,5294.34
4 - 17,4,17,10,4,398.62857,11.3,407.0,5294.34
4 - 17,4,17,11,4,384.2263,13.6,545.0,5294.34
4 - 17,4,17,12,4,373.5104,16.2,596.0,5294.34
4 - 17,4,17,13,4,305.01782,18.3,657.0,5294.34
4 - 17,4,17,14,4,255.2592,20.0,691.0,5294.34
4 - 17,4,17,15,4,189.79956,21.1,590.0,5294.34
4 - 17,4,17,16,4,113.74475,21.8,558.0,5294.34
4 - 17,4,17,17,4,9.654529,22.2,480.0,5294.34
4 - 17,4,17,18,4,0.0,22.5,342.0,5294.34
4 - 17,4,17,19,4,0.0,21.2,180.0,5294.34
4 - 17,4,17,20,4,0.0,19.1,45.0,5294.34
4 - 17,4,17,21,4,0.0,17.6,0.0,5294.34
4 - 17,4,17,22,4,0.0,16.2,0.0,5294.34
4 - 17,4,17,23,4,0.0,15.2,0.0,5294.34
4 - 18,4,18,0,5,0.0,14.3,0.0,4231.57
4 - 18,4,18,1,5,0.0,13.3,0.0,4231.57
4 - 18,4,18,2,5,0.0,12.3,0.0,4231.57
4 - 18,4,18,3,5,0.0,11.6,0.0,4231.57
4 - 18,4,18,4,5,63.956608,10.8,0.0,4231.57
4 - 18,4,18,5,5,176.09857,10.2,0.0,4231.57
4 - 18,4,18,6,5,252.5106,9.5,0.0,4231.57
4 - 18,4,18,7,5,309.44025,9.1,10.0,4231.57
4 - 18,4,18,8,5,347.5145,9.7,87.0,4231.57
4 - 18,4,18,9,5,370.14462,10.7,214.0,4231.57
4 - 18,4,18,10,5,377.4927,12.3,361.0,4231.57
4 - 18,4,18,11,5,370.38416,14.3,524.0,4231.57
4 - 18,4,18,12,5,350.38898,16.7,648.0,4231.57
4 - 18,4,18,13,5,314.80838,18.8,738.0,4231.57
4 - 18,4,18,14,5,266.8117,20.5,758.0,4231.57
4 - 18,4,18,15,5,200.43027,21.9,724.0,4231.57
4 - 18,4,18,16,5,116.18636,22.4,635.0,4231.57
4 - 18,4,18,17,5,11.842378,21.5,479.0,4231.57
4 - 18,4,18,18,5,0.0,21.1,264.0,4231.57
4 - 18,4,18,19,5,0.0,20.0,154.0,4231.57
4 - 18,4,18,20,5,0.0,18.2,41.0,4231.57
4 - 18,4,18,21,5,0.0,17.5,0.0,4231.57
4 - 18,4,18,22,5,0.0,16.2,0.0,4231.57
4 - 18,4,18,23,5,0.0,14.8,0.0,4231.57
4 - 19,4,19,0,6,0.0,14.0,0.0,4441.86
4 - 19,4,19,1,6,0.0,13.2,0.0,4441.86
4 - 19,4,19,2,6,0.0,11.7,0.0,4441.86
4 - 19,4,19,3,6,0.0,10.9,0.0,4441.86
4 - 19,4,19,4,6,15.452946,10.6,0.0,4441.86
4 - 19,4,19,5,6,92.845406,10.4,0.0,4441.86
4 - 19,4,19,6,6,166.6891,9.9,0.0,4441.86
4 - 19,4,19,7,6,268.351,9.8,7.0,4441.86
4 - 19,4,19,8,6,323.62885,10.4,64.0,4441.86
4 - 19,4,19,9,6,347.50256,11.0,160.0,4441.86
4 - 19,4,19,10,6,388.48978,12.1,295.0,4441.86
4 - 19,4,19,11,6,356.92334,13.3,397.0,4441.86
4 - 19,4,19,12,6,353.31635,15.3,507.0,4441.86
4 - 19,4,19,13,6,321.16397,16.1,548.0,4441.86
4 - 19,4,19,14,6,278.99545,16.3,452.0,4441.86
4 - 19,4,19,15,6,200.77065,15.8,373.0,4441.86
4 - 19,4,19,16,6,96.24631,16.1,339.0,4441.86
4 - 19,4,19,17,6,9.454221,16.2,278.0,4441.86
4 - 19,4,19,18,6,0.0,16.6,191.0,4441.86
4 - 19,4,19,19,6,0.0,15.9,123.0,4441.86
4 - 19,4,19,20,6,0.0,14.7,33.0,4441.86
4 - 19,4,19,21,6,0.0,13.0,0.0,4441.86
4 - 19,4,19,22,6,0.0,12.3,0.0,4441.86
4 - 19,4,19,23,6,0.0,11.8,0.0,4441.86
4 - 20,4,20,0,7,0.0,11.0,0.0,3017.96
4 - 20,4,20,1,7,0.0,10.6,0.0,3017.96
4 - 20,4,20,2,7,0.0,10.4,0.0,3017.96
4 - 20,4,20,3,7,0.0,10.3,0.0,3017.96
4 - 20,4,20,4,7,66.205154,10.2,0.0,3017.96
4 - 20,4,20,5,7,171.3199,10.1,0.0,3017.96
4 - 20,4,20,6,7,256.6065,9.4,0.0,3017.96
4 - 20,4,20,7,7,322.21695,8.5,11.0,3017.96
4 - 20,4,20,8,7,362.17404,9.3,86.0,3017.96
4 - 20,4,20,9,7,385.6504,11.7,194.0,3017.96
4 - 20,4,20,10,7,393.56256,13.6,296.0,3017.96
4 - 20,4,20,11,7,385.28357,15.5,445.0,3017.96
4 - 20,4,20,12,7,359.9544,18.1,593.0,3017.96
4 - 20,4,20,13,7,321.63907,19.6,711.0,3017.96
4 - 20,4,20,14,7,273.4106,20.8,764.0,3017.96
4 - 20,4,20,15,7,204.4178,21.8,747.0,3017.96
4 - 20,4,20,16,7,115.55542,21.9,661.0,3017.96
4 - 20,4,20,17,7,17.432384,21.8,531.0,3017.96
4 - 20,4,20,18,7,0.0,22.0,371.0,3017.96
4 - 20,4,20,19,7,0.0,21.0,202.0,3017.96
4 - 20,4,20,20,7,0.0,18.5,56.0,3017.96
4 - 20,4,20,21,7,0.0,16.9,0.0,3017.96
4 - 20,4,20,22,7,0.0,15.7,0.0,3017.96
4 - 20,4,20,23,7,0.0,15.3,0.0,3017.96
4 - 21,4,21,0,1,0.0,14.0,0.0,3962.63
4 - 21,4,21,1,1,0.0,13.1,0.0,3962.63
4 - 21,4,21,2,1,0.0,11.9,0.0,3962.63
4 - 21,4,21,3,1,0.0,10.3,0.0,3962.63
4 - 21,4,21,4,1,81.88535,8.9,0.0,3962.63
4 - 21,4,21,5,1,195.51701,8.3,0.0,3962.63
4 - 21,4,21,6,1,273.7802,7.5,0.0,3962.63
4 - 21,4,21,7,1,327.81552,7.9,14.0,3962.63
4 - 21,4,21,8,1,367.60693,10.1,102.0,3962.63
4 - 21,4,21,9,1,388.50018,13.2,215.0,3962.63
4 - 21,4,21,10,1,394.54117,15.9,338.0,3962.63
4 - 21,4,21,11,1,381.8017,18.2,510.0,3962.63
4 - 21,4,21,12,1,359.23697,20.4,649.0,3962.63
4 - 21,4,21,13,1,319.79407,21.8,714.0,3962.63
4 - 21,4,21,14,1,277.71204,22.9,754.0,3962.63
4 - 21,4,21,15,1,207.5569,24.0,743.0,3962.63
4 - 21,4,21,16,1,120.49289,24.1,627.0,3962.63
4 - 21,4,21,17,1,21.329365,24.0,510.0,3962.63
4 - 21,4,21,18,1,0.0,24.1,375.0,3962.63
4 - 21,4,21,19,1,0.0,22.9,206.0,3962.63
4 - 21,4,21,20,1,0.0,20.2,58.0,3962.63
4 - 21,4,21,21,1,0.0,18.2,0.0,3962.63
4 - 21,4,21,22,1,0.0,16.9,0.0,3962.63
4 - 21,4,21,23,1,0.0,16.2,0.0,3962.63
4 - 22,4,22,0,2,0.0,15.2,0.0,3929.89
4 - 22,4,22,1,2,0.0,14.5,0.0,3929.89
4 - 22,4,22,2,2,0.0,14.0,0.0,3929.89
4 - 22,4,22,3,2,0.0,12.7,0.0,3929.89
4 - 22,4,22,4,2,88.44112,12.2,0.0,3929.89
4 - 22,4,22,5,2,203.77298,11.8,0.0,3929.89
4 - 22,4,22,6,2,281.19754,10.2,0.0,3929.89
