Date,Month,Day,Hour,Day_of_week,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
11 - 8,11,8,2,6,0.0,4.7,0.0,6303.99
11 - 8,11,8,3,6,0.0,4.7,0.0,6303.99
11 - 8,11,8,4,6,0.0,4.7,0.0,6303.99
11 - 8,11,8,5,6,0.0,4.7,0.0,6303.99
11 - 8,11,8,6,6,15.885723,4.7,0.0,6303.99
11 - 8,11,8,7,6,41.92956,4.9,0.0,6303.99
11 - 8,11,8,8,6,71.32141,5.0,0.0,6303.99
11 - 8,11,8,9,6,92.95025,5.2,8.0,6303.99
11 - 8,11,8,10,6,119.878815,5.8,38.0,6303.99
11 - 8,11,8,11,6,109.43413,6.2,46.0,6303.99
11 - 8,11,8,12,6,101.644714,6.2,74.0,6303.99
11 - 8,11,8,13,6,62.871304,6.9,83.0,6303.99
11 - 8,11,8,14,6,25.757107,7.1,94.0,6303.99
11 - 8,11,8,15,6,0.0,7.7,75.0,6303.99
11 - 8,11,8,16,6,0.0,7.8,79.0,6303.99
11 - 8,11,8,17,6,0.0,7.7,29.0,6303.99
11 - 8,11,8,18,6,0.0,7.5,5.0,6303.99
11 - 8,11,8,19,6,0.0,7.4,0.0,6303.99
11 - 8,11,8,20,6,0.0,7.5,0.0,6303.99
11 - 8,11,8,21,6,0.0,7.6,0.0,6303.99
11 - 8,11,8,22,6,0.0,7.8,0.0,6303.99
11 - 8,11,8,23,6,0.0,7.9,0.0,6303.99
11 - 9,11,9,0,7,0.0,8.2,0.0,8054.78
11 - 9,11,9,1,7,0.0,8.3,0.0,8054.78
11 - 9,11,9,2,7,0.0,8.4,0.0,8054.78
11 - 9,11,9,3,7,0.0,8.5,0.0,8054.78
11 - 9,11,9,4,7,0.0,8.6,0.0,8054.78
11 - 9,11,9,5,7,0.0,8.7,0.0,8054.78
11 - 9,11,9,6,7,30.347612,8.8,0.0,8054.78
11 - 9,11,9,7,7,70.67313,8.9,0.0,8054.78
11 - 9,11,9,8,7,103.465416,8.9,0.0,8054.78
11 - 9,11,9,9,7,147.15654,8.9,6.0,8054.78
11 - 9,11,9,10,7,121.07265,9.1,41.0,8054.78
11 - 9,11,9,11,7,53.71159,9.1,64.0,8054.78
11 - 9,11,9,12,7,36.08572,9.0,97.0,8054.78
11 - 9,11,9,13,7,33.200172,9.7,102.0,8054.78
11 - 9,11,9,14,7,19.38578,10.1,89.0,8054.78
11 - 9,11,9,15,7,0.0,10.5,59.0,8054.78
11 - 9,11,9,16,7,0.0,10.6,47.0,8054.78
11 - 9,11,9,17,7,0.0,10.5,35.0,8054.78
11 - 9,11,9,18,7,0.0,10.2,6.0,8054.78
11 - 9,11,9,19,7,0.0,9.9,0.0,8054.78
11 - 9,11,9,20,7,0.0,9.5,0.0,8054.78
11 - 9,11,9,21,7,0.0,9.0,0.0,8054.78
11 - 9,11,9,22,7,0.0,8.8,0.0,8054.78
11 - 9,11,9,23,7,0.0,8.3,0.0,8054.78
11 - 10,11,10,0,1,0.0,8.1,0.0,7523.74
11 - 10,11,10,1,1,0.0,8.0,0.0,7523.74
11 - 10,11,10,2,1,0.0,8.0,0.0,7523.74
11 - 10,11,10,3,1,0.0,8.2,0.0,7523.74
11 - 10,11,10,4,1,0.0,8.2,0.0,7523.74
11 - 10,11,10,5,1,0.0,8.1,0.0,7523.74
11 - 10,11,10,6,1,31.674181,7.7,0.0,7523.74
11 - 10,11,10,7,1,88.05868,7.1,0.0,7523.74
11 - 10,11,10,8,1,112.68067,6.8,0.0,7523.74
11 - 10,11,10,9,1,137.67941,6.3,11.0,7523.74
11 - 10,11,10,10,1,166.71068,6.5,57.0,7523.74
11 - 10,11,10,11,1,122.82016,7.0,97.0,7523.74
11 - 10,11,10,12,1,83.358574,7.2,116.0,7523.74
11 - 10,11,10,13,1,34.577866,7.8,142.0,7523.74
11 - 10,11,10,14,1,9.77766,7.8,109.0,7523.74
11 - 10,11,10,15,1,0.0,8.1,109.0,7523.74
11 - 10,11,10,16,1,0.0,7.8,59.0,7523.74
11 - 10,11,10,17,1,0.0,7.9,34.0,7523.74
11 - 10,11,10,18,1,0.0,7.9,6.0,7523.74
11 - 10,11,10,19,1,0.0,7.7,0.0,7523.74
11 - 10,11,10,20,1,0.0,7.7,0.0,7523.74
11 - 10,11,10,21,1,0.0,7.7,0.0,7523.74
11 - 10,11,10,22,1,0.0,7.7,0.0,7523.74
11 - 10,11,10,23,1,0.0,7.6,0.0,7523.74
11 - 11,11,11,0,2,0.0,7.5,0.0,7990.88
11 - 11,11,11,1,2,0.0,7.3,0.0,7990.88
11 - 11,11,11,2,2,0.0,7.0,0.0,7990.88
11 - 11,11,11,3,2,0.0,6.9,0.0,7990.88
11 - 11,11,11,4,2,0.0,6.9,0.0,7990.88
11 - 11,11,11,5,2,0.0,7.2,0.0,7990.88
11 - 11,11,11,6,2,17.966698,7.0,0.0,7990.88
11 - 11,11,11,7,2,46.702282,6.3,0.0,7990.88
11 - 11,11,11,8,2,71.782135,5.6,0.0,7990.88
11 - 11,11,11,9,2,114.18038,5.1,6.0,7990.88
11 - 11,11,11,10,2,145.66019,5.4,41.0,7990.88
11 - 11,11,11,11,2,136.20195,6.6,92.0,7990.88
11 - 11,11,11,12,2,94.35155,7.6,194.0,7990.88
11 - 11,11,11,13,2,58.774006,8.5,276.0,7990.88
11 - 11,11,11,14,2,26.307142,9.1,283.0,7990.88
11 - 11,11,11,15,2,0.0,9.6,248.0,7990.88
11 - 11,11,11,16,2,0.0,9.4,184.0,7990.88
11 - 11,11,11,17,2,0.0,8.9,92.0,7990.88
11 - 11,11,11,18,2,0.0,8.1,12.0,7990.88
11 - 11,11,11,19,2,0.0,7.3,0.0,7990.88
11 - 11,11,11,20,2,0.0,7.0,0.0,7990.88
11 - 11,11,11,21,2,0.0,6.6,0.0,7990.88
11 - 11,11,11,22,2,0.0,6.6,0.0,7990.88
11 - 11,11,11,23,2,0.0,6.4,0.0,7990.88
11 - 12,11,12,0,3,0.0,5.8,0.0,7602.54
11 - 12,11,12,1,3,0.0,5.5,0.0,7602.54
11 - 12,11,12,2,3,0.0,5.5,0.0,7602.54
11 - 12,11,12,3,3,0.0,5.2,0.0,7602.54
11 - 12,11,12,4,3,0.0,5.5,0.0,7602.54
11 - 12,11,12,5,3,0.0,5.5,0.0,7602.54
11 - 12,11,12,6,3,15.653192,5.2,0.0,7602.54
11 - 12,11,12,7,3,32.676476,5.2,0.0,7602.54
11 - 12,11,12,8,3,44.7353,5.4,0.0,7602.54
11 - 12,11,12,9,3,59.127323,5.4,5.0,7602.54
11 - 12,11,12,10,3,65.383545,6.2,36.0,7602.54
11 - 12,11,12,11,3,79.65021,7.2,90.0,7602.54
11 - 12,11,12,12,3,64.804565,7.6,119.0,7602.54
11 - 12,11,12,13,3,56.281708,7.7,125.0,7602.54
11 - 12,11,12,14,3,19.12011,7.7,108.0,7602.54
11 - 12,11,12,15,3,0.0,7.6,83.0,7602.54
11 - 12,11,12,16,3,0.0,7.6,73.0,7602.54
11 - 12,11,12,17,3,0.0,7.4,43.0,7602.54
11 - 12,11,12,18,3,0.0,7.0,6.0,7602.54
11 - 12,11,12,19,3,0.0,6.8,0.0,7602.54
11 - 12,11,12,20,3,0.0,6.5,0.0,7602.54
11 - 12,11,12,21,3,0.0,6.4,0.0,7602.54
11 - 12,11,12,22,3,0.0,5.7,0.0,7602.54
11 - 12,11,12,23,3,0.0,5.2,0.0,7602.54
11 - 13,11,13,0,4,0.0,5.1,0.0,7323.34
11 - 13,11,13,1,4,0.0,4.9,0.0,7323.34
11 - 13,11,13,2,4,0.0,4.7,0.0,7323.34
11 - 13,11,13,3,4,0.0,4.5,0.0,7323.34
11 - 13,11,13,4,4,0.0,4.0,0.0,7323.34
11 - 13,11,13,5,4,0.0,3.5,0.0,7323.34
11 - 13,11,13,6,4,26.425083,3.2,0.0,7323.34
11 - 13,11,13,7,4,87.32688,2.6,0.0,7323.34
11 - 13,11,13,8,4,118.48361,2.2,0.0,7323.34
11 - 13,11,13,9,4,115.8672,1.9,11.0,7323.34
11 - 13,11,13,10,4,74.50915,3.1,77.0,7323.34
11 - 13,11,13,11,4,68.71314,5.4,188.0,7323.34
11 - 13,11,13,12,4,62.57435,7.4,294.0,7323.34
11 - 13,11,13,13,4,46.432564,8.6,347.0,7323.34
11 - 13,11,13,14,4,21.419622,9.5,344.0,7323.34
11 - 13,11,13,15,4,0.0,10.9,273.0,7323.34
11 - 13,11,13,16,4,0.0,10.8,203.0,7323.34
11 - 13,11,13,17,4,0.0,10.2,100.0,7323.34
11 - 13,11,13,18,4,0.0,8.2,13.0,7323.34
11 - 13,11,13,19,4,0.0,6.8,0.0,7323.34
11 - 13,11,13,20,4,0.0,5.8,0.0,7323.34
11 - 13,11,13,21,4,0.0,4.6,0.0,7323.34
11 - 13,11,13,22,4,0.0,4.0,0.0,7323.34
11 - 13,11,13,23,4,0.0,3.6,0.0,7323.34
11 - 14,11,14,0,5,0.0,2.8,0.0,6538.99
11 - 14,11,14,1,5,0.0,2.4,0.0,6538.99
11 - 14,11,14,2,5,0.0,2.0,0.0,6538.99
11 - 14,11,14,3,5,0.0,0.9,0.0,6538.99
11 - 14,11,14,4,5,0.0,0.6,0.0,6538.99
11 - 14,11,14,5,5,0.0,0.5,0.0,6538.99
11 - 14,11,14,6,5,24.292656,0.2,0.0,6538.99
11 - 14,11,14,7,5,64.8584,0.0,0.0,6538.99
11 - 14,11,14,8,5,85.923935,-0.2,0.0,6538.99
11 - 14,11,14,9,5,100.14825,-1.0,10.0,6538.99
11 - 14,11,14,10,5,81.69092,-0.2,70.0,6538.99
11 - 14,11,14,11,5,72.87414,1.5,161.0,6538.99
11 - 14,11,14,12,5,70.46052,4.2,264.0,6538.99
11 - 14,11,14,13,5,44.73923,6.2,324.0,6538.99
11 - 14,11,14,14,5,22.46224,7.5,326.0,6538.99
11 - 14,11,14,15,5,0.0,8.7,276.0,6538.99
11 - 14,11,14,16,5,0.0,8.7,185.0,6538.99
11 - 14,11,14,17,5,0.0,7.8,85.0,6538.99
11 - 14,11,14,18,5,0.0,6.4,10.0,6538.99
11 - 14,11,14,19,5,0.0,5.7,0.0,6538.99
11 - 14,11,14,20,5,0.0,5.1,0.0,6538.99
11 - 14,11,14,21,5,0.0,4.7,0.0,6538.99
11 - 14,11,14,22,5,0.0,4.8,0.0,6538.99
11 - 14,11,14,23,5,0.0,5.0,0.0,6538.99
11 - 15,11,15,0,6,0.0,4.7,0.0,5595.69
11 - 15,11,15,1,6,0.0,4.5,0.0,5595.69
11 - 15,11,15,2,6,0.0,4.3,0.0,5595.69
11 - 15,11,15,3,6,0.0,4.1,0.0,5595.69
11 - 15,11,15,4,6,0.0,3.8,0.0,5595.69
11 - 15,11,15,5,6,0.0,3.6,0.0,5595.69
11 - 15,11,15,6,6,25.479027,3.0,0.0,5595.69
11 - 15,11,15,7,6,65.25017,2.8,0.0,5595.69
11 - 15,11,15,8,6,96.446625,2.6,0.0,5595.69
11 - 15,11,15,9,6,99.14338,2.1,5.0,5595.69
11 - 15,11,15,10,6,78.78802,2.5,44.0,5595.69
11 - 15,11,15,11,6,72.77369,3.2,104.0,5595.69
11 - 15,11,15,12,6,61.44534,4.0,196.0,5595.69
11 - 15,11,15,13,6,50.930786,6.1,250.0,5595.69
11 - 15,11,15,14,6,25.872421,8.1,301.0,5595.69
11 - 15,11,15,15,6,0.0,9.0,259.0,5595.69
11 - 15,11,15,16,6,0.0,9.3,178.0,5595.69
11 - 15,11,15,17,6,0.0,8.5,80.0,5595.69
11 - 15,11,15,18,6,0.0,7.1,10.0,5595.69
11 - 15,11,15,19,6,0.0,6.7,0.0,5595.69
11 - 15,11,15,20,6,0.0,6.8,0.0,5595.69
11 - 15,11,15,21,6,0.0,6.7,0.0,5595.69
11 - 15,11,15,22,6,0.0,7.0,0.0,5595.69
11 - 15,11,15,23,6,0.0,7.1,0.0,5595.69
11 - 16,11,16,0,7,0.0,6.7,0.0,6813.51
11 - 16,11,16,1,7,0.0,6.7,0.0,6813.51
11 - 16,11,16,2,7,0.0,6.5,0.0,6813.51
11 - 16,11,16,3,7,0.0,6.5,0.0,6813.51
11 - 16,11,16,4,7,0.0,6.5,0.0,6813.51
11 - 16,11,16,5,7,0.0,6.4,0.0,6813.51
11 - 16,11,16,6,7,26.708515,6.0,0.0,6813.51
11 - 16,11,16,7,7,52.794594,5.9,0.0,6813.51
11 - 16,11,16,8,7,82.56191,5.7,0.0,6813.51
11 - 16,11,16,9,7,107.70619,5.9,4.0,6813.51
11 - 16,11,16,10,7,87.0806,6.1,28.0,6813.51
11 - 16,11,16,11,7,43.799892,6.6,54.0,6813.51
11 - 16,11,16,12,7,110.481674,6.6,64.0,6813.51
11 - 16,11,16,13,7,60.511757,6.9,58.0,6813.51
11 - 16,11,16,14,7,24.185806,7.3,68.0,6813.51
11 - 16,11,16,15,7,0.0,8.0,63.0,6813.51
11 - 16,11,16,16,7,0.0,8.0,46.0,6813.51
11 - 16,11,16,17,7,0.0,7.9,26.0,6813.51
11 - 16,11,16,18,7,0.0,7.7,3.0,6813.51
11 - 16,11,16,19,7,0.0,7.4,0.0,6813.51
11 - 16,11,16,20,7,0.0,7.2,0.0,6813.51
11 - 16,11,16,21,7,0.0,6.9,0.0,6813.51
11 - 16,11,16,22,7,0.0,6.8,0.0,6813.51
11 - 16,11,16,23,7,0.0,6.4,0.0,6813.51
11 - 17,11,17,0,1,0.0,6.2,0.0,7197.76
11 - 17,11,17,1,1,0.0,5.8,0.0,7197.76
11 - 17,11,17,2,1,0.0,5.2,0.0,7197.76
11 - 17,11,17,3,1,0.0,4.6,0.0,7197.76
11 - 17,11,17,4,1,0.0,4.6,0.0,7197.76
11 - 17,11,17,5,1,0.0,5.0,0.0,7197.76
11 - 17,11,17,6,1,12.094439,4.4,0.0,7197.76
11 - 17,11,17,7,1,57.47126,4.6,0.0,7197.76
11 - 17,11,17,8,1,75.3905,5.0,0.0,7197.76
11 - 17,11,17,9,1,96.00577,5.4,5.0,7197.76
11 - 17,11,17,10,1,58.95749,6.6,38.0,7197.76
11 - 17,11,17,11,1,42.89961,8.0,74.0,7197.76
11 - 17,11,17,12,1,46.038757,8.5,106.0,7197.76
11 - 17,11,17,13,1,59.168934,9.3,94.0,7197.76
11 - 17,11,17,14,1,18.089756,9.8,103.0,7197.76
11 - 17,11,17,15,1,0.0,10.4,85.0,7197.76
11 - 17,11,17,16,1,0.0,10.9,107.0,7197.76
11 - 17,11,17,17,1,0.0,10.5,61.0,7197.76
11 - 17,11,17,18,1,0.0,9.9,8.0,7197.76
11 - 17,11,17,19,1,0.0,9.5,0.0,7197.76
11 - 17,11,17,20,1,0.0,8.7,0.0,7197.76
11 - 17,11,17,21,1,0.0,7.9,0.0,7197.76
11 - 17,11,17,22,1,0.0,7.2,0.0,7197.76
11 - 17,11,17,23,1,0.0,7.4,0.0,7197.76
11 - 18,11,18,0,2,0.0,7.4,0.0,7889.06
11 - 18,11,18,1,2,0.0,7.9,0.0,7889.06
11 - 18,11,18,2,2,0.0,7.4,0.0,7889.06
11 - 18,11,18,3,2,0.0,8.4,0.0,7889.06
11 - 18,11,18,4,2,0.0,6.5,0.0,7889.06
11 - 18,11,18,5,2,0.0,4.4,0.0,7889.06
11 - 18,11,18,6,2,8.54106,3.4,0.0,7889.06
11 - 18,11,18,7,2,24.770697,3.1,0.0,7889.06
11 - 18,11,18,8,2,45.35114,3.2,0.0,7889.06
11 - 18,11,18,9,2,60.506535,3.2,1.0,7889.06
11 - 18,11,18,10,2,74.92742,3.2,24.0,7889.06
11 - 18,11,18,11,2,46.468468,2.7,37.0,7889.06
11 - 18,11,18,12,2,54.943707,2.4,79.0,7889.06
11 - 18,11,18,13,2,68.62931,2.6,103.0,7889.06
11 - 18,11,18,14,2,21.651005,3.1,103.0,7889.06
11 - 18,11,18,15,2,0.0,3.5,124.0,7889.06
11 - 18,11,18,16,2,0.0,3.8,93.0,7889.06
11 - 18,11,18,17,2,0.0,3.5,48.0,7889.06
11 - 18,11,18,18,2,0.0,3.2,6.0,7889.06
11 - 18,11,18,19,2,0.0,2.5,0.0,7889.06
11 - 18,11,18,20,2,0.0,1.5,0.0,7889.06
11 - 18,11,18,21,2,0.0,0.6,0.0,7889.06
11 - 18,11,18,22,2,0.0,-0.0,0.0,7889.06
11 - 18,11,18,23,2,0.0,-0.4,0.0,7889.06
11 - 19,11,19,0,3,0.0,-1.1,0.0,8071.33
11 - 19,11,19,1,3,0.0,-1.4,0.0,8071.33
11 - 19,11,19,2,3,0.0,-1.7,0.0,8071.33
11 - 19,11,19,3,3,0.0,-1.7,0.0,8071.33
11 - 19,11,19,4,3,0.0,-1.3,0.0,8071.33
11 - 19,11,19,5,3,0.0,-1.2,0.0,8071.33
11 - 19,11,19,6,3,18.321495,-1.3,0.0,8071.33
11 - 19,11,19,7,3,60.75388,-1.3,0.0,8071.33
11 - 19,11,19,8,3,88.79342,-1.3,0.0,8071.33
11 - 19,11,19,9,3,115.62404,-1.1,5.0,8071.33
11 - 19,11,19,10,3,120.889694,-0.6,65.0,8071.33
11 - 19,11,19,11,3,123.29082,0.4,136.0,8071.33
11 - 19,11,19,12,3,72.391495,1.4,166.0,8071.33
11 - 19,11,19,13,3,64.96081,2.1,169.0,8071.33
11 - 19,11,19,14,3,18.981333,2.5,140.0,8071.33
11 - 19,11,19,15,3,0.0,3.5,127.0,8071.33
11 - 19,11,19,16,3,0.0,3.5,118.0,8071.33
11 - 19,11,19,17,3,0.0,3.1,66.0,8071.33
11 - 19,11,19,18,3,0.0,2.1,7.0,8071.33
11 - 19,11,19,19,3,0.0,1.7,0.0,8071.33
11 - 19,11,19,20,3,0.0,1.6,0.0,8071.33
11 - 19,11,19,21,3,0.0,1.3,0.0,8071.33
11 - 19,11,19,22,3,0.0,1.3,0.0,8071.33
11 - 19,11,19,23,3,0.0,1.3,0.0,8071.33
11 - 20,11,20,0,4,0.0,1.6,0.0,8583.31
11 - 20,11,20,1,4,0.0,1.8,0.0,8583.31
11 - 20,11,20,2,4,0.0,1.9,0.0,8583.31
11 - 20,11,20,3,4,0.0,1.9,0.0,8583.31
11 - 20,11,20,4,4,0.0,2.0,0.0,8583.31
11 - 20,11,20,5,4,0.0,2.1,0.0,8583.31
11 - 20,11,20,6,4,9.664481,2.0,0.0,8583.31
11 - 20,11,20,7,4,35.089394,2.2,0.0,8583.31
11 - 20,11,20,8,4,38.93866,2.3,0.0,8583.31
11 - 20,11,20,9,4,119.91758,2.3,2.0,8583.31
11 - 20,11,20,10,4,131.13899,2.5,20.0,8583.31
11 - 20,11,20,11,4,106.84394,3.0,59.0,8583.31
11 - 20,11,20,12,4,80.223495,3.0,92.0,8583.31
11 - 20,11,20,13,4,51.53295,3.7,105.0,8583.31
11 - 20,11,20,14,4,22.144587,4.3,106.0,8583.31
11 - 20,11,20,15,4,0.0,4.9,115.0,8583.31
11 - 20,11,20,16,4,0.0,5.1,84.0,8583.31
11 - 20,11,20,17,4,0.0,5.1,38.0,8583.31
11 - 20,11,20,18,4,0.0,5.1,4.0,8583.31
11 - 20,11,20,19,4,0.0,5.1,0.0,8583.31
11 - 20,11,20,20,4,0.0,5.0,0.0,8583.31
11 - 20,11,20,21,4,0.0,5.0,0.0,8583.31
11 - 20,11,20,22,4,0.0,5.0,0.0,8583.31
11 - 20,11,20,23,4,0.0,5.0,0.0,8583.31
11 - 21,11,21,0,5,0.0,5.0,0.0,8096.23
11 - 21,11,21,1,5,0.0,5.0,0.0,8096.23
11 - 21,11,21,2,5,0.0,5.0,0.0,8096.23
11 - 21,11,21,3,5,0.0,5.1,0.0,8096.23
11 - 21,11,21,4,5,0.0,5.1,0.0,8096.23
11 - 21,11,21,5,5,0.0,5.0,0.0,8096.23
11 - 21,11,21,6,5,5.164074,4.8,0.0,8096.23
11 - 21,11,21,7,5,28.36343,4.9,0.0,8096.23
11 - 21,11,21,8,5,50.169273,5.0,0.0,8096.23
11 - 21,11,21,9,5,72.85493,5.1,1.0,8096.23
11 - 21,11,21,10,5,115.83326,5.4,15.0,8096.23
11 - 21,11,21,11,5,111.93326,5.8,33.0,8096.23
11 - 21,11,21,12,5,96.96288,5.7,49.0,8096.23
11 - 21,11,21,13,5,49.66662,5.9,56.0,8096.23
11 - 21,11,21,14,5,11.591039,6.0,53.0,8096.23
11 - 21,11,21,15,5,0.0,5.7,46.0,8096.23
11 - 21,11,21,16,5,0.0,5.7,37.0,8096.23
11 - 21,11,21,17,5,0.0,5.4,13.0,8096.23
11 - 21,11,21,18,5,0.0,5.7,1.0,8096.23
11 - 21,11,21,19,5,0.0,5.7,0.0,8096.23
11 - 21,11,21,20,5,0.0,5.8,0.0,8096.23
11 - 21,11,21,21,5,0.0,4.6,0.0,8096.23
11 - 21,11,21,22,5,0.0,3.4,0.0,8096.23
11 - 21,11,21,23,5,0.0,3.0,0.0,8096.23
11 - 22,11,22,0,6,0.0,2.5,0.0,7545.38
11 - 22,11,22,1,6,0.0,2.3,0.0,7545.38
11 - 22,11,22,2,6,0.0,2.1,0.0,7545.38
11 - 22,11,22,3,6,0.0,2.0,0.0,7545.38
11 - 22,11,22,4,6,0.0,2.0,0.0,7545.38
11 - 22,11,22,5,6,0.0,2.0,0.0,7545.38
11 - 22,11,22,6,6,5.537194,1.9,0.0,7545.38
11 - 22,11,22,7,6,25.800562,1.9,0.0,7545.38
11 - 22,11,22,8,6,31.300299,1.9,0.0,7545.38
11 - 22,11,22,9,6,37.459576,1.9,0.0,7545.38
11 - 22,11,22,10,6,63.538662,1.7,6.0,7545.38
11 - 22,11,22,11,6,79.57616,1.0,18.0,7545.38
11 - 22,11,22,12,6,75.52139,1.3,35.0,7545.38
11 - 22,11,22,13,6,29.076178,1.6,58.0,7545.38
11 - 22,11,22,14,6,11.381088,1.7,70.0,7545.38
11 - 22,11,22,15,6,0.0,1.8,54.0,7545.38
11 - 22,11,22,16,6,0.0,1.7,40.0,7545.38
11 - 22,11,22,17,6,0.0,1.5,14.0,7545.38
11 - 22,11,22,18,6,0.0,1.3,1.0,7545.38
11 - 22,11,22,19,6,0.0,1.0,0.0,7545.38
11 - 22,11,22,20,6,0.0,0.9,0.0,7545.38
11 - 22,11,22,21,6,0.0,0.8,0.0,7545.38
11 - 22,11,22,22,6,0.0,0.7,0.0,7545.38
11 - 22,11,22,23,6,0.0,0.7,0.0,7545.38
11 - 23,11,23,0,7,0.0,0.5,0.0,6258.75
11 - 23,11,23,1,7,0.0,0.6,0.0,6258.75
11 - 23,11,23,2,7,0.0,0.6,0.0,6258.75
11 - 23,11,23,3,7,0.0,0.5,0.0,6258.75
11 - 23,11,23,4,7,0.0,0.2,0.0,6258.75
11 - 23,11,23,5,7,0.0,0.1,0.0,6258.75
11 - 23,11,23,6,7,5.959481,-0.1,0.0,6258.75
11 - 23,11,23,7,7,50.749172,-0.0,0.0,6258.75
11 - 23,11,23,8,7,57.165688,0.1,0.0,6258.75
11 - 23,11,23,9,7,75.04047,0.2,1.0,6258.75
11 - 23,11,23,10,7,113.08628,0.5,16.0,6258.75
11 - 23,11,23,11,7,110.05098,0.8,35.0,6258.75
11 - 23,11,23,12,7,84.65798,1.1,38.0,6258.75
11 - 23,11,23,13,7,48.58614,1.6,73.0,6258.75
11 - 23,11,23,14,7,11.999071,1.9,72.0,6258.75
11 - 23,11,23,15,7,0.0,2.0,61.0,6258.75
11 - 23,11,23,16,7,0.0,2.0,31.0,6258.75
11 - 23,11,23,17,7,0.0,1.9,15.0,6258.75
11 - 23,11,23,18,7,0.0,1.9,1.0,6258.75
11 - 23,11,23,19,7,0.0,1.7,0.0,6258.75
11 - 23,11,23,20,7,0.0,1.5,0.0,6258.75
11 - 23,11,23,21,7,0.0,1.5,0.0,6258.75
11 - 23,11,23,22,7,0.0,1.3,0.0,6258.75
11 - 23,11,23,23,7,0.0,1.1,0.0,6258.75
11 - 24,11,24,0,1,0.0,1.0,0.0,6682.87
11 - 24,11,24,1,1,0.0,0.7,0.0,6682.87
11 - 24,11,24,2,1,0.0,0.5,0.0,6682.87
11 - 24,11,24,3,1,0.0,0.2,0.0,6682.87
11 - 24,11,24,4,1,0.0,0.0,0.0,6682.87
11 - 24,11,24,5,1,0.0,-0.3,0.0,6682.87
11 - 24,11,24,6,1,13.0197315,-0.6,0.0,6682.87
11 - 24,11,24,7,1,53.3127,-1.0,0.0,6682.87
11 - 24,11,24,8,1,74.34614,-1.3,0.0,6682.87
11 - 24,11,24,9,1,79.97635,-1.1,3.0,6682.87
11 - 24,11,24,10,1,76.78245,-0.2,55.0,6682.87
11 - 24,11,24,11,1,70.56296,1.5,163.0,6682.87
11 - 24,11,24,12,1,57.45082,2.8,260.0,6682.87
11 - 24,11,24,13,1,42.546818,3.9,303.0,6682.87
11 - 24,11,24,14,1,14.299102,4.9,305.0,6682.87
11 - 24,11,24,15,1,0.0,6.3,256.0,6682.87
11 - 24,11,24,16,1,0.0,6.3,180.0,6682.87
11 - 24,11,24,17,1,0.0,5.3,78.0,6682.87
11 - 24,11,24,18,1,0.0,3.3,5.0,6682.87
11 - 24,11,24,19,1,0.0,2.2,0.0,6682.87
11 - 24,11,24,20,1,0.0,1.4,0.0,6682.87
11 - 24,11,24,21,1,0.0,1.0,0.0,6682.87
11 - 24,11,24,22,1,0.0,0.6,0.0,6682.87
11 - 24,11,24,23,1,0.0,0.5,0.0,6682.87
11 - 25,11,25,0,2,0.0,0.3,0.0,6301.67
11 - 25,11,25,1,2,0.0,0.4,0.0,6301.67
11 - 25,11,25,2,2,0.0,0.6,0.0,6301.67
11 - 25,11,25,3,2,0.0,0.3,0.0,6301.67
11 - 25,11,25,4,2,0.0,0.6,0.0,6301.67
11 - 25,11,25,5,2,0.0,1.1,0.0,6301.67
11 - 25,11,25,6,2,7.018823,1.5,0.0,6301.67
11 - 25,11,25,7,2,57.970154,1.6,0.0,6301.67
11 - 25,11,25,8,2,95.29846,1.6,0.0,6301.67
11 - 25,11,25,9,2,92.09675,1.3,1.0,6301.67
11 - 25,11,25,10,2,130.15007,1.4,28.0,6301.67
11 - 25,11,25,11,2,124.023186,1.7,69.0,6301.67
11 - 25,11,25,12,2,117.34326,1.8,108.0,6301.67
11 - 25,11,25,13,2,67.544334,2.6,138.0,6301.67
11 - 25,11,25,14,2,16.306381,3.1,140.0,6301.67
11 - 25,11,25,15,2,0.0,3.8,135.0,6301.67
11 - 25,11,25,16,2,0.0,3.7,110.0,6301.67
11 - 25,11,25,17,2,0.0,3.3,50.0,6301.67
11 - 25,11,25,18,2,0.0,2.9,3.0,6301.67
11 - 25,11,25,19,2,0.0,2.7,0.0,6301.67
11 - 25,11,25,20,2,0.0,2.3,0.0,6301.67
11 - 25,11,25,21,2,0.0,1.8,0.0,6301.67
11 - 25,11,25,22,2,0.0,1.6,0.0,6301.67
11 - 25,11,25,23,2,0.0,1.4,0.0,6301.67
11 - 26,11,26,0,3,0.0,0.9,0.0,6648.71
11 - 26,11,26,1,3,0.0,0.9,0.0,6648.71
11 - 26,11,26,2,3,0.0,1.1,0.0,6648.71
11 - 26,11,26,3,3,0.0,1.2,0.0,6648.71
11 - 26,11,26,4,3,0.0,1.6,0.0,6648.71
11 - 26,11,26,5,3,0.0,2.0,0.0,6648.71
11 - 26,11,26,6,3,15.393265,2.1,0.0,6648.71
11 - 26,11,26,7,3,51.920357,2.0,0.0,6648.71
11 - 26,11,26,8,3,74.684296,1.9,0.0,6648.71
11 - 26,11,26,9,3,76.053375,1.8,2.0,6648.71
11 - 26,11,26,10,3,76.59793,2.2,45.0,6648.71
11 - 26,11,26,11,3,71.148285,3.1,105.0,6648.71
11 - 26,11,26,12,3,81.011444,3.8,156.0,6648.71
