Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-01-11,22:00,"8 732,20","5 900,00","8 938,00","5 900,00","163,2","163,2","2 310,1","263,6"
2025-01-11,23:00,"6 747,77","5 801,00","6 790,00","6 788,00","197,2","197,2","573,7","337,5"
2025-01-11,24:00,"6 825,75","6 650,00","6 860,00","6 859,00","101,8","101,8","676,1","141,9"
2025-01-12,01:00,"5 369,44","5 302,00","5 396,23","5 396,00","83,5","83,5","599,8","108,5"
2025-01-12,02:00,"5 148,93","5 080,00","5 176,22","5 175,00","76,5","76,5","833,8","112,4"
2025-01-12,03:00,"4 298,08","4 225,10","4 314,22","4 314,00","82,9","82,9","889,1","104,5"
2025-01-12,04:00,"3 849,63","3 700,00","3 868,22","3 868,00","85,3","85,3","1 049,6","102,9"
2025-01-12,05:00,"3 853,47","3 800,00","3 868,22","3 868,00","65,3","65,3","1 084,9","84,0"
2025-01-12,06:00,"4 275,40","4 210,00","4 304,22","4 303,00","69,3","69,3","992,5","89,0"
2025-01-12,07:00,"4 260,80","4 057,00","4 304,22","4 300,00","80,0","80,0","1 005,4","97,4"
2025-01-12,08:00,"4 664,56","4 630,00","4 676,23","4 669,90","96,1","96,1","750,7","120,9"
2025-01-12,09:00,"4 665,94","4 585,10","4 680,00","4 676,00","128,4","128,4","403,9","153,9"
2025-01-12,10:00,"4 793,37","4 750,00","4 800,01","4 799,99","255,8","255,8","693,7","313,4"
2025-01-12,11:00,"3 186,86","3 140,00","3 190,01","3 190,00","296,4","296,4","542,4","411,5"
2025-01-12,12:00,"2 888,66","2 833,00","4 890,00","2 890,00","358,8","358,8","810,7","471,9"
2025-01-12,13:00,"2 887,65","2 832,20","4 650,00","2 890,00","351,3","351,3","783,6","457,6"
2025-01-12,14:00,"3 493,89","3 440,12","3 500,01","3 500,00","371,0","371,0","722,5","471,1"
2025-01-12,15:00,"4 410,51","4 263,00","5 600,00","4 349,98","324,9","324,9","448,8","379,9"
2025-01-12,16:00,"5 078,47","4 998,00","5 096,23","5 096,22","146,7","146,7","485,8","225,2"
2025-01-12,17:00,"5 566,10","5 521,00","5 569,50","5 567,00","247,6","247,6","486,0","330,8"
2025-01-12,18:00,"8 586,20","8 502,10","8 596,23","8 596,09","162,0","162,0","703,4","245,4"
2025-01-12,19:00,"8 569,24","8 400,00","8 596,23","8 589,97","127,4","127,4","662,0","160,5"
2025-01-12,20:00,"7 849,75","7 700,00","7 896,23","7 896,00","108,2","108,2","613,9","145,4"
2025-01-12,21:00,"7 844,56","7 650,00","7 896,23","7 700,00","107,8","107,8","704,6","149,0"
2025-01-12,22:00,"7 983,38","7 901,00","7 998,98","7 990,00","140,7","140,7","673,9","232,1"
2025-01-12,23:00,"5 692,74","5 600,00","5 700,00","5 699,99","253,7","253,7","489,8","364,2"
2025-01-12,24:00,"6 562,44","4 600,00","6 596,23","6 449,00","134,1","134,1","567,0","170,3"
2025-01-13,01:00,"3 854,66","3 800,00","3 866,27","3 820,00","75,1","75,1","266,3","91,6"
2025-01-13,02:00,"3 275,57","3 200,00","3 298,27","3 220,00","102,8","102,8","399,5","119,3"
2025-01-13,03:00,"2 984,73","1 800,00","2 998,27","1 800,00","96,7","96,7","455,2","119,0"
2025-01-13,04:00,"2 665,71","2 600,00","2 676,27","2 675,00","95,9","95,9","507,6","118,7"
2025-01-13,05:00,"2 685,31","2 600,00","2 697,27","2 697,27","96,8","96,8","589,0","119,4"
2025-01-13,06:00,"2 973,32","2 750,00","2 998,27","2 998,27","101,7","101,7","404,1","121,2"
2025-01-13,07:00,"3 815,53","3 790,71","3 828,95","3 828,95","170,7","170,7","389,2","225,3"
2025-01-13,08:00,"6 506,49","6 464,00","6 511,00","6 507,00","270,3","270,3","414,1","304,0"
2025-01-13,09:00,"6 809,00","6 790,00","6 900,00","6 800,00","274,0","274,0","301,4","482,3"
2025-01-13,10:00,"6 870,46","6 835,00","6 900,00","6 835,00","255,0","255,0","350,3","316,6"
2025-01-13,11:00,"6 598,27","6 560,00","6 600,00","6 599,99","267,7","267,7","346,5","338,4"
2025-01-13,12:00,"5 253,16","5 240,00","5 598,00","5 450,00","308,9","308,9","412,6","638,2"
2025-01-13,13:00,"4 349,12","4 310,00","5 600,00","5 600,00","425,6","425,6","540,9","586,6"
2025-01-13,14:00,"5 269,23","5 240,00","5 600,00","5 250,00","348,5","348,5","467,2","508,2"
2025-01-13,15:00,"5 568,91","5 554,00","5 600,00","5 563,61","354,5","354,5","463,4","739,5"
2025-01-13,16:00,"5 598,35","5 560,00","5 600,00","5 599,98","515,4","515,4","763,4","553,4"
2025-01-13,17:00,"5 589,50","5 500,00","5 600,00","5 599,90","508,5","508,5","794,9","587,1"
2025-01-13,18:00,"8 919,59","8 800,00","8 936,24","8 936,24","335,9","335,9","624,0","541,5"
2025-01-13,19:00,"8 778,04","8 318,00","8 818,00","8 818,00","276,0","276,0","739,0","396,6"
2025-01-13,20:00,"7 878,45","7 700,00","7 898,27","7 898,26","190,4","190,4","769,2","216,5"
2025-01-13,21:00,"7 883,00","7 753,00","7 899,99","7 899,00","216,2","216,2","1 069,3","242,5"
2025-01-13,22:00,"7 666,53","7 600,00","7 678,27","7 677,99","196,6","196,6","864,9","272,2"
2025-01-13,23:00,"6 389,11","6 340,00","6 394,27","6 394,26","197,3","197,3","841,7","266,8"
2025-01-13,24:00,"6 640,90","6 598,00","6 650,00","6 647,99","223,7","223,7","815,2","290,0"
2025-01-14,01:00,"4 724,66","4 645,00","4 745,00","4 645,00","110,2","110,2","387,8","135,7"
2025-01-14,02:00,"3 489,50","3 450,10","3 497,27","3 450,10","140,7","140,7","258,5","186,9"
2025-01-14,03:00,"3 491,98","3 400,00","3 497,27","3 400,00","121,3","121,3","414,8","158,1"
2025-01-14,04:00,"2 994,39","2 950,00","2 999,99","2 999,99","115,3","115,3","344,2","149,1"
2025-01-14,05:00,"3 293,11","3 250,00","3 297,27","3 297,27","113,4","113,4","419,9","146,4"
2025-01-14,06:00,"3 492,18","3 400,00","3 497,27","3 400,00","124,0","124,0","256,7","165,4"
2025-01-14,07:00,"4 300,57","4 256,00","4 308,00","4 261,01","176,6","176,6","486,4","253,3"
2025-01-14,08:00,"6 405,00","6 300,00","6 417,00","6 317,00","169,4","169,4","593,5","222,3"
2025-01-14,09:00,"6 887,70","6 800,00","6 900,00","6 900,00","211,9","211,9","412,2","254,7"
2025-01-14,10:00,"6 867,57","6 830,00","6 900,00","6 874,61","229,7","229,7","595,2","320,0"
2025-01-14,11:00,"6 287,42","6 205,50","6 300,00","6 297,22","223,7","223,7","541,0","280,4"
2025-01-14,12:00,"4 608,25","4 200,00","4 650,00","4 650,00","312,5","312,5","506,5","334,8"
2025-01-14,13:00,"3 908,64","3 684,10","3 934,00","3 930,00","318,3","318,3","520,6","355,5"
2025-01-14,14:00,"4 326,63","4 235,00","4 339,00","4 336,20","381,6","381,6","626,0","426,1"
2025-01-14,15:00,"5 243,89","5 171,25","5 250,00","5 250,00","433,2","433,2","612,8","479,9"
2025-01-14,16:00,"5 597,73","5 560,01","5 600,00","5 599,99","499,2","499,2","531,8","555,1"
2025-01-14,17:00,"5 593,14","5 450,00","5 600,00","5 599,99","408,8","408,8","605,5","437,8"
2025-01-14,18:00,"8 990,37","8 970,00","9 000,00","9 000,00","585,5","585,5","839,4","668,3"
2025-01-14,19:00,"8 983,45","8 000,10","9 000,00","9 000,00","595,7","595,7","789,6","624,7"
2025-01-14,20:00,"8 976,73","8 812,83","9 000,00","8 992,00","516,7","516,7","843,4","555,7"
2025-01-14,21:00,"8 714,22","8 000,00","9 000,00","8 699,98","412,4","412,4","724,6","533,9"
2025-01-14,22:00,"8 657,90","4 350,00","8 700,00","4 350,00","361,5","361,5","695,5","392,6"
2025-01-14,23:00,"6 778,62","6 700,00","6 789,99","6 787,27","237,8","237,8","883,2","307,6"
2025-01-14,24:00,"6 854,44","6 800,00","6 862,71","6 862,69","244,4","244,4","611,0","276,8"
2025-01-15,01:00,"4 735,27","4 700,00","4 744,99","4 744,97","108,8","108,8","444,5","152,1"
2025-01-15,02:00,"3 782,77","3 700,10","3 796,33","3 796,33","149,6","149,6","401,3","171,7"
2025-01-15,03:00,"3 482,69","3 402,10","3 499,99","3 499,99","160,2","160,2","407,6","186,0"
2025-01-15,04:00,"2 975,66","2 800,00","2 999,99","2 999,99","152,5","152,5","640,1","176,2"
2025-01-15,05:00,"2 984,15","2 910,00","2 999,99","2 910,00","135,6","135,6","623,3","158,0"
2025-01-15,06:00,"3 477,52","3 460,00","3 496,33","3 496,33","112,3","112,3","320,5","149,9"
2025-01-15,07:00,"4 282,94","4 208,10","4 304,33","4 208,10","115,2","115,2","465,2","141,7"
2025-01-15,08:00,"6 871,72","6 846,97","6 876,97","6 876,97","145,3","145,3","291,1","294,6"
2025-01-15,09:00,"6 899,77","6 880,00","6 900,00","6 900,00","901,1","901,1","901,1","962,8"
2025-01-15,10:00,"6 900,00","6 880,00","6 900,00","6 900,00","1 353,7","1 353,7","1 514,9","1 384,3"
2025-01-15,11:00,"6 891,48","6 000,00","6 900,00","6 894,89","623,6","623,6","953,2","716,3"
2025-01-15,12:00,"5 589,54","5 400,00","5 600,00","5 589,00","525,2","525,2","1 113,1","602,8"
2025-01-15,13:00,"5 566,07","5 000,00","5 600,00","5 401,00","303,8","303,8","830,3","328,6"
2025-01-15,14:00,"5 593,49","5 000,00","5 600,00","5 598,00","396,4","396,4","786,7","497,3"
2025-01-15,15:00,"5 597,69","5 549,99","5 600,00","5 549,99","746,8","746,8","987,2","858,0"
2025-01-15,16:00,"5 599,77","5 551,02","5 600,00","5 600,00","637,8","637,8","859,9","749,2"
2025-01-15,17:00,"5 599,00","5 550,05","5 600,00","5 598,00","638,8","638,8","720,5","729,8"
2025-01-15,18:00,"8 999,32","8 900,00","9 000,00","9 000,00","912,1","912,1","1 036,7","1 025,3"
2025-01-15,19:00,"8 986,20","8 889,90","9 000,00","9 000,00","850,8","850,8","1 011,7","920,4"
2025-01-15,20:00,"8 999,00","8 900,00","9 000,00","9 000,00","737,8","737,8","786,1","801,0"
2025-01-15,21:00,"8 992,49","8 200,00","9 000,00","8 989,99","556,6","556,6","636,1","600,2"
2025-01-15,22:00,"8 982,99","8 900,00","9 000,00","9 000,00","344,4","344,4","576,0","386,5"
2025-01-15,23:00,"8 870,61","7 502,11","8 976,89","8 950,00","149,9","149,9","1 159,0","246,0"
2025-01-15,24:00,"6 855,69","5 500,00","6 874,59","6 869,99","164,7","164,7","560,6","234,8"
2025-01-16,01:00,"4 300,61","4 278,10","4 307,99","4 304,30","63,9","63,9","334,7","90,5"
2025-01-16,02:00,"2 983,34","2 900,00","2 999,98","2 999,98","84,1","84,1","217,3","100,1"
2025-01-16,03:00,"2 866,87","2 800,00","2 889,97","2 889,97","78,8","78,8","400,2","94,1"
2025-01-16,04:00,"2 665,51","2 639,00","2 674,33","2 674,32","70,2","70,2","475,7","93,0"
2025-01-16,05:00,"2 878,70","2 870,01","2 886,33","2 886,33","70,7","70,7","470,4","99,0"
2025-01-16,06:00,"2 872,84","2 830,00","2 889,99","2 889,99","78,3","78,3","370,4","95,4"
2025-01-16,07:00,"3 859,77","3 828,11","3 864,33","3 864,33","118,1","118,1","441,2","140,8"
2025-01-16,08:00,"6 685,11","6 620,00","6 900,00","6 650,00","150,3","150,3","274,6","179,5"
2025-01-16,09:00,"6 899,70","6 875,00","6 900,00","6 899,94","195,4","195,4","330,5","231,2"
2025-01-16,10:00,"6 884,20","6 801,00","6 900,00","6 900,00","455,9","455,9","626,8","522,4"
2025-01-16,11:00,"6 899,69","6 875,00","6 900,00","6 900,00","473,8","473,8","584,8","593,6"
2025-01-16,12:00,"5 599,93","5 580,00","5 600,00","5 582,00","609,0","609,0","683,9","724,2"
2025-01-16,13:00,"5 599,09","5 580,00","5 600,00","5 600,00","408,1","408,1","555,5","542,6"
2025-01-16,14:00,"5 599,83","5 527,20","5 600,00","5 600,00","602,2","602,2","641,9","719,1"
2025-01-16,15:00,"5 597,29","5 488,00","5 600,00","5 600,00","782,7","782,7","800,2","950,0"
2025-01-16,16:00,"5 598,33","5 500,00","5 600,00","5 600,00","406,4","406,4","447,1","528,0"
2025-01-16,17:00,"5 598,97","5 562,20","5 600,00","5 599,99","212,8","212,8","392,6","294,8"
2025-01-16,18:00,"8 996,82","8 961,00","9 000,00","9 000,00","429,6","429,6","474,6","508,1"
2025-01-16,19:00,"8 998,48","8 905,00","9 000,00","9 000,00","531,5","531,5","706,5","660,4"
2025-01-16,20:00,"8 928,31","7 500,00","9 000,00","7 500,00","326,2","326,2","1 364,5","341,4"
2025-01-16,21:00,"8 856,72","7 500,00","8 910,00","8 910,00","216,2","216,2","1 360,4","247,8"
2025-01-16,22:00,"8 385,90","7 000,00","8 513,00","8 499,01","123,4","123,4","1 066,9","134,6"
2025-01-16,23:00,"6 755,19","5 501,00","6 800,00","6 799,97","140,3","140,3","544,5","189,4"
2025-01-16,24:00,"5 840,18","5 700,00","5 860,00","5 859,99","185,2","185,2","385,6","243,6"
2025-01-17,01:00,"3 470,13","2 995,00","3 599,28","3 400,00","75,5","75,5","398,8","115,6"
2025-01-17,02:00,"2 875,84","2 850,00","2 889,28","2 889,28","110,0","110,0","268,7","127,5"
2025-01-17,03:00,"2 665,11","2 638,00","2 677,28","2 677,28","97,5","97,5","369,7","116,2"
2025-01-17,04:00,"2 487,07","2 455,00","2 499,28","2 499,28","98,5","98,5","404,7","116,4"
2025-01-17,05:00,"1 976,51","1 850,00","2 001,00","1 999,28","126,5","126,5","384,7","135,6"
2025-01-17,06:00,"2 661,29","2 633,00","2 677,28","2 677,28","102,7","102,7","331,7","117,9"
2025-01-17,07:00,"3 854,16","3 820,05","3 867,28","3 867,28","98,5","98,5","456,3","117,2"
2025-01-17,08:00,"6 587,74","6 528,06","6 594,00","6 593,96","124,4","124,4","406,4","151,5"
2025-01-17,09:00,"6 894,37","6 817,20","6 900,00","6 899,99","96,7","96,7","270,2","114,1"
2025-01-17,10:00,"6 897,32","6 500,00","6 900,00","6 900,00","368,8","368,8","620,8","387,2"
2025-01-17,11:00,"6 895,07","6 300,00","6 900,00","6 900,00","376,0","376,0","395,5","400,6"
2025-01-17,12:00,"5 598,30","5 555,00","5 600,00","5 555,00","669,6","669,6","851,9","686,5"
2025-01-17,13:00,"5 597,37","5 560,00","5 600,00","5 600,00","318,3","318,3","412,9","350,9"
2025-01-17,14:00,"5 600,00","5 600,00","5 600,00","5 600,00","405,0","405,0","405,0","440,8"
2025-01-17,15:00,"5 596,71","5 488,00","5 600,00","5 600,00","511,3","511,3","511,3","562,5"
2025-01-17,16:00,"5 594,26","5 520,00","5 600,00","5 600,00","187,5","187,5","378,1","216,6"
2025-01-17,17:00,"5 597,17","5 570,00","5 600,00","5 599,00","199,3","199,3","316,1","235,0"
2025-01-17,18:00,"8 776,53","7 503,05","8 947,89","7 503,10","162,6","162,6","3 617,4","217,9"
2025-01-17,19:00,"8 641,59","7 500,00","8 900,00","8 900,00","174,3","174,3","4 047,1","196,9"
2025-01-17,20:00,"8 828,79","8 721,10","8 900,00","8 900,00","164,0","164,0","1 575,6","205,4"
2025-01-17,21:00,"8 233,08","8 142,00","8 242,00","8 225,00","145,0","145,0","432,3","218,3"
2025-01-17,22:00,"7 807,74","6 500,10","7 878,00","7 799,00","108,8","108,8","1 459,6","143,0"
2025-01-17,23:00,"6 890,15","6 500,00","6 912,67","6 910,97","123,2","123,2","1 372,5","180,8"
2025-01-17,24:00,"6 849,20","6 700,00","6 872,76","6 871,00","114,8","114,8","576,0","136,0"
2025-01-18,01:00,"3 479,59","3 421,00","3 496,27","3 496,27","88,9","88,9","378,9","118,0"
2025-01-18,02:00,"2 671,74","2 650,00","2 674,27","2 674,27","89,3","89,3","279,1","161,6"
2025-01-18,03:00,"2 477,70","2 440,00","2 486,27","2 486,27","90,6","90,6","452,7","139,5"
2025-01-18,04:00,"2 477,89","2 440,00","2 486,27","2 486,27","82,2","82,2","765,6","126,1"
2025-01-18,05:00,"2 479,41","2 440,00","2 486,27","2 486,27","93,8","93,8","770,4","139,5"
2025-01-18,06:00,"2 671,40","2 630,00","2 674,27","2 674,27","122,7","122,7","470,3","197,4"
2025-01-18,07:00,"2 872,48","2 790,00","2 886,27","2 886,27","102,2","102,2","325,1","140,8"
2025-01-18,08:00,"5 170,70","5 135,00","5 180,00","5 179,94","191,9","191,9","1 042,3","291,3"
2025-01-18,09:00,"5 698,91","5 650,00","5 700,00","5 699,99","229,0","229,0","413,8","343,7"
2025-01-18,10:00,"6 832,24","6 712,32","6 850,00","6 849,90","111,8","111,8","444,3","164,6"
2025-01-18,11:00,"6 812,36","6 749,00","6 850,00","6 760,95","102,3","102,3","333,6","150,2"
2025-01-18,12:00,"5 544,06","5 001,00","5 600,00","5 600,00","157,4","157,4","328,3","222,4"
2025-01-18,13:00,"5 086,81","5 005,00","5 100,00","5 100,00","197,5","197,5","488,1","261,4"
2025-01-18,14:00,"5 091,29","5 000,00","5 100,00","5 100,00","231,3","231,3","493,2","285,7"
2025-01-18,15:00,"5 093,66","5 000,00","5 100,00","5 100,00","280,5","280,5","420,4","356,3"
2025-01-18,16:00,"5 491,98","5 001,09","5 500,00","5 001,09","296,0","296,0","346,4","362,0"
2025-01-18,17:00,"5 550,97","5 465,54","5 600,00","5 565,54","289,6","289,6","385,4","317,9"
2025-01-18,18:00,"8 179,88","7 000,00","8 200,00","8 200,00","355,7","355,7","792,3","393,5"
2025-01-18,19:00,"7 909,50","7 700,00","8 499,99","7 895,00","421,6","421,6","723,3","455,0"
2025-01-18,20:00,"7 619,70","6 500,00","7 641,26","7 620,00","388,4","388,4","807,1","409,3"
2025-01-18,21:00,"8 117,18","8 000,00","8 190,00","8 110,00","99,1","99,1","835,5","152,4"
2025-01-18,22:00,"8 927,22","8 750,00","8 988,68","8 895,00","87,2","87,2","860,8","130,9"
2025-01-18,23:00,"7 260,65","7 000,00","7 296,27","7 296,27","119,8","119,8","837,3","262,7"
2025-01-18,24:00,"6 836,94","6 101,00","6 877,67","6 877,59","114,5","114,5","433,3","159,4"
2025-01-19,01:00,"3 858,65","3 817,72","3 863,27","3 863,27","80,0","80,0","333,1","128,9"
2025-01-19,02:00,"3 488,84","3 450,00","3 495,27","3 495,27","93,2","93,2","392,3","136,6"
2025-01-19,03:00,"3 291,55","3 257,10","3 299,99","3 299,90","76,6","76,6","449,1","110,1"
2025-01-19,04:00,"2 879,58","2 852,43","2 885,27","2 885,25","77,9","77,9","434,2","105,6"
2025-01-19,05:00,"2 881,03","2 852,43","2 885,27","2 885,20","96,9","96,9","520,2","143,7"
2025-01-19,06:00,"3 292,13","3 255,00","3 299,98","3 299,96","94,2","94,2","755,8","123,7"
2025-01-19,07:00,"3 296,20","3 257,10","3 299,97","3 299,96","180,6","180,6","786,0","255,3"
2025-01-19,08:00,"5 176,00","5 130,00","5 179,96","5 179,96","131,7","131,7","827,3","172,5"
2025-01-19,09:00,"6 096,17","6 070,00","6 099,96","6 095,00","135,8","135,8","701,8","158,3"
2025-01-19,10:00,"6 492,84","6 422,00","6 495,27","6 495,27","159,5","159,5","709,0","182,9"
2025-01-19,11:00,"5 178,41","5 150,00","5 180,00","5 179,97","246,8","246,8","438,6","298,8"
2025-01-19,12:00,"3 993,99","3 940,00","4 000,00","4 000,00","257,3","257,3","706,8","357,9"
2025-01-19,13:00,"2 886,41","1 734,00","4 890,00","2 889,99","303,0","303,0","466,1","332,6"
2025-01-19,14:00,"2 829,45","2 698,00","2 840,00","2 840,00","346,0","346,0","445,0","381,9"
2025-01-19,15:00,"3 877,90","2 334,00","3 890,00","2 334,00","275,1","275,1","599,1","304,7"
2025-01-19,16:00,"4 961,77","4 500,00","4 980,00","4 900,00","209,4","209,4","458,7","233,5"
2025-01-19,17:00,"5 402,08","5 350,00","5 500,00","5 400,00","270,0","270,0","473,0","325,4"
2025-01-19,18:00,"8 688,55","8 600,00","8 700,00","8 700,00","162,4","162,4","597,3","214,7"
2025-01-19,19:00,"8 436,98","8 250,00","8 445,27","8 445,27","115,8","115,8","391,6","149,7"
2025-01-19,20:00,"8 510,62","7 101,01","8 595,27","8 595,27","115,1","115,1","735,2","190,6"
2025-01-19,21:00,"8 632,76","7 500,10","8 695,27","8 601,00","83,5","83,5","624,0","120,4"
2025-01-19,22:00,"8 926,77","7 500,10","8 988,77","8 988,70","96,2","96,2","811,8","127,7"
2025-01-19,23:00,"8 889,53","7 500,10","8 990,01","8 888,87","113,6","113,6","615,7","145,1"
2025-01-19,24:00,"6 828,66","6 000,10","6 872,11","6 872,10","106,7","106,7","434,3","154,8"
2025-01-20,01:00,"3 485,29","3 450,00","3 499,73","3 499,73","64,3","64,3","374,9","104,5"
2025-01-20,02:00,"2 859,85","1 878,50","2 890,00","1 878,50","93,6","93,6","277,9","114,9"
2025-01-20,03:00,"2 867,57","2 600,00","2 889,99","2 880,00","95,8","95,8","639,4","118,2"
2025-01-20,04:00,"2 671,47","1 740,70","2 677,73","2 677,73","122,1","122,1","694,5","163,4"
2025-01-20,05:00,"2 670,43","1 740,70","2 677,73","2 677,73","103,3","103,3","775,4","130,9"
2025-01-20,06:00,"2 982,22","2 600,00","2 999,99","2 999,98","90,6","90,6","332,0","104,8"
2025-01-20,07:00,"4 304,67","4 250,00","4 307,98","4 307,98","97,7","97,7","402,2","135,0"
2025-01-20,08:00,"6 856,47","6 000,00","6 876,12","6 876,12","124,5","124,5","265,4","150,5"
2025-01-20,09:00,"6 868,59","6 733,97","6 899,00","6 871,40","186,1","186,1","281,7","198,3"
2025-01-20,10:00,"6 847,07","6 800,00","6 850,00","6 850,00","181,0","181,0","295,8","201,3"
2025-01-20,11:00,"4 672,39","4 590,00","4 680,00","4 680,00","209,7","209,7","312,2","231,9"
2025-01-20,12:00,"3 091,44","3 000,00","3 099,00","3 099,00","228,4","228,4","520,3","276,9"
2025-01-20,13:00,"2 497,19","2 440,00","2 500,00","2 499,00","322,8","322,8","863,2","371,5"
2025-01-20,14:00,"2 848,65","2 780,00","5 600,00","2 833,00","343,9","343,9","429,7","405,4"
2025-01-20,15:00,"4 499,94","4 450,00","4 895,00","4 451,00","341,8","341,8","417,7","397,8"
2025-01-20,16:00,"5 498,54","5 390,00","5 599,00","5 400,00","301,9","301,9","602,1","329,5"
2025-01-20,17:00,"5 599,41","5 500,00","5 600,00","5 600,00","302,0","302,0","357,9","331,9"
2025-01-20,18:00,"8 999,69","8 905,00","9 000,00","9 000,00","329,3","329,3","387,9","419,1"
2025-01-20,19:00,"8 991,50","8 911,00","8 991,90","8 991,87","276,1","276,1","467,2","312,1"
2025-01-20,20:00,"8 991,08","8 911,00","8 991,61","8 991,60","293,3","293,3","526,1","329,9"
