Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-11-09,16:00,"5 599,17","5 001,00","5 600,00","5 600,00","865,6","865,6","871,3","906,4"
2025-11-09,17:00,"5 597,95","4 900,10","5 600,00","4 900,10","671,9","671,9","780,5","912,4"
2025-11-09,18:00,"14 693,59","4 000,00","15 000,00","4 000,00","460,0","460,0","847,4","717,6"
2025-11-09,19:00,"14 719,73","4 000,00","15 000,00","8 000,00","505,0","505,0","1 268,9","708,0"
2025-11-09,20:00,"14 760,39","4 009,00","15 000,00","4 010,00","581,0","581,0","1 606,3","861,7"
2025-11-09,21:00,"14 667,34","7 500,00","15 000,00","7 503,00","421,9","421,9","1 226,1","661,8"
2025-11-09,22:00,"14 477,17","4 009,00","15 000,00","4 009,40","354,4","354,4","1 093,2","575,2"
2025-11-09,23:00,"14 286,41","4 007,00","15 000,00","4 007,00","319,8","319,8","940,6","504,4"
2025-11-09,24:00,"6 828,62","4 000,00","6 900,00","6 598,95","280,0","280,0","930,9","306,8"
2025-11-10,01:00,"4 711,69","3 821,60","4 777,00","3 821,60","137,6","137,6","437,1","142,8"
2025-11-10,02:00,"782,29","499,98","2 000,00","499,99","189,8","189,8","426,6","208,2"
2025-11-10,03:00,"520,18","450,00","600,00","456,77","177,8","177,8","999,6","183,3"
2025-11-10,04:00,"506,30","420,00","600,00","456,77","211,8","211,8","1 019,9","220,7"
2025-11-10,05:00,"518,71","420,00","600,00","497,00","167,8","167,8","1 125,0","176,7"
2025-11-10,06:00,"2 906,99","2 500,00","2 998,00","2 500,03","125,4","125,4","464,7","142,9"
2025-11-10,07:00,"5 409,61","4 399,00","5 550,00","5 497,00","124,1","124,1","456,5","134,5"
2025-11-10,08:00,"6 899,05","6 830,00","6 900,00","6 900,00","375,5","375,5","375,5","404,0"
2025-11-10,09:00,"6 900,00","6 900,00","6 900,00","6 900,00","792,0","792,0","792,0","962,4"
2025-11-10,10:00,"6 899,97","6 880,00","6 900,00","6 900,00","1 073,9","1 073,9","1 073,9","1 159,6"
2025-11-10,11:00,"6 899,96","6 880,00","6 900,00","6 900,00","807,4","807,4","807,4","1 058,9"
2025-11-10,12:00,"5 599,66","5 530,00","5 600,00","5 600,00","475,3","475,3","475,3","932,4"
2025-11-10,13:00,"5 599,62","5 530,00","5 600,00","5 600,00","420,6","420,6","420,6","810,2"
2025-11-10,14:00,"5 599,62","5 530,00","5 600,00","5 600,00","422,9","422,9","422,9","1 017,8"
2025-11-10,15:00,"5 599,65","5 530,00","5 600,00","5 600,00","463,5","463,5","463,5","1 155,2"
2025-11-10,16:00,"5 599,59","5 530,00","5 600,00","5 600,00","393,3","393,3","393,3","1 337,3"
2025-11-10,17:00,"5 599,79","5 530,00","5 600,00","5 600,00","761,6","761,6","761,6","1 045,7"
2025-11-10,18:00,"14 974,55","12 101,00","15 000,00","14 997,80","471,5","471,5","942,1","597,8"
2025-11-10,19:00,"14 952,29","12 003,00","15 000,00","14 951,00","490,9","490,9","713,7","774,8"
2025-11-10,20:00,"14 885,48","10 463,85","15 000,00","10 463,85","392,7","392,7","709,7","606,5"
2025-11-10,21:00,"14 888,59","11 959,12","15 000,00","14 942,99","313,4","313,4","831,7","370,4"
2025-11-10,22:00,"14 894,77","12 000,00","15 000,00","14 946,99","307,1","307,1","787,3","415,3"
2025-11-10,23:00,"14 874,51","12 011,00","15 000,00","14 943,90","243,7","243,7","971,5","404,7"
2025-11-10,24:00,"6 766,85","5 520,10","6 900,00","6 898,00","273,8","273,8","1 020,9","315,1"
2025-11-11,01:00,"5 376,38","4 000,00","5 541,91","5 197,00","80,7","80,7","1 856,2","107,2"
2025-11-11,02:00,"2 774,10","1 752,00","2 976,48","1 752,00","74,4","74,4","1 137,3","99,6"
2025-11-11,03:00,"1 835,95","1 000,00","2 002,00","1 899,00","73,7","73,7","1 025,0","96,1"
2025-11-11,04:00,"442,29","200,00","520,00","200,00","108,4","108,4","1 068,8","152,2"
2025-11-11,05:00,"449,14","200,00","520,00","447,00","86,0","86,0","964,5","116,0"
2025-11-11,06:00,"4 971,41","3 560,00","5 122,00","5 031,00","89,4","89,4","1 919,2","178,9"
2025-11-11,07:00,"5 320,02","4 200,00","5 600,00","5 350,94","86,2","86,2","1 092,2","130,4"
2025-11-11,08:00,"6 887,94","5 588,00","6 900,00","5 588,00","210,9","210,9","346,6","219,8"
2025-11-11,09:00,"6 899,95","6 880,00","6 900,00","6 900,00","456,6","456,6","467,5","629,0"
2025-11-11,10:00,"6 900,00","6 899,90","6 900,00","6 900,00","637,4","637,4","646,6","731,3"
2025-11-11,11:00,"6 899,86","6 864,83","6 900,00","6 900,00","510,5","510,5","517,9","910,8"
2025-11-11,12:00,"5 600,00","5 600,00","5 600,00","5 600,00","490,7","490,7","490,7","937,0"
2025-11-11,13:00,"5 600,00","5 600,00","5 600,00","5 600,00","191,9","191,9","191,9","762,1"
2025-11-11,14:00,"5 600,00","5 600,00","5 600,00","5 600,00","269,7","269,7","269,7","797,3"
2025-11-11,15:00,"5 600,00","5 600,00","5 600,00","5 600,00","587,5","587,5","587,5","779,4"
2025-11-11,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","586,6","586,6","586,6","1 074,5"
2025-11-11,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","543,2","543,2","543,2","972,1"
2025-11-11,18:00,"14 702,27","7 500,00","15 000,00","10 000,00","234,8","234,8","430,8","249,9"
2025-11-11,19:00,"14 967,67","13 000,00","15 000,00","14 979,00","288,5","288,5","359,4","329,9"
2025-11-11,20:00,"14 973,95","14 001,00","15 000,00","14 700,00","268,7","268,7","372,5","332,5"
2025-11-11,21:00,"14 632,14","7 500,10","15 000,00","8 001,00","223,6","223,6","647,9","242,1"
2025-11-11,22:00,"14 556,54","7 613,13","15 000,00","9 000,00","199,6","199,6","868,6","227,4"
2025-11-11,23:00,"14 398,77","7 607,00","15 000,00","7 607,00","143,4","143,4","621,5","211,0"
2025-11-11,24:00,"6 694,85","4 900,00","6 900,00","5 498,89","161,5","161,5","698,9","186,9"
2025-11-12,01:00,"781,23","698,00","1 400,00","1 400,00","125,1","125,1","374,6","191,9"
2025-11-12,02:00,"464,64","308,00","489,00","479,98","86,8","86,8","620,4","92,9"
2025-11-12,03:00,"765,26","575,00","801,00","776,90","84,2","84,2","801,7","90,1"
2025-11-12,04:00,"468,23","200,00","494,95","488,00","85,3","85,3","970,0","89,9"
2025-11-12,05:00,"464,30","401,00","489,00","449,97","83,8","83,8","870,8","91,8"
2025-11-12,06:00,"3 841,57","3 120,00","3 900,00","3 879,99","84,5","84,5","571,6","104,6"
2025-11-12,07:00,"2 129,08","1 960,10","5 199,99","2 000,00","114,3","114,3","330,5","215,0"
2025-11-12,08:00,"6 845,02","5 500,00","6 889,86","6 889,86","202,4","202,4","256,4","213,6"
2025-11-12,09:00,"6 887,42","6 000,00","6 900,00","6 900,00","332,8","332,8","335,4","410,9"
2025-11-12,10:00,"6 890,95","6 002,00","6 900,00","6 900,00","412,1","412,1","502,6","442,2"
2025-11-12,11:00,"6 899,96","6 890,00","6 900,00","6 900,00","272,9","272,9","272,9","399,7"
2025-11-12,12:00,"5 599,37","5 595,00","5 600,00","5 600,00","174,9","174,9","174,9","466,2"
2025-11-12,13:00,"5 599,48","5 590,00","5 600,00","5 600,00","273,1","273,1","273,1","437,9"
2025-11-12,14:00,"5 596,18","5 000,00","5 600,00","5 600,00","505,6","505,6","505,9","648,2"
2025-11-12,15:00,"5 600,00","5 590,00","5 600,00","5 600,00","505,5","505,5","505,5","655,4"
2025-11-12,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","772,6","772,6","772,6","879,4"
2025-11-12,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","881,1","881,1","917,2","1 027,1"
2025-11-12,18:00,"14 920,08","14 001,00","15 000,00","14 951,99","235,0","235,0","413,1","304,8"
2025-11-12,19:00,"14 940,01","14 420,19","15 000,00","14 839,99","219,5","219,5","376,1","265,9"
2025-11-12,20:00,"14 890,29","13 501,00","15 000,00","14 899,99","174,4","174,4","368,9","259,0"
2025-11-12,21:00,"14 655,62","12 000,00","14 900,16","14 500,00","148,7","148,7","517,1","190,5"
2025-11-12,22:00,"14 579,73","8 942,38","14 903,98","14 598,00","159,6","159,6","546,9","197,1"
2025-11-12,23:00,"14 559,84","10 431,68","14 902,35","10 431,68","140,4","140,4","864,9","244,7"
2025-11-12,24:00,"6 800,50","4 822,39","6 889,14","6 599,00","148,9","148,9","562,2","179,6"
2025-11-13,01:00,"2 114,22","1 650,00","2 500,00","2 000,00","164,8","164,8","400,1","182,9"
2025-11-13,02:00,"2 486,33","2 000,00","2 500,00","2 000,00","164,2","164,2","791,9","181,4"
2025-11-13,03:00,"1 986,01","1 835,95","2 000,00","1 950,00","171,8","171,8","1 033,1","196,3"
2025-11-13,04:00,"478,75","111,10","498,00","442,29","177,8","177,8","940,6","189,1"
2025-11-13,05:00,"784,50","449,14","821,00","799,97","168,1","168,1","1 006,0","192,6"
2025-11-13,06:00,"2 094,27","1 760,12","2 100,00","2 099,95","173,1","173,1","939,1","200,6"
2025-11-13,07:00,"4 318,94","2 148,50","5 300,00","2 148,50","161,4","161,4","598,2","170,0"
2025-11-13,08:00,"6 887,22","6 000,00","6 900,00","6 890,00","240,4","240,4","377,6","267,0"
2025-11-13,09:00,"6 801,71","3 450,00","6 900,00","5 000,00","259,5","259,5","555,6","304,9"
2025-11-13,10:00,"6 676,19","4 116,00","6 900,00","4 116,00","244,6","244,6","838,6","295,2"
2025-11-13,11:00,"4 232,60","3 002,00","4 400,00","3 501,00","275,7","275,7","498,9","328,2"
2025-11-13,12:00,"3 887,94","3 003,00","3 949,00","3 942,00","194,1","194,1","967,6","228,0"
2025-11-13,13:00,"5 408,36","2 500,00","5 500,00","2 500,00","211,0","211,0","721,6","298,0"
2025-11-13,14:00,"5 520,99","4 500,00","5 600,00","5 399,00","237,1","237,1","606,5","385,4"
2025-11-13,15:00,"5 455,10","3 878,59","5 600,00","4 983,00","185,1","185,1","688,8","293,1"
2025-11-13,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","172,6","172,6","172,6","392,4"
2025-11-13,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","538,1","538,1","538,1","647,1"
2025-11-13,18:00,"14 655,68","13 560,09","14 896,33","14 896,33","238,9","238,9","353,5","368,3"
2025-11-13,19:00,"14 824,43","14 005,00","15 000,00","15 000,00","256,1","256,1","691,6","379,8"
2025-11-13,20:00,"14 883,00","14 010,00","15 000,00","14 997,90","253,5","253,5","534,6","360,9"
2025-11-13,21:00,"14 428,68","13 030,00","15 000,00","14 449,99","263,7","263,7","387,2","388,2"
2025-11-13,22:00,"14 347,72","13 330,00","14 699,99","13 400,00","258,9","258,9","505,4","362,7"
2025-11-13,23:00,"10 975,59","10 501,09","11 000,00","10 990,00","278,1","278,1","731,1","392,9"
2025-11-13,24:00,"5 957,27","3 600,00","6 060,10","3 600,00","278,0","278,0","700,7","328,3"
2025-11-14,01:00,"1 001,56","920,00","1 150,00","999,99","257,4","257,4","387,3","275,9"
2025-11-14,02:00,"1 809,12","1 729,00","2 000,00","1 808,01","253,8","253,8","526,0","284,6"
2025-11-14,03:00,"1 997,95","1 920,01","2 000,00","2 000,00","426,7","426,7","634,2","452,6"
2025-11-14,04:00,"544,13","200,00","1 500,00","1 500,00","482,2","482,2","701,8","515,9"
2025-11-14,05:00,"722,84","100,00","2 100,00","1 000,00","477,5","477,5","641,3","491,1"
2025-11-14,06:00,"2 517,09","2 400,00","2 700,00","2 500,00","529,6","529,6","538,1","631,1"
2025-11-14,07:00,"2 544,62","2 420,00","2 700,00","2 500,00","263,2","263,2","272,8","501,2"
2025-11-14,08:00,"6 867,22","4 135,57","6 900,00","6 900,00","600,9","600,9","613,6","607,0"
2025-11-14,09:00,"6 843,11","3 439,00","6 900,00","3 439,00","611,0","611,0","690,8","693,4"
2025-11-14,10:00,"4 868,06","4 300,00","5 000,50","4 320,00","601,0","601,0","722,4","678,2"
2025-11-14,11:00,"1 994,24","1 890,00","2 200,00","2 006,01","570,5","570,5","814,1","913,0"
2025-11-14,12:00,"2 480,22","1 500,00","2 601,00","1 500,00","613,6","613,6","834,2","645,4"
2025-11-14,13:00,"4 266,58","2 572,80","4 288,00","2 572,80","499,1","499,1","1 426,2","610,2"
2025-11-14,14:00,"4 240,25","3 017,00","4 284,00","4 284,00","474,9","474,9","736,4","565,1"
2025-11-14,15:00,"5 444,58","4 434,87","5 543,59","5 450,00","439,6","439,6","563,1","573,4"
2025-11-14,16:00,"5 596,40","5 500,00","5 600,00","5 600,00","602,1","602,1","656,7","740,0"
2025-11-14,17:00,"5 599,47","5 500,00","5 600,00","5 600,00","658,7","658,7","663,2","802,5"
2025-11-14,18:00,"13 071,06","12 604,00","13 101,00","13 100,00","441,2","441,2","906,6","685,5"
2025-11-14,19:00,"13 938,89","13 100,00","14 100,00","14 000,00","437,8","437,8","1 340,3","612,0"
2025-11-14,20:00,"12 964,32","12 802,00","13 050,00","13 049,00","373,2","373,2","1 932,0","454,2"
2025-11-14,21:00,"13 975,17","13 756,00","14 000,00","13 988,00","357,2","357,2","907,8","511,2"
2025-11-14,22:00,"14 371,12","13 800,00","14 400,00","14 399,00","276,6","276,6","591,9","381,1"
2025-11-14,23:00,"12 464,23","12 300,00","12 478,00","12 399,00","214,7","214,7","1 027,3","321,7"
2025-11-14,24:00,"6 766,36","5 000,00","6 800,00","6 700,00","285,5","285,5","713,5","351,6"
2025-11-15,01:00,"4 179,70","4 012,12","4 185,00","4 185,00","216,3","216,3","445,7","249,2"
2025-11-15,02:00,"222,77","125,00","500,00","500,00","225,1","225,1","431,5","307,7"
2025-11-15,03:00,"76,75","10,00","101,00","97,00","282,2","282,2","560,6","288,8"
2025-11-15,04:00,"42,78","10,00","64,00","63,00","259,6","259,6","897,5","264,2"
2025-11-15,05:00,"22,58","10,00","32,00","30,00","279,4","279,4","897,8","301,3"
2025-11-15,06:00,"56,67","10,00","82,00","79,00","268,0","268,0","594,5","287,0"
2025-11-15,07:00,"88,14","10,00","990,00","990,00","300,2","300,2","413,0","412,9"
2025-11-15,08:00,"1 093,64","10,00","1 600,00","1 600,00","431,2","431,2","483,1","637,1"
2025-11-15,09:00,"1 249,06","1 118,00","1 250,10","1 250,00","375,7","375,7","420,5","409,8"
2025-11-15,10:00,"1 993,83","999,00","1 999,00","1 650,10","483,2","483,2","1 474,4","520,6"
2025-11-15,11:00,"995,93","440,00","999,00","998,00","489,9","489,9","2 066,9","561,6"
2025-11-15,12:00,"431,55","200,00","440,00","440,00","435,7","435,7","1 851,1","470,6"
2025-11-15,13:00,"1 897,54","1 850,07","1 900,00","1 900,00","495,1","495,1","1 637,4","589,3"
2025-11-15,14:00,"2 001,60","1 780,00","2 090,00","2 090,00","509,3","509,3","793,2","621,1"
2025-11-15,15:00,"3 984,95","3 300,00","5 200,00","5 200,00","295,0","295,0","337,7","482,0"
2025-11-15,16:00,"5 599,98","5 590,00","5 600,00","5 600,00","337,8","337,8","390,0","368,9"
2025-11-15,17:00,"5 597,78","5 569,00","5 600,00","5 599,99","473,5","473,5","558,0","517,1"
2025-11-15,18:00,"13 867,67","13 300,00","14 000,00","13 999,90","221,3","221,3","401,2","353,0"
2025-11-15,19:00,"13 988,24","13 715,00","14 000,00","13 999,00","227,1","227,1","409,7","376,9"
2025-11-15,20:00,"12 983,77","12 860,00","13 000,00","12 999,00","168,2","168,2","406,5","313,2"
2025-11-15,21:00,"13 969,70","13 500,00","14 000,00","13 999,90","128,7","128,7","513,1","200,8"
2025-11-15,22:00,"14 354,73","13 800,00","14 400,00","14 399,90","136,8","136,8","669,5","240,4"
2025-11-15,23:00,"10 263,86","9 800,00","10 343,00","10 221,00","113,9","113,9","1 002,2","226,6"
2025-11-15,24:00,"6 784,47","6 669,90","6 800,00","6 797,00","100,6","100,6","666,3","202,9"
2025-11-16,01:00,"4 795,39","3 999,01","4 894,12","4 789,90","73,1","73,1","560,0","125,2"
2025-11-16,02:00,"1 085,37","764,07","2 002,16","2 000,00","132,4","132,4","259,5","285,9"
2025-11-16,03:00,"281,71","88,95","500,00","500,00","132,0","132,0","290,2","350,9"
2025-11-16,04:00,"277,53","88,95","500,00","500,00","140,1","140,1","557,4","335,2"
2025-11-16,05:00,"320,01","88,95","500,00","500,00","158,4","158,4","561,7","352,7"
2025-11-16,06:00,"304,56","88,95","500,00","500,00","172,6","172,6","311,7","363,4"
2025-11-16,07:00,"390,86","100,00","2 216,47","1 300,00","149,7","149,7","520,3","602,5"
2025-11-16,08:00,"4 822,71","4 500,00","4 847,00","4 844,00","182,4","182,4","860,6","267,5"
2025-11-16,09:00,"4 843,07","4 500,00","4 847,00","4 847,00","188,4","188,4","301,1","290,9"
2025-11-16,10:00,"6 445,55","5 800,00","6 500,00","6 498,00","97,6","97,6","421,4","182,7"
2025-11-16,11:00,"6 361,33","2 275,00","6 500,00","6 399,00","166,5","166,5","362,4","192,0"
2025-11-16,12:00,"5 562,91","5 450,00","5 600,00","5 600,00","201,8","201,8","221,1","351,3"
2025-11-16,13:00,"5 565,28","5 473,00","5 600,00","5 540,00","205,6","205,6","237,3","515,9"
2025-11-16,14:00,"5 598,01","5 001,00","5 600,00","5 600,00","520,2","520,2","520,8","643,3"
2025-11-16,15:00,"5 599,65","5 523,00","5 600,00","5 600,00","591,0","591,0","591,0","660,1"
2025-11-16,16:00,"5 569,46","1 960,00","5 600,00","5 600,00","710,1","710,1","777,3","773,1"
2025-11-16,17:00,"5 596,56","5 001,00","5 600,00","5 001,00","419,0","419,0","421,9","447,0"
2025-11-16,18:00,"14 822,77","13 301,00","14 879,21","14 878,80","149,4","149,4","837,7","226,5"
2025-11-16,19:00,"14 775,50","13 001,00","14 799,00","14 798,00","164,2","164,2","654,4","236,6"
2025-11-16,20:00,"13 990,59","13 506,02","14 000,00","13 999,90","260,3","260,3","840,9","359,4"
2025-11-16,21:00,"11 990,84","11 500,25","11 999,90","11 999,90","288,5","288,5","851,5","379,9"
2025-11-16,22:00,"11 952,15","11 100,10","11 961,00","11 960,00","281,0","281,0","1 060,4","386,4"
2025-11-16,23:00,"9 960,65","9 350,60","9 999,90","9 999,90","253,7","253,7","1 162,8","367,5"
2025-11-16,24:00,"4 895,27","4 500,10","4 900,00","4 899,90","237,7","237,7","531,1","327,2"
2025-11-17,01:00,"2 004,34","1 850,00","2 500,00","2 022,20","118,9","118,9","131,2","310,5"
2025-11-17,02:00,"391,55","150,00","500,00","498,00","151,6","151,6","277,2","348,2"
2025-11-17,03:00,"357,15","10,00","500,00","500,00","208,8","208,8","435,6","344,8"
2025-11-17,04:00,"344,99","72,00","500,00","500,00","219,6","219,6","595,0","470,4"
2025-11-17,05:00,"351,96","10,00","500,00","500,00","248,9","248,9","562,9","484,0"
2025-11-17,06:00,"394,24","69,00","500,00","500,00","237,8","237,8","281,9","457,1"
2025-11-17,07:00,"4 038,23","69,00","4 297,00","4 294,00","257,3","257,3","393,8","354,5"
2025-11-17,08:00,"6 793,24","6 101,00","6 893,42","6 893,42","197,1","197,1","226,6","255,3"
2025-11-17,09:00,"6 786,35","6 080,00","6 878,28","6 878,28","206,8","206,8","250,6","244,3"
2025-11-17,10:00,"6 852,11","6 051,00","6 878,15","6 878,15","209,9","209,9","264,5","260,3"
2025-11-17,11:00,"5 603,18","4 541,00","6 100,00","5 600,01","271,3","271,3","289,5","441,5"
2025-11-17,12:00,"5 112,13","4 096,09","5 319,00","5 319,00","274,0","274,0","307,4","539,0"
2025-11-17,13:00,"5 541,51","5 400,00","5 600,00","5 600,00","368,3","368,3","371,8","716,2"
2025-11-17,14:00,"5 539,15","5 080,00","5 600,00","5 600,00","227,4","227,4","232,6","587,6"
2025-11-17,15:00,"5 590,36","5 250,00","5 600,00","5 600,00","351,7","351,7","354,7","409,4"
2025-11-17,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","429,9","429,9","429,9","685,7"
2025-11-17,17:00,"5 593,22","5 000,00","5 600,00","5 600,00","537,3","537,3","574,1","701,4"
2025-11-17,18:00,"14 788,78","12 001,00","14 901,43","12 001,00","205,6","205,6","563,3","283,8"
2025-11-17,19:00,"14 727,96","14 000,00","14 798,90","14 749,70","213,6","213,6","639,6","327,2"
2025-11-17,20:00,"14 852,19","14 006,00","14 892,72","14 892,70","259,7","259,7","498,4","333,8"
2025-11-17,21:00,"14 860,55","14 006,00","14 899,24","14 899,23","251,8","251,8","615,4","401,6"
2025-11-17,22:00,"14 774,05","14 020,00","14 799,00","14 798,90","206,7","206,7","701,1","317,9"
2025-11-17,23:00,"10 777,23","8 000,00","10 998,00","10 984,98","211,3","211,3","2 259,7","325,2"
2025-11-17,24:00,"4 266,58","3 000,00","4 496,00","4 293,98","224,8","224,8","595,6","340,5"
2025-11-18,01:00,"4 951,25","4 000,00","5 190,00","5 179,90","79,6","79,6","663,3","106,6"
2025-11-18,02:00,"998,39","920,00","1 150,00","1 000,03","201,3","201,3","456,2","279,5"
2025-11-18,03:00,"485,43","200,00","552,00","499,99","158,5","158,5","554,7","173,3"
2025-11-18,04:00,"339,75","96,00","490,00","488,00","131,3","131,3","662,0","248,0"
2025-11-18,05:00,"369,33","96,00","499,95","499,95","142,4","142,4","551,0","258,0"
2025-11-18,06:00,"2 492,26","2 101,10","2 500,00","2 499,80","135,5","135,5","722,8","160,6"
2025-11-18,07:00,"5 437,32","4 582,00","5 549,00","5 547,98","69,2","69,2","679,7","115,6"
2025-11-18,08:00,"6 684,09","2 415,00","6 900,00","3 015,10","102,1","102,1","480,9","106,5"
2025-11-18,09:00,"6 782,99","3 450,00","6 900,00","6 893,00","159,6","159,6","470,5","180,6"
2025-11-18,10:00,"6 848,07","6 000,10","6 900,00","6 896,00","158,0","158,0","615,7","174,1"
2025-11-18,11:00,"6 894,14","6 002,00","6 900,00","6 879,00","192,3","192,3","250,2","229,1"
2025-11-18,12:00,"5 599,79","5 545,00","5 600,00","5 600,00","398,7","398,7","398,7","440,4"
2025-11-18,13:00,"5 599,77","5 545,00","5 600,00","5 599,98","354,7","354,7","413,7","378,8"
2025-11-18,14:00,"5 567,00","4 480,00","5 600,00","5 600,00","576,0","576,0","708,6","594,5"
2025-11-18,15:00,"5 590,00","3 920,00","5 600,00","3 920,00","569,6","569,6","856,8","590,3"
2025-11-18,16:00,"5 596,75","5 002,00","5 600,00","5 600,00","743,0","743,0","752,8","799,3"
2025-11-18,17:00,"5 599,26","5 381,00","5 600,00","5 600,00","724,1","724,1","731,2","770,7"
2025-11-18,18:00,"14 961,82","14 104,00","15 000,00","14 998,80","139,9","139,9","481,3","208,8"
