Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-10-24,21:00,"14 000,00","4 240,0","4 240,0","4 555,4","4 404,0"
2025-10-24,22:00,"7 490,00","3 598,1","3 598,1","4 333,0","3 762,1"
2025-10-24,23:00,"3 000,00","3 294,1","3 294,1","3 993,2","3 294,1"
2025-10-24,24:00,"2 500,00","3 077,9","3 077,9","3 738,1","3 077,9"
2025-10-25,01:00,"1 000,00","2 785,4","2 785,4","3 913,7","2 789,8"
2025-10-25,02:00,"3 780,00","2 908,9","2 908,9","4 007,7","2 929,1"
2025-10-25,03:00,"3 970,00","2 928,4","2 928,4","4 315,1","2 957,9"
2025-10-25,04:00,"3 700,00","2 920,1","2 920,1","4 320,6","2 951,7"
2025-10-25,05:00,"1 577,00","2 997,1","2 997,1","4 523,6","3 018,3"
2025-10-25,06:00,"501,00","2 881,2","2 881,2","4 223,0","2 885,0"
2025-10-25,07:00,"79,00","2 607,6","2 607,6","3 986,5","2 607,6"
2025-10-25,08:00,"1 900,00","2 469,4","2 469,4","3 813,3","2 475,3"
2025-10-25,09:00,"2 200,00","2 905,5","2 905,5","3 953,0","2 913,0"
2025-10-25,10:00,"1 477,00","3 154,2","3 154,2","4 443,6","3 165,1"
2025-10-25,11:00,"200,00","3 018,7","3 018,7","4 835,2","3 018,7"
2025-10-25,12:00,"100,00","2 863,1","2 863,1","5 254,9","2 863,1"
2025-10-25,13:00,"100,00","2 735,8","2 735,8","5 126,0","2 735,8"
2025-10-25,14:00,"100,00","2 771,0","2 771,0","5 101,1","2 771,0"
2025-10-25,15:00,"100,00","2 908,1","2 908,1","4 883,4","2 908,1"
2025-10-25,16:00,"1 250,00","3 239,0","3 239,0","4 577,1","3 249,5"
2025-10-25,17:00,"3 970,00","3 684,1","3 684,1","4 278,1","3 794,7"
2025-10-25,18:00,"11 000,00","3 848,0","3 848,0","4 255,5","3 994,9"
2025-10-25,19:00,"14 901,37","4 428,7","4 428,7","4 622,7","4 542,7"
2025-10-25,20:00,"14 951,01","4 490,3","4 490,3","4 670,3","4 691,1"
2025-10-25,21:00,"14 950,90","4 235,7","4 235,7","4 415,7","4 569,7"
2025-10-25,22:00,"14 898,74","4 008,6","4 008,6","4 283,2","4 126,2"
2025-10-25,23:00,"11 000,00","3 477,0","3 477,0","3 883,6","3 624,9"
2025-10-25,24:00,"6 893,54","3 171,2","3 171,2","3 434,1","3 351,2"
2025-10-26,01:00,"5 590,19","3 011,7","3 011,7","4 142,4","3 138,2"
2025-10-26,02:00,"4 763,00","3 003,7","3 003,7","4 693,3","3 129,7"
2025-10-26,03:00,"4 763,00","3 028,6","3 028,6","4 893,7","3 154,2"
2025-10-26,04:00,"3 970,00","2 977,7","2 977,7","4 942,2","3 048,7"
2025-10-26,05:00,"3 780,00","3 019,6","3 019,6","5 033,8","3 031,1"
2025-10-26,06:00,"3 970,00","2 938,9","2 938,9","4 848,5","3 036,7"
2025-10-26,07:00,"3 126,00","3 086,9","3 086,9","5 017,2","3 098,7"
2025-10-26,08:00,"72,00","2 647,0","2 647,0","4 543,4","2 647,0"
2025-10-26,09:00,"650,00","2 686,5","2 686,5","4 894,7","2 686,5"
2025-10-26,10:00,"1 450,00","3 007,9","3 007,9","5 220,9","3 007,9"
2025-10-26,11:00,"99,00","2 994,6","2 994,6","5 175,7","2 994,6"
2025-10-26,12:00,"10,00","3 054,5","3 054,5","5 305,4","3 054,5"
2025-10-26,13:00,"10,00","2 876,8","2 876,8","5 045,0","2 876,8"
2025-10-26,14:00,"11,00","2 924,6","2 924,6","4 713,3","2 924,6"
2025-10-26,15:00,"100,00","3 045,1","3 045,1","4 491,3","3 045,1"
2025-10-26,16:00,"72,00","2 998,9","2 998,9","4 839,2","2 998,9"
2025-10-26,17:00,"4 150,00","3 070,4","3 070,4","4 302,2","3 201,0"
2025-10-26,18:00,"5 565,92","3 267,2","3 267,2","4 076,6","3 386,8"
2025-10-26,19:00,"14 952,63","3 872,4","3 872,4","4 371,4","4 228,7"
2025-10-26,20:00,"14 948,99","4 348,0","4 348,0","4 845,3","4 580,1"
2025-10-26,21:00,"14 902,71","4 388,2","4 388,2","5 100,8","4 502,2"
2025-10-26,22:00,"14 900,92","4 177,6","4 177,6","4 775,7","4 291,6"
2025-10-26,23:00,"14 899,53","3 560,1","3 560,1","4 476,8","3 677,7"
2025-10-26,24:00,"6 800,00","3 131,6","3 131,6","4 174,1","3 259,7"
2025-10-26,25:00,"3 999,00","3 134,1","3 134,1","4 236,9","3 180,7"
2025-10-27,01:00,"3 780,00","2 948,0","2 948,0","4 159,5","2 973,1"
2025-10-27,02:00,"3 780,00","3 081,5","3 081,5","4 677,7","3 155,9"
2025-10-27,03:00,"3 534,00","3 084,3","3 084,3","4 865,6","3 146,0"
2025-10-27,04:00,"100,00","3 025,7","3 025,7","4 893,2","3 025,7"
2025-10-27,05:00,"897,00","3 053,8","3 053,8","4 855,9","3 057,4"
2025-10-27,06:00,"1 555,00","3 117,6","3 117,6","4 843,6","3 136,3"
2025-10-27,07:00,"72,00","2 849,0","2 849,0","4 377,5","2 849,0"
2025-10-27,08:00,"4 900,00","3 072,7","3 072,7","4 023,9","3 201,2"
2025-10-27,09:00,"6 900,00","3 406,0","3 406,0","4 014,0","3 670,8"
2025-10-27,10:00,"6 900,00","3 588,5","3 588,5","4 141,5","3 921,0"
2025-10-27,11:00,"6 872,79","3 359,1","3 359,1","4 151,9","3 523,9"
2025-10-27,12:00,"3 970,00","3 372,0","3 372,0","4 344,6","3 445,4"
2025-10-27,13:00,"510,00","3 335,0","3 335,0","4 447,2","3 350,8"
2025-10-27,14:00,"948,00","3 381,9","3 381,9","4 472,7","3 397,0"
2025-10-27,15:00,"4 645,00","3 372,7","3 372,7","4 347,2","3 549,5"
2025-10-27,16:00,"5 541,87","3 472,4","3 472,4","4 098,1","3 619,3"
2025-10-27,17:00,"5 568,78","3 712,4","3 712,4","4 073,6","3 834,0"
2025-10-27,18:00,"8 300,00","3 922,6","3 922,6","4 899,9","4 042,9"
2025-10-27,19:00,"14 897,55","4 426,8","4 426,8","5 019,9","4 540,8"
2025-10-27,20:00,"14 898,88","4 455,6","4 455,6","4 823,3","4 569,6"
2025-10-27,21:00,"14 902,82","4 319,9","4 319,9","4 667,6","4 433,9"
2025-10-27,22:00,"11 000,00","3 896,4","3 896,4","4 593,3","4 010,4"
2025-10-27,23:00,"4 185,00","3 275,7","3 275,7","4 172,2","3 389,7"
2025-10-27,24:00,"1 900,00","3 179,0","3 179,0","3 995,7","3 179,0"
2025-10-28,01:00,"250,00","3 391,4","3 391,4","4 673,0","3 391,4"
2025-10-28,02:00,"3 400,00","3 424,4","3 424,4","5 081,7","3 475,2"
2025-10-28,03:00,"3 200,00","3 442,4","3 442,4","5 175,8","3 514,0"
2025-10-28,04:00,"3 970,00","3 281,4","3 281,4","5 283,9","3 464,4"
2025-10-28,05:00,"3 970,00","3 284,5","3 284,5","5 266,8","3 497,0"
2025-10-28,06:00,"5 300,00","3 430,5","3 430,5","5 231,4","3 621,7"
2025-10-28,07:00,"4 235,00","3 079,4","3 079,4","4 420,8","3 228,2"
2025-10-28,08:00,"4 999,00","3 407,9","3 407,9","4 089,3","3 531,5"
2025-10-28,09:00,"6 500,00","3 803,3","3 803,3","4 653,6","3 988,7"
2025-10-28,10:00,"4 900,00","3 947,9","3 947,9","4 909,5","4 107,5"
2025-10-28,11:00,"4 400,00","3 823,3","3 823,3","4 738,9","4 012,3"
2025-10-28,12:00,"3 970,00","3 746,9","3 746,9","4 712,3","3 918,8"
2025-10-28,13:00,"3 970,00","3 691,1","3 691,1","4 674,6","3 879,4"
2025-10-28,14:00,"4 900,00","3 681,3","3 681,3","4 563,9","3 868,3"
2025-10-28,15:00,"5 542,89","3 895,7","3 895,7","4 670,4","4 024,6"
2025-10-28,16:00,"5 540,67","3 962,6","3 962,6","4 408,7","4 119,3"
2025-10-28,17:00,"5 564,40","4 126,4","4 126,4","4 207,2","4 251,4"
2025-10-28,18:00,"14 897,86","4 154,4","4 154,4","4 644,5","4 288,9"
2025-10-28,19:00,"11 840,00","4 474,4","4 474,4","5 159,9","4 588,4"
2025-10-28,20:00,"10 000,00","4 400,7","4 400,7","5 234,9","4 514,7"
2025-10-28,21:00,"9 800,00","4 266,9","4 266,9","5 114,7","4 380,9"
2025-10-28,22:00,"8 300,00","3 777,3","3 777,3","4 461,3","3 911,3"
2025-10-28,23:00,"5 500,00","3 407,9","3 407,9","3 899,5","3 566,5"
2025-10-28,24:00,"3 899,00","3 359,2","3 359,2","4 225,9","3 398,9"
2025-10-29,01:00,"3 535,00","3 626,9","3 626,9","4 814,5","3 639,3"
2025-10-29,02:00,"399,00","3 559,9","3 559,9","5 088,1","3 563,8"
2025-10-29,03:00,"2 555,00","3 473,2","3 473,2","5 104,8","3 560,6"
2025-10-29,04:00,"1 555,00","3 418,3","3 418,3","5 130,4","3 461,8"
2025-10-29,05:00,"1 000,00","3 497,5","3 497,5","5 201,1","3 501,0"
2025-10-29,06:00,"2 950,00","3 588,9","3 588,9","5 167,3","3 627,5"
2025-10-29,07:00,"79,00","3 355,0","3 355,0","4 564,8","3 355,0"
2025-10-29,08:00,"4 000,00","3 692,6","3 692,6","4 676,0","3 786,8"
2025-10-29,09:00,"3 450,00","3 851,0","3 851,0","5 285,7","3 863,1"
2025-10-29,10:00,"2 487,00","3 753,5","3 753,5","5 553,9","3 765,5"
2025-10-29,11:00,"1 450,00","3 722,8","3 722,8","5 959,4","3 736,3"
2025-10-29,12:00,"1 450,00","3 635,8","3 635,8","5 788,0","3 666,2"
2025-10-29,13:00,"850,00","3 599,6","3 599,6","5 747,5","3 635,7"
2025-10-29,14:00,"1 450,00","3 632,8","3 632,8","5 510,7","3 667,1"
2025-10-29,15:00,"2 450,00","3 840,8","3 840,8","5 421,5","3 850,9"
2025-10-29,16:00,"5 543,77","3 921,4","3 921,4","4 860,8","4 047,6"
2025-10-29,17:00,"5 600,00","4 188,3","4 188,3","4 514,5","4 342,1"
2025-10-29,18:00,"14 902,04","4 189,6","4 189,6","4 871,2","4 394,1"
2025-10-29,19:00,"14 898,41","4 585,2","4 585,2","5 218,5","4 699,2"
2025-10-29,20:00,"14 898,78","4 550,5","4 550,5","5 168,6","4 664,5"
2025-10-29,21:00,"14 901,74","4 452,1","4 452,1","5 073,8","4 566,1"
2025-10-29,22:00,"14 905,66","4 068,8","4 068,8","4 443,5","4 182,9"
2025-10-29,23:00,"13 000,00","3 603,3","3 603,3","4 066,6","3 795,4"
2025-10-29,24:00,"5 309,00","3 509,0","3 509,0","4 202,0","3 665,0"
2025-10-30,01:00,"5 591,80","3 587,3","3 587,3","4 785,2","3 856,6"
2025-10-30,02:00,"5 120,00","3 566,8","3 566,8","5 188,8","3 908,0"
2025-10-30,03:00,"5 120,00","3 463,6","3 463,6","5 360,2","3 880,5"
2025-10-30,04:00,"4 777,00","3 369,4","3 369,4","5 407,2","3 811,5"
2025-10-30,05:00,"4 895,00","3 434,0","3 434,0","5 380,0","3 866,0"
2025-10-30,06:00,"5 589,04","3 619,8","3 619,8","5 399,6","3 908,5"
2025-10-30,07:00,"4 297,00","3 429,3","3 429,3","4 892,6","3 725,7"
2025-10-30,08:00,"6 887,19","3 677,0","3 677,0","4 954,7","3 948,5"
2025-10-30,09:00,"3 000,00","3 922,8","3 922,8","5 532,3","4 161,0"
2025-10-30,10:00,"3 750,00","3 863,7","3 863,7","6 123,2","4 146,1"
2025-10-30,11:00,"50,00","3 961,0","3 961,0","6 448,0","4 048,0"
2025-10-30,12:00,"19,00","3 918,8","3 918,8","6 540,0","4 005,8"
2025-10-30,13:00,"19,00","3 839,7","3 839,7","6 429,1","3 926,7"
2025-10-30,14:00,"100,00","3 989,5","3 989,5","6 089,9","4 076,5"
2025-10-30,15:00,"2 500,00","3 824,8","3 824,8","5 755,8","3 943,9"
2025-10-30,16:00,"5 542,53","3 888,0","3 888,0","5 119,4","4 038,4"
2025-10-30,17:00,"5 568,45","4 289,7","4 289,7","5 157,5","4 436,8"
2025-10-30,18:00,"12 500,00","3 949,4","3 949,4","5 257,1","4 093,7"
2025-10-30,19:00,"10 400,00","4 388,3","4 388,3","5 813,4","4 522,6"
2025-10-30,20:00,"9 316,97","4 272,3","4 272,3","5 765,7","4 406,8"
2025-10-30,21:00,"13 200,00","4 095,5","4 095,5","5 403,2","4 229,5"
2025-10-30,22:00,"14 901,45","3 862,9","3 862,9","4 783,0","3 984,9"
2025-10-30,23:00,"6 970,00","3 596,8","3 596,8","4 703,0","3 725,8"
2025-10-30,24:00,"6 000,00","3 599,5","3 599,5","4 596,1","3 716,5"
2025-10-31,01:00,"5 600,00","3 880,8","3 880,8","3 889,8","4 265,1"
2025-10-31,02:00,"4 888,00","3 675,7","3 675,7","4 142,7","3 862,7"
2025-10-31,03:00,"4 571,23","3 509,5","3 509,5","4 032,0","3 696,1"
2025-10-31,04:00,"4 282,00","3 428,7","3 428,7","4 066,8","3 615,2"
2025-10-31,05:00,"4 588,00","3 549,1","3 549,1","4 021,8","3 735,5"
2025-10-31,06:00,"5 600,00","3 798,8","3 798,8","3 832,7","3 987,5"
2025-10-31,07:00,"5 600,00","3 716,9","3 716,9","3 728,9","4 360,8"
2025-10-31,08:00,"6 900,00","4 206,0","4 206,0","4 218,0","5 207,0"
2025-10-31,09:00,"6 900,00","4 601,8","4 601,8","4 613,8","5 275,5"
2025-10-31,10:00,"6 900,00","5 073,4","5 073,4","5 132,7","5 254,7"
2025-10-31,11:00,"5 367,00","4 892,2","4 892,2","5 489,9","5 077,5"
2025-10-31,12:00,"3 836,00","4 865,5","4 865,5","5 553,7","4 935,9"
2025-10-31,13:00,"3 075,00","4 693,6","4 693,6","5 657,8","4 713,8"
2025-10-31,14:00,"3 255,00","4 732,5","4 732,5","5 497,7","4 750,4"
2025-10-31,15:00,"5 067,00","4 783,2","4 783,2","4 950,3","4 962,7"
2025-10-31,16:00,"5 600,00","4 418,6","4 418,6","4 450,6","5 606,7"
2025-10-31,17:00,"5 600,00","4 239,7","4 239,7","4 248,7","6 138,6"
2025-10-31,18:00,"15 000,00","4 916,0","4 916,0","4 916,0","5 910,3"
2025-10-31,19:00,"15 000,00","5 237,6","5 237,6","5 237,6","6 316,3"
2025-10-31,20:00,"15 000,00","5 216,6","5 216,6","5 216,6","6 000,4"
2025-10-31,21:00,"15 000,00","5 048,0","5 048,0","5 048,0","5 759,2"
2025-10-31,22:00,"15 000,00","4 630,5","4 630,5","4 630,5","5 227,7"
2025-10-31,23:00,"15 000,00","4 438,7","4 438,7","4 438,7","4 723,9"
2025-10-31,24:00,"6 900,00","4 234,4","4 234,4","4 234,4","5 139,4"
2025-11-01,01:00,"5 600,00","3 719,8","3 719,8","4 232,0","3 907,5"
2025-11-01,02:00,"300,00","3 504,1","3 504,1","4 970,9","3 507,8"
2025-11-01,03:00,"49,00","3 283,5","3 283,5","5 071,9","3 283,5"
2025-11-01,04:00,"20,00","3 170,0","3 170,0","5 058,3","3 170,0"
2025-11-01,05:00,"25,00","3 243,5","3 243,5","5 110,6","3 243,5"
2025-11-01,06:00,"50,00","3 465,2","3 465,2","5 086,5","3 465,2"
2025-11-01,07:00,"299,00","3 765,4","3 765,4","5 161,2","3 765,4"
2025-11-01,08:00,"950,00","3 545,9","3 545,9","5 379,8","3 551,5"
2025-11-01,09:00,"2 450,00","3 769,9","3 769,9","5 851,5","3 777,6"
2025-11-01,10:00,"2 933,00","4 086,1","4 086,1","6 373,8","4 145,0"
2025-11-01,11:00,"2 850,00","4 186,4","4 186,4","6 647,6","4 266,5"
2025-11-01,12:00,"2 895,00","4 298,7","4 298,7","6 744,0","4 379,8"
2025-11-01,13:00,"2 445,00","4 311,2","4 311,2","6 614,3","4 372,0"
2025-11-01,14:00,"2 450,00","4 334,3","4 334,3","6 278,4","4 394,4"
2025-11-01,15:00,"2 990,00","4 389,8","4 389,8","5 672,8","4 454,0"
2025-11-01,16:00,"3 750,00","4 833,6","4 833,6","5 599,5","4 907,4"
2025-11-01,17:00,"5 600,00","5 100,3","5 100,3","5 460,3","5 471,2"
2025-11-01,18:00,"15 000,00","5 084,0","5 084,0","5 381,0","5 346,2"
2025-11-01,19:00,"15 000,00","5 360,9","5 360,9","5 657,9","5 529,7"
2025-11-01,20:00,"15 000,00","5 194,3","5 194,3","5 491,3","5 376,9"
2025-11-01,21:00,"15 000,00","5 036,8","5 036,8","5 333,8","5 181,8"
2025-11-01,22:00,"14 499,00","4 632,8","4 632,8","5 039,8","4 750,8"
2025-11-01,23:00,"7 740,00","4 078,7","4 078,7","4 865,1","4 197,2"
2025-11-01,24:00,"5 533,00","3 957,9","3 957,9","4 717,5","4 164,9"
2025-11-02,01:00,"5 592,28","3 793,3","3 793,3","4 146,7","3 877,1"
2025-11-02,02:00,"3 396,58","3 598,7","3 598,7","4 404,7","3 674,2"
2025-11-02,03:00,"399,00","3 428,4","3 428,4","4 410,6","3 489,2"
2025-11-02,04:00,"72,00","3 322,0","3 322,0","4 499,4","3 375,0"
2025-11-02,05:00,"72,00","3 342,9","3 342,9","4 486,6","3 395,1"
2025-11-02,06:00,"500,00","3 487,1","3 487,1","4 372,5","3 546,5"
2025-11-02,07:00,"100,00","3 416,4","3 416,4","4 443,2","3 483,2"
2025-11-02,08:00,"650,00","3 560,2","3 560,2","4 643,1","3 648,0"
2025-11-02,09:00,"990,00","4 167,0","4 167,0","5 096,4","4 268,3"
2025-11-02,10:00,"3 330,00","4 433,9","4 433,9","5 474,3","4 563,2"
2025-11-02,11:00,"3 075,00","4 613,9","4 613,9","5 879,3","4 798,5"
2025-11-02,12:00,"2 850,00","4 557,5","4 557,5","5 976,9","4 788,8"
2025-11-02,13:00,"2 845,00","4 494,5","4 494,5","5 939,7","4 664,7"
2025-11-02,14:00,"2 845,00","4 410,3","4 410,3","5 770,2","4 437,7"
2025-11-02,15:00,"2 163,00","4 078,0","4 078,0","5 239,2","4 093,9"
2025-11-02,16:00,"4 035,00","4 125,9","4 125,9","4 624,0","4 188,4"
2025-11-02,17:00,"5 600,00","4 875,1","4 875,1","4 946,1","5 063,4"
2025-11-02,18:00,"14 000,00","4 884,8","4 884,8","4 974,8","4 892,0"
2025-11-02,19:00,"14 000,00","5 166,7","5 166,7","5 234,2","5 167,9"
2025-11-02,20:00,"14 879,73","5 050,8","5 050,8","5 114,8","5 052,2"
2025-11-02,21:00,"14 901,05","4 943,0","4 943,0","4 948,7","4 944,4"
2025-11-02,22:00,"13 000,00","4 428,8","4 428,8","4 542,5","4 430,0"
2025-11-02,23:00,"7 000,00","3 735,7","3 735,7","4 285,7","3 746,9"
2025-11-02,24:00,"3 990,00","3 807,9","3 807,9","4 466,2","3 811,9"
2025-11-03,01:00,"2 870,00","3 415,2","3 415,2","4 776,0","3 419,4"
2025-11-03,02:00,"250,00","3 349,3","3 349,3","5 006,2","3 349,3"
2025-11-03,03:00,"97,00","3 219,2","3 219,2","5 001,3","3 219,2"
2025-11-03,04:00,"40,00","3 166,8","3 166,8","5 055,4","3 166,8"
2025-11-03,05:00,"72,00","3 229,0","3 229,0","5 034,5","3 229,0"
2025-11-03,06:00,"3 000,00","3 289,9","3 289,9","4 926,9","3 421,1"
2025-11-03,07:00,"5 600,00","3 550,9","3 550,9","4 589,8","3 670,1"
2025-11-03,08:00,"6 900,00","3 842,6","3 842,6","4 744,7","4 167,0"
2025-11-03,09:00,"6 900,00","4 287,4","4 287,4","5 177,5","4 505,4"
2025-11-03,10:00,"4 297,00","4 440,0","4 440,0","5 382,3","4 547,3"
2025-11-03,11:00,"3 750,00","4 604,1","4 604,1","5 737,5","4 642,7"
2025-11-03,12:00,"3 750,00","4 662,5","4 662,5","5 804,9","4 787,6"
2025-11-03,13:00,"3 750,00","4 577,9","4 577,9","5 774,7","4 726,0"
2025-11-03,14:00,"4 297,00","4 597,9","4 597,9","5 382,0","4 812,6"
2025-11-03,15:00,"5 568,02","4 292,3","4 292,3","4 750,3","4 716,7"
2025-11-03,16:00,"5 600,00","4 053,6","4 053,6","4 471,6","4 876,8"
2025-11-03,17:00,"5 600,00","4 730,6","4 730,6","5 155,6","5 537,8"
2025-11-03,18:00,"14 951,92","5 043,4","5 043,4","5 529,4","5 368,9"
2025-11-03,19:00,"14 951,89","5 223,4","5 223,4","5 709,4","5 463,6"
2025-11-03,20:00,"14 947,36","5 090,0","5 090,0","5 576,0","5 320,8"
2025-11-03,21:00,"14 949,07","4 853,0","4 853,0","5 339,0","5 151,8"
2025-11-03,22:00,"14 903,57","4 269,2","4 269,2","4 777,5","4 393,4"
2025-11-03,23:00,"9 200,00","3 722,8","3 722,8","4 418,0","3 871,6"
2025-11-03,24:00,"6 043,00","3 993,3","3 993,3","4 709,3","4 183,6"
2025-11-04,01:00,"1 005,00","3 547,1","3 547,1","4 602,3","3 557,3"
2025-11-04,02:00,"1 012,00","3 753,4","3 753,4","4 815,7","3 780,6"
2025-11-04,03:00,"1 009,00","3 709,8","3 709,8","4 811,4","3 740,0"
2025-11-04,04:00,"1 004,00","3 635,4","3 635,4","4 872,6","3 682,9"
2025-11-04,05:00,"1 002,00","3 571,0","3 571,0","4 833,1","3 617,6"
2025-11-04,06:00,"1 005,00","3 478,1","3 478,1","4 715,1","3 487,9"
2025-11-04,07:00,"3 200,00","3 813,1","3 813,1","4 426,8","3 885,8"
2025-11-04,08:00,"6 482,00","4 224,8","4 224,8","4 584,4","4 413,8"
2025-11-04,09:00,"6 800,00","4 535,3","4 535,3","4 734,0","4 726,2"
2025-11-04,10:00,"6 900,00","4 620,5","4 620,5","4 620,5","4 944,4"
2025-11-04,11:00,"6 851,54","4 659,3","4 659,3","4 780,9","4 930,8"
2025-11-04,12:00,"4 245,00","4 654,3","4 654,3","4 931,7","4 976,1"
2025-11-04,13:00,"3 595,00","4 632,8","4 632,8","4 994,1","4 909,7"
2025-11-04,14:00,"4 777,00","4 610,0","4 610,0","4 836,1","4 928,4"
2025-11-04,15:00,"5 567,55","4 436,2","4 436,2","4 476,2","4 938,0"
2025-11-04,16:00,"5 600,00","4 378,7","4 378,7","4 378,7","4 906,9"
2025-11-04,17:00,"5 600,00","5 182,2","5 182,2","5 182,2","5 790,2"
2025-11-04,18:00,"13 000,00","5 203,5","5 203,5","5 531,0","5 340,6"
2025-11-04,19:00,"10 000,00","5 211,3","5 211,3","5 807,8","5 341,3"
2025-11-04,20:00,"10 000,00","5 045,0","5 045,0","5 625,7","5 175,0"
2025-11-04,21:00,"10 000,00","4 982,9","4 982,9","5 555,0","5 097,9"
2025-11-04,22:00,"7 000,00","4 192,4","4 192,4","4 917,5","4 307,4"
2025-11-04,23:00,"4 000,00","3 685,8","3 685,8","4 596,8","3 697,4"
2025-11-04,24:00,"4 297,00","4 073,9","4 073,9","4 586,1","4 190,9"
2025-11-05,01:00,"1 260,00","3 705,7","3 705,7","4 591,1","3 710,1"
2025-11-05,02:00,"1 260,00","3 762,2","3 762,2","4 874,7","3 766,1"
2025-11-05,03:00,"1 100,00","3 610,4","3 610,4","4 905,9","3 618,1"
2025-11-05,04:00,"1 000,00","3 540,0","3 540,0","4 958,9","3 557,7"
2025-11-05,05:00,"1 080,00","3 612,4","3 612,4","4 930,1","3 633,0"
2025-11-05,06:00,"1 360,00","3 762,1","3 762,1","4 758,5","3 765,9"
2025-11-05,07:00,"4 777,00","3 835,9","3 835,9","4 294,8","3 865,7"
2025-11-05,08:00,"6 900,00","4 216,1","4 216,1","4 354,4","4 380,2"
2025-11-05,09:00,"6 900,00","4 528,6","4 528,6","4 528,6","4 729,2"
2025-11-05,10:00,"6 872,60","4 690,6","4 690,6","4 828,2","4 778,5"
2025-11-05,11:00,"5 481,00","4 716,1","4 716,1","5 008,2","4 792,9"
2025-11-05,12:00,"4 777,00","4 782,2","4 782,2","5 135,9","4 928,9"
2025-11-05,13:00,"4 487,93","4 726,4","4 726,4","5 136,9","4 840,3"
2025-11-05,14:00,"4 900,00","4 667,8","4 667,8","4 942,8","4 809,7"
2025-11-05,15:00,"5 595,00","4 538,1","4 538,1","4 618,6","4 848,8"
2025-11-05,16:00,"5 600,00","4 439,4","4 439,4","4 439,4","5 134,6"
2025-11-05,17:00,"5 600,00","5 482,6","5 482,6","5 482,6","6 226,6"
2025-11-05,18:00,"13 391,00","5 209,0","5 209,0","5 476,6","5 341,6"
2025-11-05,19:00,"9 000,00","5 113,5","5 113,5","5 565,7","5 227,5"
2025-11-05,20:00,"10 000,00","5 046,7","5 046,7","5 473,9","5 161,7"
2025-11-05,21:00,"9 000,00","4 848,2","4 848,2","5 187,0","4 963,0"
2025-11-05,22:00,"8 700,00","4 176,6","4 176,6","4 534,2","4 300,6"
2025-11-05,23:00,"6 000,00","3 834,8","3 834,8","4 309,7","3 973,8"
2025-11-05,24:00,"5 603,00","4 193,9","4 193,9","4 627,2","4 247,2"
2025-11-06,01:00,"2 400,00","3 823,6","3 823,6","4 527,2","3 828,0"
2025-11-06,02:00,"2 220,00","3 723,6","3 723,6","4 732,0","3 727,5"
2025-11-06,03:00,"2 040,00","3 528,9","3 528,9","4 788,1","3 536,6"
2025-11-06,04:00,"801,00","3 484,2","3 484,2","4 846,0","3 487,8"
2025-11-06,05:00,"1 988,00","3 494,4","3 494,4","4 843,2","3 515,0"
2025-11-06,06:00,"2 300,00","3 701,2","3 701,2","4 641,7","3 705,0"
2025-11-06,07:00,"5 600,00","4 072,5","4 072,5","4 281,5","4 106,1"
2025-11-06,08:00,"4 847,00","3 942,0","3 942,0","4 542,1","4 072,0"
2025-11-06,09:00,"4 847,00","4 267,4","4 267,4","4 795,5","4 399,7"
2025-11-06,10:00,"5 800,00","4 616,0","4 616,0","5 070,7","4 739,6"
2025-11-06,11:00,"4 244,00","4 612,1","4 612,1","5 327,6","4 655,4"
2025-11-06,12:00,"3 850,00","4 622,3","4 622,3","5 461,5","4 658,1"
2025-11-06,13:00,"3 850,00","4 508,5","4 508,5","5 521,9","4 544,4"
2025-11-06,14:00,"3 200,00","4 498,1","4 498,1","5 260,2","4 532,8"
2025-11-06,15:00,"5 000,00","4 574,6","4 574,6","4 830,7","4 631,3"
2025-11-06,16:00,"5 595,00","4 669,1","4 669,1","4 718,0","4 965,2"
2025-11-06,17:00,"5 600,00","5 607,4","5 607,4","5 616,4","6 062,7"
2025-11-06,18:00,"5 950,00","4 850,5","4 850,5","5 724,7","4 971,4"
2025-11-06,19:00,"7 000,00","4 875,6","4 875,6","5 526,8","4 989,6"
2025-11-06,20:00,"7 000,00","4 840,5","4 840,5","5 595,0","4 954,5"
2025-11-06,21:00,"6 000,00","4 589,8","4 589,8","5 450,8","4 703,8"
2025-11-06,22:00,"6 000,00","3 899,8","3 899,8","4 476,5","4 013,8"
2025-11-06,23:00,"3 380,00","3 653,7","3 653,7","4 373,7","3 653,7"
2025-11-06,24:00,"5 250,00","4 059,8","4 059,8","4 410,8","4 078,8"
2025-11-07,01:00,"3 936,00","3 981,3","3 981,3","4 570,0","4 026,8"
2025-11-07,02:00,"3 100,00","3 660,0","3 660,0","4 992,5","3 703,3"
2025-11-07,03:00,"3 060,00","3 600,3","3 600,3","4 910,4","3 645,1"
2025-11-07,04:00,"1 376,00","3 542,4","3 542,4","4 976,0","3 556,8"
2025-11-07,05:00,"2 000,00","3 579,9","3 579,9","5 058,3","3 605,9"
2025-11-07,06:00,"3 180,00","3 636,0","3 636,0","4 846,5","3 683,0"
2025-11-07,07:00,"5 560,00","4 008,3","4 008,3","4 389,1","4 072,2"
2025-11-07,08:00,"6 700,00","3 989,9","3 989,9","4 468,9","4 062,8"
