Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-01-14,12:00,"4 650,00","4 278,1","4 278,1","5 158,5","4 278,1"
2025-01-14,13:00,"3 934,00","4 083,3","4 083,3","5 223,3","4 083,3"
2025-01-14,14:00,"4 339,00","4 067,5","4 067,5","5 029,6","4 067,5"
2025-01-14,15:00,"5 250,00","4 150,5","4 150,5","4 728,3","4 150,5"
2025-01-14,16:00,"5 600,00","4 432,4","4 432,4","4 724,7","4 432,4"
2025-01-14,17:00,"5 600,00","4 852,8","4 852,8","4 980,1","4 856,5"
2025-01-14,18:00,"8 989,22","4 863,7","4 863,7","5 536,3","4 863,7"
2025-01-14,19:00,"9 000,00","4 629,2","4 629,2","5 423,1","4 637,8"
2025-01-14,20:00,"8 992,69","4 466,3","4 466,3","5 427,9","4 466,3"
2025-01-14,21:00,"8 700,00","4 401,1","4 401,1","5 412,1","4 401,1"
2025-01-14,22:00,"8 700,00","4 121,2","4 121,2","5 160,3","4 121,2"
2025-01-14,23:00,"6 790,00","3 682,5","3 682,5","4 989,1","3 682,5"
2025-01-14,24:00,"6 862,71","3 447,6","3 447,6","4 635,6","3 447,6"
2025-01-15,01:00,"4 745,00","3 313,6","3 313,6","3 966,3","3 313,6"
2025-01-15,02:00,"3 800,00","3 039,4","3 039,4","4 332,0","3 039,4"
2025-01-15,03:00,"3 500,00","3 005,3","3 005,3","4 498,0","3 005,3"
2025-01-15,04:00,"3 000,00","2 938,0","2 938,0","4 532,6","2 938,0"
2025-01-15,05:00,"3 000,00","2 932,1","2 932,1","4 692,8","2 932,1"
2025-01-15,06:00,"3 500,00","2 860,8","2 860,8","4 561,9","2 860,8"
2025-01-15,07:00,"4 308,00","3 044,4","3 044,4","4 233,0","3 044,4"
2025-01-15,08:00,"6 876,97","3 825,4","3 825,4","4 354,0","3 825,4"
2025-01-15,09:00,"6 900,00","4 309,1","4 309,1","4 450,2","4 524,8"
2025-01-15,10:00,"6 900,00","4 661,3","4 661,3","4 724,8","5 080,7"
2025-01-15,11:00,"6 900,00","4 774,6","4 774,6","4 774,6","5 022,2"
2025-01-15,12:00,"5 600,00","4 482,7","4 482,7","4 482,7","4 854,0"
2025-01-15,13:00,"5 600,00","4 531,9","4 531,9","4 531,9","4 636,5"
2025-01-15,14:00,"5 600,00","4 371,0","4 371,0","4 371,0","4 659,6"
2025-01-15,15:00,"5 600,00","4 105,3","4 105,3","4 105,3","4 768,1"
2025-01-15,16:00,"5 600,00","4 407,0","4 407,0","4 407,0","4 932,1"
2025-01-15,17:00,"5 600,00","4 609,9","4 609,9","4 651,4","5 074,8"
2025-01-15,18:00,"9 000,00","4 618,0","4 618,0","4 774,1","5 266,3"
2025-01-15,19:00,"9 000,00","4 450,5","4 450,5","4 656,6","5 038,4"
2025-01-15,20:00,"9 000,00","4 460,2","4 460,2","4 702,7","4 909,5"
2025-01-15,21:00,"9 000,00","4 281,7","4 281,7","4 574,2","4 599,4"
2025-01-15,22:00,"9 000,00","4 097,6","4 097,6","4 390,1","4 315,1"
2025-01-15,23:00,"8 991,14","3 976,4","3 976,4","4 432,5","3 976,4"
2025-01-15,24:00,"6 874,61","3 524,6","3 524,6","4 256,1","3 524,6"
2025-01-16,01:00,"4 308,00","3 193,7","3 193,7","4 252,8","3 193,7"
2025-01-16,02:00,"3 000,00","2 902,7","2 902,7","4 514,7","2 902,7"
2025-01-16,03:00,"2 890,00","2 929,5","2 929,5","4 606,9","2 929,5"
2025-01-16,04:00,"2 678,00","2 870,1","2 870,1","4 671,0","2 870,1"
2025-01-16,05:00,"2 890,00","2 878,5","2 878,5","4 859,3","2 878,5"
2025-01-16,06:00,"2 890,00","2 756,3","2 756,3","4 734,8","2 756,3"
2025-01-16,07:00,"3 868,00","2 924,9","2 924,9","4 374,5","2 924,9"
2025-01-16,08:00,"6 650,00","3 628,6","3 628,6","4 361,4","3 628,6"
2025-01-16,09:00,"6 900,00","4 273,3","4 273,3","4 454,2","4 307,6"
2025-01-16,10:00,"6 900,00","4 457,8","4 457,8","4 563,5","4 763,7"
2025-01-16,11:00,"6 900,00","4 435,1","4 435,1","4 534,8","4 761,3"
2025-01-16,12:00,"5 600,00","4 105,4","4 105,4","4 105,4","4 562,1"
2025-01-16,13:00,"5 600,00","4 118,2","4 118,2","4 118,2","4 366,2"
2025-01-16,14:00,"5 600,00","3 979,3","3 979,3","3 979,3","4 391,7"
2025-01-16,15:00,"5 600,00","3 883,4","3 883,4","3 883,4","4 425,3"
2025-01-16,16:00,"5 600,00","4 352,6","4 352,6","4 352,6","4 524,5"
2025-01-16,17:00,"5 600,00","4 696,2","4 696,2","4 755,7","4 696,2"
2025-01-16,18:00,"9 000,00","4 762,3","4 762,3","4 836,0","4 925,9"
2025-01-16,19:00,"9 000,00","4 436,0","4 436,0","4 735,3","4 690,7"
2025-01-16,20:00,"9 000,00","4 464,3","4 464,3","4 818,7","4 586,3"
2025-01-16,21:00,"8 989,50","4 204,6","4 204,6","4 702,6","4 204,6"
2025-01-16,22:00,"8 600,00","3 852,1","3 852,1","4 619,1","3 852,1"
2025-01-16,23:00,"6 800,00","3 668,4","3 668,4","4 588,9","3 668,4"
2025-01-16,24:00,"5 860,00","3 227,9","3 227,9","4 375,4","3 227,9"
2025-01-17,01:00,"3 600,00","3 066,5","3 066,5","4 488,1","3 066,6"
2025-01-17,02:00,"2 890,00","2 804,6","2 804,6","4 694,4","2 804,7"
2025-01-17,03:00,"2 678,00","2 763,1","2 763,1","4 702,4","2 763,2"
2025-01-17,04:00,"2 500,00","2 729,2","2 729,2","4 774,8","2 729,3"
2025-01-17,05:00,"2 000,00","2 649,9","2 649,9","4 888,5","2 650,0"
2025-01-17,06:00,"2 678,00","2 757,1","2 757,1","4 768,3","2 757,2"
2025-01-17,07:00,"3 868,00","3 005,1","3 005,1","4 554,5","3 005,2"
2025-01-17,08:00,"6 594,00","3 699,4","3 699,4","4 603,9","3 699,4"
2025-01-17,09:00,"6 900,00","4 359,3","4 359,3","4 671,3","4 359,3"
2025-01-17,10:00,"6 900,00","4 579,2","4 579,2","4 694,9","4 824,7"
2025-01-17,11:00,"6 900,00","4 600,4","4 600,4","4 600,4","4 833,8"
2025-01-17,12:00,"5 600,00","4 138,1","4 138,1","4 138,1","4 678,9"
2025-01-17,13:00,"5 600,00","4 203,4","4 203,4","4 203,4","4 405,3"
2025-01-17,14:00,"5 600,00","4 111,2","4 111,2","4 111,2","4 410,2"
2025-01-17,15:00,"5 600,00","4 063,5","4 063,5","4 063,5","4 476,4"
2025-01-17,16:00,"5 600,00","4 576,5","4 576,5","4 623,2","4 576,6"
2025-01-17,17:00,"5 600,00","4 687,5","4 687,5","4 837,1","4 687,5"
2025-01-17,18:00,"8 950,00","4 803,0","4 803,0","5 429,0","4 803,1"
2025-01-17,19:00,"8 950,00","4 588,5","4 588,5","5 207,7","4 588,6"
2025-01-17,20:00,"8 920,55","4 286,9","4 286,9","5 334,2","4 286,9"
2025-01-17,21:00,"8 242,00","3 989,4","3 989,4","5 190,9","3 989,4"
2025-01-17,22:00,"7 900,00","3 892,1","3 892,1","5 008,6","3 892,1"
2025-01-17,23:00,"6 912,67","3 716,6","3 716,6","4 757,4","3 716,7"
2025-01-17,24:00,"6 872,76","3 378,2","3 378,2","4 289,1","3 378,3"
2025-01-18,01:00,"3 500,00","3 021,7","3 021,7","4 479,5","3 021,7"
2025-01-18,02:00,"2 678,00","2 785,7","2 785,7","4 679,9","2 785,7"
2025-01-18,03:00,"2 490,00","2 676,4","2 676,4","4 756,2","2 676,4"
2025-01-18,04:00,"2 490,00","2 761,2","2 761,2","4 806,6","2 761,2"
2025-01-18,05:00,"2 490,00","2 781,8","2 781,8","4 854,1","2 781,8"
2025-01-18,06:00,"2 678,00","2 720,5","2 720,5","4 726,2","2 720,5"
2025-01-18,07:00,"2 890,00","2 734,1","2 734,1","4 695,4","2 734,1"
2025-01-18,08:00,"5 180,00","3 266,0","3 266,0","4 972,6","3 266,0"
2025-01-18,09:00,"5 700,00","3 515,2","3 515,2","5 030,6","3 515,2"
2025-01-18,10:00,"6 850,00","4 211,8","4 211,8","4 986,2","4 211,8"
2025-01-18,11:00,"6 850,00","4 276,5","4 276,5","4 813,1","4 276,7"
2025-01-18,12:00,"5 600,00","4 211,1","4 211,1","4 469,9","4 211,1"
2025-01-18,13:00,"5 100,00","3 933,3","3 933,3","4 558,0","3 933,3"
2025-01-18,14:00,"5 100,00","3 863,0","3 863,0","4 573,1","3 863,0"
2025-01-18,15:00,"5 100,00","3 906,9","3 906,9","4 542,7","3 906,9"
2025-01-18,16:00,"5 500,00","4 155,4","4 155,4","4 882,6","4 155,4"
2025-01-18,17:00,"5 565,54","4 479,3","4 479,3","4 918,5","4 479,3"
2025-01-18,18:00,"8 200,00","4 146,5","4 146,5","5 709,0","4 146,5"
2025-01-18,19:00,"7 900,00","3 960,1","3 960,1","5 633,0","3 960,1"
2025-01-18,20:00,"7 641,26","4 052,4","4 052,4","5 549,5","4 052,4"
2025-01-18,21:00,"8 200,00","4 255,7","4 255,7","5 232,5","4 255,7"
2025-01-18,22:00,"8 988,69","4 271,0","4 271,0","5 019,7","4 271,0"
2025-01-18,23:00,"7 300,00","3 895,5","3 895,5","4 856,7","3 895,5"
2025-01-18,24:00,"6 877,67","3 615,0","3 615,0","4 478,2","3 615,0"
2025-01-19,01:00,"3 868,00","3 104,2","3 104,2","3 916,5","3 112,3"
2025-01-19,02:00,"3 500,00","2 890,8","2 890,8","3 810,6","2 899,3"
2025-01-19,03:00,"3 300,00","2 809,8","2 809,8","3 829,6","2 814,8"
2025-01-19,04:00,"2 890,00","2 701,4","2 701,4","3 869,9","2 701,4"
2025-01-19,05:00,"2 890,00","2 722,7","2 722,7","3 876,5","2 722,7"
2025-01-19,06:00,"3 300,00","2 823,3","2 823,3","3 807,7","2 823,3"
2025-01-19,07:00,"3 300,00","2 782,4","2 782,4","3 921,9","2 782,4"
2025-01-19,08:00,"5 180,00","3 237,1","3 237,1","4 528,1","3 237,1"
2025-01-19,09:00,"6 100,00","3 587,1","3 587,1","5 003,4","3 587,1"
2025-01-19,10:00,"6 500,00","3 979,1","3 979,1","5 156,6","3 979,1"
2025-01-19,11:00,"5 180,00","3 725,9","3 725,9","4 983,2","3 736,1"
2025-01-19,12:00,"4 000,00","3 496,1","3 496,1","4 575,1","3 496,1"
2025-01-19,13:00,"2 890,00","3 263,7","3 263,7","4 697,2","3 263,7"
2025-01-19,14:00,"2 840,00","3 234,8","3 234,8","4 725,4","3 234,8"
2025-01-19,15:00,"3 890,00","3 384,8","3 384,8","4 835,2","3 384,8"
2025-01-19,16:00,"4 980,00","3 772,2","3 772,2","5 106,4","3 772,3"
2025-01-19,17:00,"5 400,00","4 119,4","4 119,4","4 939,7","4 119,4"
2025-01-19,18:00,"8 700,00","4 177,7","4 177,7","5 318,3","4 177,7"
2025-01-19,19:00,"8 450,00","4 048,0","4 048,0","5 197,1","4 048,0"
2025-01-19,20:00,"8 600,00","4 137,2","4 137,2","5 151,9","4 137,2"
2025-01-19,21:00,"8 700,00","4 084,8","4 084,8","4 909,4","4 084,8"
2025-01-19,22:00,"8 988,79","4 122,5","4 122,5","4 931,5","4 122,5"
2025-01-19,23:00,"8 990,02","3 780,2","3 780,2","4 618,7","3 780,2"
2025-01-19,24:00,"6 872,12","3 372,5","3 372,5","4 308,4","3 372,5"
2025-01-20,01:00,"3 500,00","2 968,0","2 968,0","3 974,6","2 968,1"
2025-01-20,02:00,"2 890,00","2 771,9","2 771,9","4 026,4","2 772,0"
2025-01-20,03:00,"2 890,00","2 834,5","2 834,5","4 165,1","2 834,6"
2025-01-20,04:00,"2 678,00","2 759,3","2 759,3","4 264,5","2 759,4"
2025-01-20,05:00,"2 678,00","2 797,2","2 797,2","4 424,2","2 797,3"
2025-01-20,06:00,"3 000,00","2 729,8","2 729,8","4 450,6","2 729,9"
2025-01-20,07:00,"4 308,00","3 014,0","3 014,0","4 355,9","3 014,1"
2025-01-20,08:00,"6 876,12","3 765,6","3 765,6","4 652,7","3 765,7"
2025-01-20,09:00,"6 871,40","4 463,5","4 463,5","5 005,7","4 463,5"
2025-01-20,10:00,"6 850,00","4 760,5","4 760,5","5 568,4","4 760,5"
2025-01-20,11:00,"4 680,00","4 428,8","4 428,8","5 875,7","4 428,8"
2025-01-20,12:00,"3 099,00","4 222,8","4 222,8","5 783,5","4 222,8"
2025-01-20,13:00,"2 500,00","3 919,5","3 919,5","5 765,1","3 919,5"
2025-01-20,14:00,"2 833,00","3 949,3","3 949,3","5 470,6","3 949,3"
2025-01-20,15:00,"4 500,00","4 071,3","4 071,3","5 136,7","4 071,3"
2025-01-20,16:00,"5 500,00","4 366,0","4 366,0","4 974,1","4 366,0"
2025-01-20,17:00,"5 600,00","4 577,4","4 577,4","4 733,5","4 614,9"
2025-01-20,18:00,"9 000,00","4 759,1","4 759,1","5 008,7","4 790,8"
2025-01-20,19:00,"8 991,90","4 487,6","4 487,6","4 996,1","4 487,6"
2025-01-20,20:00,"8 991,61","4 382,9","4 382,9","5 027,9","4 382,9"
2025-01-20,21:00,"8 900,00","4 157,8","4 157,8","4 896,9","4 157,8"
2025-01-20,22:00,"8 900,00","4 124,1","4 124,1","5 020,1","4 124,1"
2025-01-20,23:00,"7 300,00","3 647,7","3 647,7","4 928,0","3 647,8"
2025-01-20,24:00,"6 870,59","3 459,6","3 459,6","4 445,1","3 459,7"
2025-01-21,01:00,"3 800,00","3 132,1","3 132,1","4 080,7","3 132,1"
2025-01-21,02:00,"3 000,00","2 950,1","2 950,1","4 328,3","2 950,3"
2025-01-21,03:00,"2 890,00","2 824,7","2 824,7","4 401,8","2 824,9"
2025-01-21,04:00,"2 678,00","2 745,8","2 745,8","4 443,1","2 746,0"
2025-01-21,05:00,"2 678,00","2 778,2","2 778,2","4 533,3","2 778,4"
2025-01-21,06:00,"3 000,00","2 798,5","2 798,5","4 344,3","2 798,7"
2025-01-21,07:00,"4 308,00","3 120,5","3 120,5","4 231,5","3 120,7"
2025-01-21,08:00,"6 850,00","3 879,8","3 879,8","4 532,1","3 880,0"
2025-01-21,09:00,"6 900,00","4 457,1","4 457,1","4 626,1","4 633,5"
2025-01-21,10:00,"6 900,00","4 563,3","4 563,3","4 671,6","5 024,8"
2025-01-21,11:00,"6 900,00","4 696,8","4 696,8","4 707,5","4 900,4"
2025-01-21,12:00,"5 600,00","4 426,1","4 426,1","4 426,1","4 719,3"
2025-01-21,13:00,"5 600,00","4 465,5","4 465,5","4 465,5","4 529,8"
2025-01-21,14:00,"5 600,00","4 381,0","4 381,0","4 381,0","4 545,8"
2025-01-21,15:00,"5 600,00","4 358,1","4 358,1","4 358,1","4 611,9"
2025-01-21,16:00,"5 600,00","4 598,1","4 598,1","4 598,1","4 782,0"
2025-01-21,17:00,"5 600,00","4 704,4","4 704,4","4 704,4","4 973,3"
2025-01-21,18:00,"9 000,00","4 723,2","4 723,2","4 756,4","4 723,5"
2025-01-21,19:00,"9 000,00","4 581,8","4 581,8","4 709,2","4 582,1"
2025-01-21,20:00,"8 992,76","4 464,6","4 464,6","4 784,9","4 464,8"
2025-01-21,21:00,"8 970,00","4 179,2","4 179,2","4 514,7","4 179,4"
2025-01-21,22:00,"8 970,00","4 149,2","4 149,2","4 632,1","4 149,4"
2025-01-21,23:00,"7 777,00","3 803,8","3 803,8","4 628,3","3 804,0"
2025-01-21,24:00,"6 800,00","3 404,0","3 404,0","4 162,9","3 404,2"
2025-01-22,01:00,"3 300,00","3 031,8","3 031,8","4 354,9","3 031,8"
2025-01-22,02:00,"2 890,00","2 906,0","2 906,0","4 556,5","2 906,0"
2025-01-22,03:00,"2 000,00","2 676,8","2 676,8","4 648,2","2 676,8"
2025-01-22,04:00,"2 000,00","2 694,8","2 694,8","4 757,3","2 694,8"
2025-01-22,05:00,"2 000,00","2 704,4","2 704,4","4 767,6","2 704,4"
2025-01-22,06:00,"2 890,00","2 839,3","2 839,3","4 582,1","2 839,3"
2025-01-22,07:00,"4 000,00","3 031,9","3 031,9","4 520,1","3 031,9"
2025-01-22,08:00,"6 300,00","3 719,4","3 719,4","4 617,0","3 719,4"
2025-01-22,09:00,"6 900,00","4 542,6","4 542,6","4 813,4","4 542,6"
2025-01-22,10:00,"6 900,00","4 597,8","4 597,8","4 706,1","5 025,4"
2025-01-22,11:00,"6 900,00","4 524,1","4 524,1","4 569,8","4 981,6"
2025-01-22,12:00,"5 600,00","4 118,1","4 118,1","4 118,1","4 833,5"
2025-01-22,13:00,"5 600,00","4 161,2","4 161,2","4 161,2","4 664,0"
2025-01-22,14:00,"5 600,00","4 095,9","4 095,9","4 095,9","4 647,2"
2025-01-22,15:00,"5 600,00","4 288,3","4 288,3","4 288,3","4 652,1"
2025-01-22,16:00,"5 600,00","4 727,3","4 727,3","4 727,3","4 783,5"
2025-01-22,17:00,"5 600,00","4 917,4","4 917,4","4 969,1","4 917,6"
2025-01-22,18:00,"9 000,00","4 675,5","4 675,5","4 931,1","4 675,8"
2025-01-22,19:00,"8 993,17","4 460,9","4 460,9","4 892,9","4 461,2"
2025-01-22,20:00,"8 970,00","4 445,7","4 445,7","5 094,8","4 446,0"
2025-01-22,21:00,"8 700,00","4 019,9","4 019,9","4 912,0","4 020,2"
2025-01-22,22:00,"8 600,00","4 068,9","4 068,9","5 229,2","4 069,1"
2025-01-22,23:00,"7 700,00","3 890,8","3 890,8","5 105,8","3 891,0"
2025-01-22,24:00,"6 000,00","3 422,1","3 422,1","4 452,9","3 422,3"
2025-01-23,01:00,"3 868,00","3 132,4","3 132,4","4 338,5","3 132,4"
2025-01-23,02:00,"3 800,00","3 118,6","3 118,6","4 531,0","3 118,6"
2025-01-23,03:00,"3 798,00","3 082,2","3 082,2","4 585,9","3 084,4"
2025-01-23,04:00,"3 300,00","3 029,5","3 029,5","4 646,3","3 029,7"
2025-01-23,05:00,"3 500,00","3 058,5","3 058,5","4 633,5","3 058,7"
2025-01-23,06:00,"3 868,00","2 973,3","2 973,3","4 429,8","2 993,3"
2025-01-23,07:00,"4 308,00","3 117,4","3 117,4","4 462,1","3 117,4"
2025-01-23,08:00,"6 650,00","3 834,0","3 834,0","4 710,0","3 834,0"
2025-01-23,09:00,"6 900,00","4 508,2","4 508,2","4 766,9","4 508,2"
2025-01-23,10:00,"6 900,00","4 792,3","4 792,3","4 900,6","4 934,9"
2025-01-23,11:00,"6 900,00","4 832,9","4 832,9","4 901,3","4 833,2"
2025-01-23,12:00,"5 600,00","4 404,5","4 404,5","4 404,5","4 624,9"
2025-01-23,13:00,"5 600,00","4 400,5","4 400,5","4 519,3","4 400,6"
2025-01-23,14:00,"5 600,00","4 420,2","4 420,2","4 522,2","4 420,3"
2025-01-23,15:00,"5 600,00","4 469,2","4 469,2","4 651,9","4 469,3"
2025-01-23,16:00,"5 600,00","4 704,3","4 704,3","4 919,3","4 704,4"
2025-01-23,17:00,"5 600,00","4 851,5","4 851,5","4 851,5","4 857,3"
2025-01-23,18:00,"8 980,00","4 685,0","4 685,0","5 046,2","4 685,1"
2025-01-23,19:00,"8 970,00","4 541,9","4 541,9","4 933,1","4 542,0"
2025-01-23,20:00,"8 989,69","4 576,7","4 576,7","5 224,2","4 576,8"
2025-01-23,21:00,"8 900,00","4 197,3","4 197,3","5 172,2","4 197,3"
2025-01-23,22:00,"8 700,00","4 227,1","4 227,1","5 267,2","4 227,1"
2025-01-23,23:00,"8 100,00","4 027,1","4 027,1","5 170,8","4 027,1"
2025-01-23,24:00,"6 850,00","3 550,4","3 550,4","4 563,1","3 550,4"
2025-01-24,01:00,"4 280,00","3 249,9","3 249,9","3 946,9","3 249,9"
2025-01-24,02:00,"3 300,00","2 995,1","2 995,1","4 201,0","2 995,1"
2025-01-24,03:00,"2 890,00","2 913,6","2 913,6","4 380,8","2 913,6"
2025-01-24,04:00,"2 890,00","2 870,9","2 870,9","4 619,8","2 870,9"
2025-01-24,05:00,"2 890,00","2 912,3","2 912,3","4 927,1","2 912,3"
2025-01-24,06:00,"3 600,00","2 903,4","2 903,4","4 787,0","2 903,4"
2025-01-24,07:00,"4 745,00","3 273,9","3 273,9","4 714,7","3 280,1"
2025-01-24,08:00,"6 650,00","3 854,7","3 854,7","4 884,0","3 854,7"
2025-01-24,09:00,"6 900,00","4 323,9","4 323,9","4 721,0","4 323,9"
2025-01-24,10:00,"6 900,00","4 768,6","4 768,6","4 935,4","4 777,8"
2025-01-24,11:00,"6 900,00","4 754,4","4 754,4","4 805,6","4 754,7"
2025-01-24,12:00,"5 600,00","4 353,6","4 353,6","4 353,6","4 563,5"
2025-01-24,13:00,"5 600,00","4 347,0","4 347,0","4 347,0","4 376,0"
2025-01-24,14:00,"5 600,00","4 322,1","4 322,1","4 322,1","4 361,6"
2025-01-24,15:00,"5 600,00","4 286,2","4 286,2","4 286,2","4 417,5"
2025-01-24,16:00,"5 600,00","4 525,7","4 525,7","4 578,7","4 525,8"
2025-01-24,17:00,"5 600,00","4 619,9","4 619,9","4 891,8","4 619,9"
2025-01-24,18:00,"8 980,00","4 394,7","4 394,7","5 117,7","4 394,8"
2025-01-24,19:00,"8 900,00","4 205,8","4 205,8","5 038,3","4 205,9"
2025-01-24,20:00,"8 946,80","4 336,4","4 336,4","5 397,2","4 336,5"
2025-01-24,21:00,"8 850,00","4 049,7","4 049,7","5 086,2","4 049,7"
2025-01-24,22:00,"8 600,00","4 095,4","4 095,4","5 469,5","4 095,4"
2025-01-24,23:00,"7 543,00","3 946,4","3 946,4","5 408,6","3 946,4"
2025-01-24,24:00,"6 450,00","3 425,1","3 425,1","4 892,2","3 425,1"
2025-01-25,01:00,"5 180,00","3 178,5","3 178,5","3 925,4","3 198,5"
2025-01-25,02:00,"4 289,00","2 871,3","2 871,3","4 383,6","2 881,3"
2025-01-25,03:00,"3 868,00","2 768,0","2 768,0","4 531,4","2 778,0"
2025-01-25,04:00,"2 890,00","2 667,6","2 667,6","4 642,0","2 667,6"
2025-01-25,05:00,"2 850,00","2 663,1","2 663,1","4 657,6","2 663,1"
2025-01-25,06:00,"2 890,00","2 641,8","2 641,8","4 512,3","2 641,8"
2025-01-25,07:00,"4 289,00","2 938,6","2 938,6","4 477,3","2 938,6"
2025-01-25,08:00,"5 860,00","3 331,4","3 331,4","4 877,4","3 331,4"
2025-01-25,09:00,"5 380,00","3 271,1","3 271,1","4 821,6","3 271,1"
2025-01-25,10:00,"6 300,00","3 683,0","3 683,0","4 873,1","3 683,0"
2025-01-25,11:00,"5 860,00","3 805,7","3 805,7","4 927,9","3 805,9"
2025-01-25,12:00,"4 980,00","3 821,4","3 821,4","4 569,5","3 821,4"
2025-01-25,13:00,"4 339,00","3 606,7","3 606,7","4 684,4","3 638,8"
2025-01-25,14:00,"4 339,00","3 567,4","3 567,4","4 671,7","3 567,4"
2025-01-25,15:00,"4 650,00","3 626,8","3 626,8","4 592,1","3 626,8"
2025-01-25,16:00,"5 100,00","3 793,7","3 793,7","4 751,3","3 793,7"
2025-01-25,17:00,"5 550,00","4 046,3","4 046,3","4 780,5","4 046,3"
2025-01-25,18:00,"8 900,00","3 940,7","3 940,7","4 720,7","3 940,8"
2025-01-25,19:00,"8 900,00","3 888,4","3 888,4","4 644,9","3 888,5"
2025-01-25,20:00,"8 992,48","4 096,8","4 096,8","5 073,8","4 096,9"
2025-01-25,21:00,"8 900,00","3 840,2","3 840,2","4 835,3","3 840,3"
2025-01-25,22:00,"8 990,75","3 970,9","3 970,9","5 060,4","3 971,0"
2025-01-25,23:00,"7 400,00","3 469,5","3 469,5","5 068,8","3 469,6"
2025-01-25,24:00,"6 850,00","3 516,8","3 516,8","4 745,2","3 516,9"
2025-01-26,01:00,"4 280,00","3 134,3","3 134,3","4 139,6","3 134,3"
2025-01-26,02:00,"3 100,00","2 835,3","2 835,3","4 294,2","2 835,3"
2025-01-26,03:00,"2 678,00","2 696,5","2 696,5","4 276,7","2 696,5"
2025-01-26,04:00,"2 500,00","2 588,7","2 588,7","4 379,1","2 588,7"
2025-01-26,05:00,"2 500,00","2 557,0","2 557,0","4 442,1","2 557,0"
2025-01-26,06:00,"2 678,00","2 628,0","2 628,0","4 416,7","2 628,0"
2025-01-26,07:00,"3 000,00","2 779,3","2 779,3","4 512,7","2 779,3"
2025-01-26,08:00,"5 380,00","3 317,2","3 317,2","5 002,0","3 317,2"
2025-01-26,09:00,"5 300,00","3 341,2","3 341,2","4 853,4","3 341,2"
2025-01-26,10:00,"6 000,00","3 692,7","3 692,7","4 752,0","3 693,2"
2025-01-26,11:00,"5 380,00","3 701,2","3 701,2","4 813,1","3 733,1"
2025-01-26,12:00,"4 800,00","3 682,7","3 682,7","4 514,4","3 716,6"
2025-01-26,13:00,"4 339,00","3 463,3","3 463,3","4 567,3","3 509,8"
2025-01-26,14:00,"3 879,00","3 357,1","3 357,1","4 554,8","3 359,1"
2025-01-26,15:00,"4 339,00","3 368,0","3 368,0","4 514,5","3 371,0"
2025-01-26,16:00,"4 650,00","3 462,3","3 462,3","4 848,8","3 462,3"
2025-01-26,17:00,"5 200,00","3 746,2","3 746,2","4 964,2","3 746,2"
2025-01-26,18:00,"8 850,00","3 942,1","3 942,1","4 849,4","3 942,1"
2025-01-26,19:00,"8 850,00","4 001,8","4 001,8","4 791,2","4 001,8"
2025-01-26,20:00,"8 970,00","4 304,0","4 304,0","5 251,1","4 304,0"
2025-01-26,21:00,"8 900,00","4 037,0","4 037,0","5 040,1","4 037,0"
2025-01-26,22:00,"8 989,15","4 223,7","4 223,7","5 156,6","4 223,7"
2025-01-26,23:00,"8 300,00","3 842,5","3 842,5","5 082,3","3 842,5"
2025-01-26,24:00,"6 750,00","3 545,1","3 545,1","4 781,7","3 545,1"
2025-01-27,01:00,"3 300,00","2 939,7","2 939,7","4 097,3","2 939,7"
2025-01-27,02:00,"2 678,00","2 841,5","2 841,5","4 443,9","2 861,5"
2025-01-27,03:00,"2 100,00","2 660,7","2 660,7","4 499,2","2 680,7"
2025-01-27,04:00,"2 000,00","2 645,4","2 645,4","4 716,0","2 665,4"
2025-01-27,05:00,"2 000,00","2 685,3","2 685,3","4 816,6","2 705,3"
2025-01-27,06:00,"2 450,00","2 623,6","2 623,6","4 632,6","2 643,6"
2025-01-27,07:00,"3 798,00","2 974,7","2 974,7","4 490,7","2 974,7"
2025-01-27,08:00,"6 650,00","3 848,1","3 848,1","5 005,4","3 848,2"
2025-01-27,09:00,"6 900,00","4 313,6","4 313,6","5 106,6","4 313,6"
2025-01-27,10:00,"6 845,00","4 328,7","4 328,7","5 145,1","4 328,7"
2025-01-27,11:00,"5 300,00","4 195,1","4 195,1","5 494,7","4 195,2"
2025-01-27,12:00,"4 500,00","4 022,6","4 022,6","5 352,3","4 022,9"
2025-01-27,13:00,"3 700,00","3 721,8","3 721,8","5 452,7","3 722,1"
2025-01-27,14:00,"3 700,00","3 654,8","3 654,8","5 260,3","3 655,1"
2025-01-27,15:00,"4 339,00","3 745,1","3 745,1","5 007,2","3 745,4"
2025-01-27,16:00,"4 980,00","3 859,5","3 859,5","5 047,4","3 859,8"
2025-01-27,17:00,"5 400,00","4 087,1","4 087,1","5 202,2","4 087,3"
2025-01-27,18:00,"8 700,00","3 904,1","3 904,1","5 210,2","3 904,3"
2025-01-27,19:00,"8 799,00","3 956,4","3 956,4","5 108,2","3 956,6"
2025-01-27,20:00,"8 900,00","4 190,7","4 190,7","5 519,4","4 190,9"
2025-01-27,21:00,"8 700,00","3 845,2","3 845,2","5 432,7","3 845,4"
2025-01-27,22:00,"8 700,00","3 908,5","3 908,5","5 447,9","3 908,7"
