Date,Month,Day,Day_of_week,Hour,Price,Min_Price,Max_Price,Last_Price,Vol_Sale,Vol_Buy,Decl_Sale,Decl_Buy
1 - 12,1,12,7,15,4410.51,4263.0,5600.0,4349.98,324.9,324.9,448.8,379.9
1 - 12,1,12,7,16,5078.47,4998.0,5096.23,5096.22,146.7,146.7,485.8,225.2
1 - 12,1,12,7,17,5566.1,5521.0,5569.5,5567.0,247.6,247.6,486.0,330.8
1 - 12,1,12,7,18,8586.2,8502.1,8596.23,8596.09,162.0,162.0,703.4,245.4
1 - 12,1,12,7,19,8569.24,8400.0,8596.23,8589.97,127.4,127.4,662.0,160.5
1 - 12,1,12,7,20,7849.75,7700.0,7896.23,7896.0,108.2,108.2,613.9,145.4
1 - 12,1,12,7,21,7844.56,7650.0,7896.23,7700.0,107.8,107.8,704.6,149.0
1 - 12,1,12,7,22,7983.38,7901.0,7998.98,7990.0,140.7,140.7,673.9,232.1
1 - 12,1,12,7,23,5692.74,5600.0,5700.0,5699.99,253.7,253.7,489.8,364.2
1 - 12,1,12,7,24,6562.44,4600.0,6596.23,6449.0,134.1,134.1,567.0,170.3
1 - 13,1,13,1,1,3854.66,3800.0,3866.27,3820.0,75.1,75.1,266.3,91.6
1 - 13,1,13,1,2,3275.57,3200.0,3298.27,3220.0,102.8,102.8,399.5,119.3
1 - 13,1,13,1,3,2984.73,1800.0,2998.27,1800.0,96.7,96.7,455.2,119.0
1 - 13,1,13,1,4,2665.71,2600.0,2676.27,2675.0,95.9,95.9,507.6,118.7
1 - 13,1,13,1,5,2685.31,2600.0,2697.27,2697.27,96.8,96.8,589.0,119.4
1 - 13,1,13,1,6,2973.32,2750.0,2998.27,2998.27,101.7,101.7,404.1,121.2
1 - 13,1,13,1,7,3815.53,3790.71,3828.95,3828.95,170.7,170.7,389.2,225.3
1 - 13,1,13,1,8,6506.49,6464.0,6511.0,6507.0,270.3,270.3,414.1,304.0
1 - 13,1,13,1,9,6809.0,6790.0,6900.0,6800.0,274.0,274.0,301.4,482.3
1 - 13,1,13,1,10,6870.46,6835.0,6900.0,6835.0,255.0,255.0,350.3,316.6
1 - 13,1,13,1,11,6598.27,6560.0,6600.0,6599.99,267.7,267.7,346.5,338.4
1 - 13,1,13,1,12,5253.16,5240.0,5598.0,5450.0,308.9,308.9,412.6,638.2
1 - 13,1,13,1,13,4349.12,4310.0,5600.0,5600.0,425.6,425.6,540.9,586.6
1 - 13,1,13,1,14,5269.23,5240.0,5600.0,5250.0,348.5,348.5,467.2,508.2
1 - 13,1,13,1,15,5568.91,5554.0,5600.0,5563.61,354.5,354.5,463.4,739.5
1 - 13,1,13,1,16,5598.35,5560.0,5600.0,5599.98,515.4,515.4,763.4,553.4
1 - 13,1,13,1,17,5589.5,5500.0,5600.0,5599.9,508.5,508.5,794.9,587.1
1 - 13,1,13,1,18,8919.59,8800.0,8936.24,8936.24,335.9,335.9,624.0,541.5
1 - 13,1,13,1,19,8778.04,8318.0,8818.0,8818.0,276.0,276.0,739.0,396.6
1 - 13,1,13,1,20,7878.45,7700.0,7898.27,7898.26,190.4,190.4,769.2,216.5
1 - 13,1,13,1,21,7883.0,7753.0,7899.99,7899.0,216.2,216.2,1069.3,242.5
1 - 13,1,13,1,22,7666.53,7600.0,7678.27,7677.99,196.6,196.6,864.9,272.2
1 - 13,1,13,1,23,6389.11,6340.0,6394.27,6394.26,197.3,197.3,841.7,266.8
1 - 13,1,13,1,24,6640.9,6598.0,6650.0,6647.99,223.7,223.7,815.2,290.0
1 - 14,1,14,2,1,4724.66,4645.0,4745.0,4645.0,110.2,110.2,387.8,135.7
1 - 14,1,14,2,2,3489.5,3450.1,3497.27,3450.1,140.7,140.7,258.5,186.9
1 - 14,1,14,2,3,3491.98,3400.0,3497.27,3400.0,121.3,121.3,414.8,158.1
1 - 14,1,14,2,4,2994.39,2950.0,2999.99,2999.99,115.3,115.3,344.2,149.1
1 - 14,1,14,2,5,3293.11,3250.0,3297.27,3297.27,113.4,113.4,419.9,146.4
1 - 14,1,14,2,6,3492.18,3400.0,3497.27,3400.0,124.0,124.0,256.7,165.4
1 - 14,1,14,2,7,4300.57,4256.0,4308.0,4261.01,176.6,176.6,486.4,253.3
1 - 14,1,14,2,8,6405.0,6300.0,6417.0,6317.0,169.4,169.4,593.5,222.3
1 - 14,1,14,2,9,6887.7,6800.0,6900.0,6900.0,211.9,211.9,412.2,254.7
1 - 14,1,14,2,10,6867.57,6830.0,6900.0,6874.61,229.7,229.7,595.2,320.0
1 - 14,1,14,2,11,6287.42,6205.5,6300.0,6297.22,223.7,223.7,541.0,280.4
1 - 14,1,14,2,12,4608.25,4200.0,4650.0,4650.0,312.5,312.5,506.5,334.8
1 - 14,1,14,2,13,3908.64,3684.1,3934.0,3930.0,318.3,318.3,520.6,355.5
1 - 14,1,14,2,14,4326.63,4235.0,4339.0,4336.2,381.6,381.6,626.0,426.1
1 - 14,1,14,2,15,5243.89,5171.25,5250.0,5250.0,433.2,433.2,612.8,479.9
1 - 14,1,14,2,16,5597.73,5560.01,5600.0,5599.99,499.2,499.2,531.8,555.1
1 - 14,1,14,2,17,5593.14,5450.0,5600.0,5599.99,408.8,408.8,605.5,437.8
1 - 14,1,14,2,18,8990.37,8970.0,9000.0,9000.0,585.5,585.5,839.4,668.3
1 - 14,1,14,2,19,8983.45,8000.1,9000.0,9000.0,595.7,595.7,789.6,624.7
1 - 14,1,14,2,20,8976.73,8812.83,9000.0,8992.0,516.7,516.7,843.4,555.7
1 - 14,1,14,2,21,8714.22,8000.0,9000.0,8699.98,412.4,412.4,724.6,533.9
1 - 14,1,14,2,22,8657.9,4350.0,8700.0,4350.0,361.5,361.5,695.5,392.6
1 - 14,1,14,2,23,6778.62,6700.0,6789.99,6787.27,237.8,237.8,883.2,307.6
1 - 14,1,14,2,24,6854.44,6800.0,6862.71,6862.69,244.4,244.4,611.0,276.8
1 - 15,1,15,3,1,4735.27,4700.0,4744.99,4744.97,108.8,108.8,444.5,152.1
1 - 15,1,15,3,2,3782.77,3700.1,3796.33,3796.33,149.6,149.6,401.3,171.7
1 - 15,1,15,3,3,3482.69,3402.1,3499.99,3499.99,160.2,160.2,407.6,186.0
1 - 15,1,15,3,4,2975.66,2800.0,2999.99,2999.99,152.5,152.5,640.1,176.2
1 - 15,1,15,3,5,2984.15,2910.0,2999.99,2910.0,135.6,135.6,623.3,158.0
1 - 15,1,15,3,6,3477.52,3460.0,3496.33,3496.33,112.3,112.3,320.5,149.9
1 - 15,1,15,3,7,4282.94,4208.1,4304.33,4208.1,115.2,115.2,465.2,141.7
1 - 15,1,15,3,8,6871.72,6846.97,6876.97,6876.97,145.3,145.3,291.1,294.6
1 - 15,1,15,3,9,6899.77,6880.0,6900.0,6900.0,901.1,901.1,901.1,962.8
1 - 15,1,15,3,10,6900.0,6880.0,6900.0,6900.0,1353.7,1353.7,1514.9,1384.3
1 - 15,1,15,3,11,6891.48,6000.0,6900.0,6894.89,623.6,623.6,953.2,716.3
1 - 15,1,15,3,12,5589.54,5400.0,5600.0,5589.0,525.2,525.2,1113.1,602.8
1 - 15,1,15,3,13,5566.07,5000.0,5600.0,5401.0,303.8,303.8,830.3,328.6
1 - 15,1,15,3,14,5593.49,5000.0,5600.0,5598.0,396.4,396.4,786.7,497.3
1 - 15,1,15,3,15,5597.69,5549.99,5600.0,5549.99,746.8,746.8,987.2,858.0
1 - 15,1,15,3,16,5599.77,5551.02,5600.0,5600.0,637.8,637.8,859.9,749.2
1 - 15,1,15,3,17,5599.0,5550.05,5600.0,5598.0,638.8,638.8,720.5,729.8
1 - 15,1,15,3,18,8999.32,8900.0,9000.0,9000.0,912.1,912.1,1036.7,1025.3
1 - 15,1,15,3,19,8986.2,8889.9,9000.0,9000.0,850.8,850.8,1011.7,920.4
1 - 15,1,15,3,20,8999.0,8900.0,9000.0,9000.0,737.8,737.8,786.1,801.0
1 - 15,1,15,3,21,8992.49,8200.0,9000.0,8989.99,556.6,556.6,636.1,600.2
1 - 15,1,15,3,22,8982.99,8900.0,9000.0,9000.0,344.4,344.4,576.0,386.5
1 - 15,1,15,3,23,8870.61,7502.11,8976.89,8950.0,149.9,149.9,1159.0,246.0
1 - 15,1,15,3,24,6855.69,5500.0,6874.59,6869.99,164.7,164.7,560.6,234.8
1 - 16,1,16,4,1,4300.61,4278.1,4307.99,4304.3,63.9,63.9,334.7,90.5
1 - 16,1,16,4,2,2983.34,2900.0,2999.98,2999.98,84.1,84.1,217.3,100.1
1 - 16,1,16,4,3,2866.87,2800.0,2889.97,2889.97,78.8,78.8,400.2,94.1
1 - 16,1,16,4,4,2665.51,2639.0,2674.33,2674.32,70.2,70.2,475.7,93.0
1 - 16,1,16,4,5,2878.7,2870.01,2886.33,2886.33,70.7,70.7,470.4,99.0
1 - 16,1,16,4,6,2872.84,2830.0,2889.99,2889.99,78.3,78.3,370.4,95.4
1 - 16,1,16,4,7,3859.77,3828.11,3864.33,3864.33,118.1,118.1,441.2,140.8
1 - 16,1,16,4,8,6685.11,6620.0,6900.0,6650.0,150.3,150.3,274.6,179.5
1 - 16,1,16,4,9,6899.7,6875.0,6900.0,6899.94,195.4,195.4,330.5,231.2
1 - 16,1,16,4,10,6884.2,6801.0,6900.0,6900.0,455.9,455.9,626.8,522.4
1 - 16,1,16,4,11,6899.69,6875.0,6900.0,6900.0,473.8,473.8,584.8,593.6
1 - 16,1,16,4,12,5599.93,5580.0,5600.0,5582.0,609.0,609.0,683.9,724.2
1 - 16,1,16,4,13,5599.09,5580.0,5600.0,5600.0,408.1,408.1,555.5,542.6
1 - 16,1,16,4,14,5599.83,5527.2,5600.0,5600.0,602.2,602.2,641.9,719.1
1 - 16,1,16,4,15,5597.29,5488.0,5600.0,5600.0,782.7,782.7,800.2,950.0
1 - 16,1,16,4,16,5598.33,5500.0,5600.0,5600.0,406.4,406.4,447.1,528.0
1 - 16,1,16,4,17,5598.97,5562.2,5600.0,5599.99,212.8,212.8,392.6,294.8
1 - 16,1,16,4,18,8996.82,8961.0,9000.0,9000.0,429.6,429.6,474.6,508.1
1 - 16,1,16,4,19,8998.48,8905.0,9000.0,9000.0,531.5,531.5,706.5,660.4
1 - 16,1,16,4,20,8928.31,7500.0,9000.0,7500.0,326.2,326.2,1364.5,341.4
1 - 16,1,16,4,21,8856.72,7500.0,8910.0,8910.0,216.2,216.2,1360.4,247.8
1 - 16,1,16,4,22,8385.9,7000.0,8513.0,8499.01,123.4,123.4,1066.9,134.6
1 - 16,1,16,4,23,6755.19,5501.0,6800.0,6799.97,140.3,140.3,544.5,189.4
1 - 16,1,16,4,24,5840.18,5700.0,5860.0,5859.99,185.2,185.2,385.6,243.6
1 - 17,1,17,5,1,3470.13,2995.0,3599.28,3400.0,75.5,75.5,398.8,115.6
1 - 17,1,17,5,2,2875.84,2850.0,2889.28,2889.28,110.0,110.0,268.7,127.5
1 - 17,1,17,5,3,2665.11,2638.0,2677.28,2677.28,97.5,97.5,369.7,116.2
1 - 17,1,17,5,4,2487.07,2455.0,2499.28,2499.28,98.5,98.5,404.7,116.4
1 - 17,1,17,5,5,1976.51,1850.0,2001.0,1999.28,126.5,126.5,384.7,135.6
1 - 17,1,17,5,6,2661.29,2633.0,2677.28,2677.28,102.7,102.7,331.7,117.9
1 - 17,1,17,5,7,3854.16,3820.05,3867.28,3867.28,98.5,98.5,456.3,117.2
1 - 17,1,17,5,8,6587.74,6528.06,6594.0,6593.96,124.4,124.4,406.4,151.5
1 - 17,1,17,5,9,6894.37,6817.2,6900.0,6899.99,96.7,96.7,270.2,114.1
1 - 17,1,17,5,10,6897.32,6500.0,6900.0,6900.0,368.8,368.8,620.8,387.2
1 - 17,1,17,5,11,6895.07,6300.0,6900.0,6900.0,376.0,376.0,395.5,400.6
1 - 17,1,17,5,12,5598.3,5555.0,5600.0,5555.0,669.6,669.6,851.9,686.5
1 - 17,1,17,5,13,5597.37,5560.0,5600.0,5600.0,318.3,318.3,412.9,350.9
1 - 17,1,17,5,14,5600.0,5600.0,5600.0,5600.0,405.0,405.0,405.0,440.8
1 - 17,1,17,5,15,5596.71,5488.0,5600.0,5600.0,511.3,511.3,511.3,562.5
1 - 17,1,17,5,16,5594.26,5520.0,5600.0,5600.0,187.5,187.5,378.1,216.6
1 - 17,1,17,5,17,5597.17,5570.0,5600.0,5599.0,199.3,199.3,316.1,235.0
1 - 17,1,17,5,18,8776.53,7503.05,8947.89,7503.1,162.6,162.6,3617.4,217.9
1 - 17,1,17,5,19,8641.59,7500.0,8900.0,8900.0,174.3,174.3,4047.1,196.9
1 - 17,1,17,5,20,8828.79,8721.1,8900.0,8900.0,164.0,164.0,1575.6,205.4
1 - 17,1,17,5,21,8233.08,8142.0,8242.0,8225.0,145.0,145.0,432.3,218.3
1 - 17,1,17,5,22,7807.74,6500.1,7878.0,7799.0,108.8,108.8,1459.6,143.0
1 - 17,1,17,5,23,6890.15,6500.0,6912.67,6910.97,123.2,123.2,1372.5,180.8
1 - 17,1,17,5,24,6849.2,6700.0,6872.76,6871.0,114.8,114.8,576.0,136.0
1 - 18,1,18,6,1,3479.59,3421.0,3496.27,3496.27,88.9,88.9,378.9,118.0
1 - 18,1,18,6,2,2671.74,2650.0,2674.27,2674.27,89.3,89.3,279.1,161.6
1 - 18,1,18,6,3,2477.7,2440.0,2486.27,2486.27,90.6,90.6,452.7,139.5
1 - 18,1,18,6,4,2477.89,2440.0,2486.27,2486.27,82.2,82.2,765.6,126.1
1 - 18,1,18,6,5,2479.41,2440.0,2486.27,2486.27,93.8,93.8,770.4,139.5
1 - 18,1,18,6,6,2671.4,2630.0,2674.27,2674.27,122.7,122.7,470.3,197.4
1 - 18,1,18,6,7,2872.48,2790.0,2886.27,2886.27,102.2,102.2,325.1,140.8
1 - 18,1,18,6,8,5170.7,5135.0,5180.0,5179.94,191.9,191.9,1042.3,291.3
1 - 18,1,18,6,9,5698.91,5650.0,5700.0,5699.99,229.0,229.0,413.8,343.7
1 - 18,1,18,6,10,6832.24,6712.32,6850.0,6849.9,111.8,111.8,444.3,164.6
1 - 18,1,18,6,11,6812.36,6749.0,6850.0,6760.95,102.3,102.3,333.6,150.2
1 - 18,1,18,6,12,5544.06,5001.0,5600.0,5600.0,157.4,157.4,328.3,222.4
1 - 18,1,18,6,13,5086.81,5005.0,5100.0,5100.0,197.5,197.5,488.1,261.4
1 - 18,1,18,6,14,5091.29,5000.0,5100.0,5100.0,231.3,231.3,493.2,285.7
1 - 18,1,18,6,15,5093.66,5000.0,5100.0,5100.0,280.5,280.5,420.4,356.3
1 - 18,1,18,6,16,5491.98,5001.09,5500.0,5001.09,296.0,296.0,346.4,362.0
1 - 18,1,18,6,17,5550.97,5465.54,5600.0,5565.54,289.6,289.6,385.4,317.9
1 - 18,1,18,6,18,8179.88,7000.0,8200.0,8200.0,355.7,355.7,792.3,393.5
1 - 18,1,18,6,19,7909.5,7700.0,8499.99,7895.0,421.6,421.6,723.3,455.0
1 - 18,1,18,6,20,7619.7,6500.0,7641.26,7620.0,388.4,388.4,807.1,409.3
1 - 18,1,18,6,21,8117.18,8000.0,8190.0,8110.0,99.1,99.1,835.5,152.4
1 - 18,1,18,6,22,8927.22,8750.0,8988.68,8895.0,87.2,87.2,860.8,130.9
1 - 18,1,18,6,23,7260.65,7000.0,7296.27,7296.27,119.8,119.8,837.3,262.7
1 - 18,1,18,6,24,6836.94,6101.0,6877.67,6877.59,114.5,114.5,433.3,159.4
1 - 19,1,19,7,1,3858.65,3817.72,3863.27,3863.27,80.0,80.0,333.1,128.9
1 - 19,1,19,7,2,3488.84,3450.0,3495.27,3495.27,93.2,93.2,392.3,136.6
1 - 19,1,19,7,3,3291.55,3257.1,3299.99,3299.9,76.6,76.6,449.1,110.1
1 - 19,1,19,7,4,2879.58,2852.43,2885.27,2885.25,77.9,77.9,434.2,105.6
1 - 19,1,19,7,5,2881.03,2852.43,2885.27,2885.2,96.9,96.9,520.2,143.7
1 - 19,1,19,7,6,3292.13,3255.0,3299.98,3299.96,94.2,94.2,755.8,123.7
1 - 19,1,19,7,7,3296.2,3257.1,3299.97,3299.96,180.6,180.6,786.0,255.3
1 - 19,1,19,7,8,5176.0,5130.0,5179.96,5179.96,131.7,131.7,827.3,172.5
1 - 19,1,19,7,9,6096.17,6070.0,6099.96,6095.0,135.8,135.8,701.8,158.3
1 - 19,1,19,7,10,6492.84,6422.0,6495.27,6495.27,159.5,159.5,709.0,182.9
1 - 19,1,19,7,11,5178.41,5150.0,5180.0,5179.97,246.8,246.8,438.6,298.8
1 - 19,1,19,7,12,3993.99,3940.0,4000.0,4000.0,257.3,257.3,706.8,357.9
1 - 19,1,19,7,13,2886.41,1734.0,4890.0,2889.99,303.0,303.0,466.1,332.6
1 - 19,1,19,7,14,2829.45,2698.0,2840.0,2840.0,346.0,346.0,445.0,381.9
1 - 19,1,19,7,15,3877.9,2334.0,3890.0,2334.0,275.1,275.1,599.1,304.7
1 - 19,1,19,7,16,4961.77,4500.0,4980.0,4900.0,209.4,209.4,458.7,233.5
1 - 19,1,19,7,17,5402.08,5350.0,5500.0,5400.0,270.0,270.0,473.0,325.4
1 - 19,1,19,7,18,8688.55,8600.0,8700.0,8700.0,162.4,162.4,597.3,214.7
1 - 19,1,19,7,19,8436.98,8250.0,8445.27,8445.27,115.8,115.8,391.6,149.7
1 - 19,1,19,7,20,8510.62,7101.01,8595.27,8595.27,115.1,115.1,735.2,190.6
1 - 19,1,19,7,21,8632.76,7500.1,8695.27,8601.0,83.5,83.5,624.0,120.4
1 - 19,1,19,7,22,8926.77,7500.1,8988.77,8988.7,96.2,96.2,811.8,127.7
1 - 19,1,19,7,23,8889.53,7500.1,8990.01,8888.87,113.6,113.6,615.7,145.1
1 - 19,1,19,7,24,6828.66,6000.1,6872.11,6872.1,106.7,106.7,434.3,154.8
1 - 20,1,20,1,1,3485.29,3450.0,3499.73,3499.73,64.3,64.3,374.9,104.5
1 - 20,1,20,1,2,2859.85,1878.5,2890.0,1878.5,93.6,93.6,277.9,114.9
1 - 20,1,20,1,3,2867.57,2600.0,2889.99,2880.0,95.8,95.8,639.4,118.2
1 - 20,1,20,1,4,2671.47,1740.7,2677.73,2677.73,122.1,122.1,694.5,163.4
1 - 20,1,20,1,5,2670.43,1740.7,2677.73,2677.73,103.3,103.3,775.4,130.9
1 - 20,1,20,1,6,2982.22,2600.0,2999.99,2999.98,90.6,90.6,332.0,104.8
1 - 20,1,20,1,7,4304.67,4250.0,4307.98,4307.98,97.7,97.7,402.2,135.0
1 - 20,1,20,1,8,6856.47,6000.0,6876.12,6876.12,124.5,124.5,265.4,150.5
1 - 20,1,20,1,9,6868.59,6733.97,6899.0,6871.4,186.1,186.1,281.7,198.3
1 - 20,1,20,1,10,6847.07,6800.0,6850.0,6850.0,181.0,181.0,295.8,201.3
1 - 20,1,20,1,11,4672.39,4590.0,4680.0,4680.0,209.7,209.7,312.2,231.9
1 - 20,1,20,1,12,3091.44,3000.0,3099.0,3099.0,228.4,228.4,520.3,276.9
1 - 20,1,20,1,13,2497.19,2440.0,2500.0,2499.0,322.8,322.8,863.2,371.5
1 - 20,1,20,1,14,2848.65,2780.0,5600.0,2833.0,343.9,343.9,429.7,405.4
1 - 20,1,20,1,15,4499.94,4450.0,4895.0,4451.0,341.8,341.8,417.7,397.8
1 - 20,1,20,1,16,5498.54,5390.0,5599.0,5400.0,301.9,301.9,602.1,329.5
1 - 20,1,20,1,17,5599.41,5500.0,5600.0,5600.0,302.0,302.0,357.9,331.9
1 - 20,1,20,1,18,8999.69,8905.0,9000.0,9000.0,329.3,329.3,387.9,419.1
1 - 20,1,20,1,19,8991.5,8911.0,8991.9,8991.87,276.1,276.1,467.2,312.1
1 - 20,1,20,1,20,8991.08,8911.0,8991.61,8991.6,293.3,293.3,526.1,329.9
1 - 20,1,20,1,21,8897.74,8811.0,8900.0,8899.94,350.1,350.1,655.2,389.2
1 - 20,1,20,1,22,8895.93,8775.4,8900.0,8800.0,322.4,322.4,842.1,363.3
1 - 20,1,20,1,23,7286.43,6900.0,7300.0,7299.99,316.4,316.4,891.9,381.9
1 - 20,1,20,1,24,6861.32,6800.0,6870.58,6850.0,262.5,262.5,592.0,303.0
1 - 21,1,21,2,1,3782.47,3700.0,3796.33,3796.33,73.0,73.0,322.1,83.5
1 - 21,1,21,2,2,2994.24,2961.0,3000.0,2961.0,109.6,109.6,312.0,139.2
1 - 21,1,21,2,3,2881.1,2851.0,2890.0,2851.0,113.8,113.8,563.5,145.2
1 - 21,1,21,2,4,2669.84,2633.0,2678.0,2633.0,113.5,113.5,658.2,152.8
1 - 21,1,21,2,5,2668.4,2640.0,2678.0,2674.33,106.4,106.4,614.0,133.4
1 - 21,1,21,2,6,2994.2,2955.0,3000.0,2955.0,120.1,120.1,278.7,157.9
1 - 21,1,21,2,7,4302.49,4269.0,4308.0,4304.0,95.5,95.5,559.6,131.5
1 - 21,1,21,2,8,6778.68,4110.0,6850.0,4110.0,113.8,113.8,446.2,141.1
1 - 21,1,21,2,9,6889.15,6000.0,6900.0,6770.0,278.8,278.8,319.2,297.2
1 - 21,1,21,2,10,6899.85,6897.0,6900.0,6899.98,574.1,574.1,664.6,593.5
1 - 21,1,21,2,11,6893.86,6851.0,6900.0,6900.0,454.3,454.3,529.3,542.5
1 - 21,1,21,2,12,5593.05,5500.0,5600.0,5500.0,478.3,478.3,686.0,511.3
1 - 21,1,21,2,13,5572.61,5320.0,5600.0,5597.99,299.7,299.7,705.0,393.6
1 - 21,1,21,2,14,5577.38,5500.0,5600.0,5599.91,366.8,366.8,592.7,473.9
1 - 21,1,21,2,15,5579.38,5500.0,5600.0,5600.0,477.2,477.2,614.6,545.6
1 - 21,1,21,2,16,5574.49,5500.0,5600.0,5500.0,345.3,345.3,594.2,392.2
1 - 21,1,21,2,17,5584.88,5500.0,5600.0,5500.0,375.6,375.6,623.9,471.2
1 - 21,1,21,2,18,8986.64,8500.0,9000.0,8995.0,392.5,392.5,720.7,432.9
1 - 21,1,21,2,19,8984.47,7500.0,9000.0,8999.0,250.2,250.2,461.1,284.6
1 - 21,1,21,2,20,8980.76,8892.76,8992.76,8988.97,245.0,245.0,379.8,262.1
1 - 21,1,21,2,21,8933.02,7500.0,8970.0,8969.44,179.6,179.6,384.3,193.4
1 - 21,1,21,2,22,8792.71,7500.0,8958.93,8865.0,108.8,108.8,1294.0,137.4
1 - 21,1,21,2,23,7643.4,6902.0,7750.0,7650.5,95.5,95.5,1490.4,189.1
1 - 21,1,21,2,24,6770.01,6701.0,6796.33,6788.87,123.9,123.9,739.8,182.4
1 - 22,1,22,3,1,3293.66,3250.0,3300.0,3299.96,178.1,178.1,311.2,229.3
1 - 22,1,22,3,2,2885.61,2855.32,2890.0,2889.97,222.1,222.1,370.1,304.2
1 - 22,1,22,3,3,1993.54,1900.0,2000.0,1999.97,260.9,260.9,361.3,357.6
1 - 22,1,22,3,4,1993.05,1900.0,2000.0,1999.95,257.8,257.8,574.7,307.9
1 - 22,1,22,3,5,1994.87,1890.0,2000.0,1999.95,260.6,260.6,580.7,320.0
1 - 22,1,22,3,6,2885.33,2850.0,2889.99,2889.99,245.1,245.1,395.0,330.5
1 - 22,1,22,3,7,3994.16,3961.0,3999.97,3999.97,186.2,186.2,474.7,222.7
1 - 22,1,22,3,8,6298.07,6260.0,6300.0,6299.95,165.6,165.6,363.6,205.0
1 - 22,1,22,3,9,6899.0,6870.0,6900.0,6900.0,133.7,133.7,230.4,180.9
1 - 22,1,22,3,10,6899.97,6890.0,6900.0,6900.0,510.9,510.9,510.9,755.9
1 - 22,1,22,3,11,6899.98,6897.0,6900.0,6900.0,779.1,779.1,783.1,1032.1
1 - 22,1,22,3,12,5600.0,5600.0,5600.0,5600.0,1107.8,1107.8,1107.8,1293.0
1 - 22,1,22,3,13,5600.0,5600.0,5600.0,5600.0,880.8,880.8,880.8,1169.7
1 - 22,1,22,3,14,5600.0,5600.0,5600.0,5600.0,1024.5,1024.5,1024.5,1254.3
1 - 22,1,22,3,15,5600.0,5590.0,5600.0,5600.0,857.9,857.9,857.9,1049.9
1 - 22,1,22,3,16,5597.7,5450.0,5600.0,5600.0,496.8,496.8,519.1,562.5
1 - 22,1,22,3,17,5597.55,3640.0,5600.0,3640.0,278.3,278.3,287.7,392.2
1 - 22,1,22,3,18,8997.79,8960.0,9000.0,9000.0,278.2,278.2,302.1,431.8
1 - 22,1,22,3,19,8991.04,8951.0,9000.0,8951.0,272.5,272.5,331.5,352.3
1 - 22,1,22,3,20,8967.41,8935.01,8970.0,8970.0,274.3,274.3,360.8,355.1
1 - 22,1,22,3,21,8688.77,8600.0,8700.0,8700.0,253.1,253.1,385.7,292.6
1 - 22,1,22,3,22,8589.82,8550.0,8600.0,8599.99,272.8,272.8,603.5,324.4
1 - 22,1,22,3,23,7692.0,7650.0,7700.0,7699.99,248.6,248.6,891.8,330.5
1 - 22,1,22,3,24,5959.56,3000.0,5999.99,3000.0,180.0,180.0,588.2,199.4
1 - 23,1,23,4,1,3856.25,3838.0,3867.97,3867.87,57.6,57.6,360.1,71.6
1 - 23,1,23,4,2,3791.13,3750.0,3799.98,3799.87,139.7,139.7,512.9,149.8
1 - 23,1,23,4,3,3789.1,3700.1,3797.97,3700.1,141.8,141.8,804.5,153.1
1 - 23,1,23,4,4,3282.74,3200.0,3299.97,3233.67,147.0,147.0,819.0,154.7
1 - 23,1,23,4,5,3469.07,3000.0,3499.97,3425.0,144.7,144.7,895.8,148.9
1 - 23,1,23,4,6,3863.83,3830.0,3867.97,3830.0,159.0,159.0,440.2,188.1
1 - 23,1,23,4,7,4305.67,4265.0,4308.0,4265.0,107.2,107.2,401.0,135.2
1 - 23,1,23,4,8,6649.57,6628.0,6650.0,6647.0,165.1,165.1,402.6,204.5
1 - 23,1,23,4,9,6899.25,6878.0,6900.0,6894.99,125.3,125.3,573.4,158.5
1 - 23,1,23,4,10,6899.87,6878.0,6900.0,6899.98,300.5,300.5,504.7,377.1
1 - 23,1,23,4,11,6890.87,6800.0,6900.0,6898.0,224.9,224.9,506.4,252.5
1 - 23,1,23,4,12,5592.1,5400.0,5600.0,5400.0,388.5,388.5,637.1,411.6
1 - 23,1,23,4,13,5568.93,5500.0,5600.0,5548.99,215.3,215.3,928.6,241.2
1 - 23,1,23,4,14,5588.22,5550.0,5600.0,5596.97,212.0,212.0,461.9,268.1
1 - 23,1,23,4,15,5589.54,5510.02,5600.0,5596.0,178.7,178.7,479.9,223.5
1 - 23,1,23,4,16,5591.26,5500.0,5600.0,5599.96,293.8,293.8,482.5,335.7
1 - 23,1,23,4,17,5591.07,5500.0,5600.0,5598.98,218.9,218.9,425.6,264.3
1 - 23,1,23,4,18,8961.02,8881.0,8980.0,8899.99,326.7,326.7,528.1,392.3
1 - 23,1,23,4,19,8966.28,8900.0,8970.0,8968.99,312.3,312.3,492.8,341.7
1 - 23,1,23,4,20,8986.12,8900.1,8989.69,8980.0,331.6,331.6,666.5,371.4
1 - 23,1,23,4,21,8895.89,8699.99,9000.0,8895.0,356.6,356.6,742.7,387.2
1 - 23,1,23,4,22,8690.14,7501.0,8700.0,8699.95,392.6,392.6,776.4,461.1
1 - 23,1,23,4,23,8082.48,8000.0,8099.97,8099.95,229.4,229.4,844.4,288.4
1 - 23,1,23,4,24,6843.3,6785.0,6850.0,6849.9,193.6,193.6,568.4,227.2
1 - 24,1,24,5,1,4267.05,4199.9,4279.99,4279.96,121.6,121.6,643.6,130.1
1 - 24,1,24,5,2,3298.72,3249.0,3800.0,3300.0,161.4,161.4,278.4,204.9
1 - 24,1,24,5,3,2874.8,2800.0,2890.0,2889.99,168.9,168.9,381.6,179.1
